# ^zz++++=#
Something ^pn++++=SOMETHING
back ^jjb++++=back."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Violet!"
violet ^jj++++=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="That
that ^dt+pdem+++=EXTRAWORD
is ^vbz+bez+vrb++=is
what ^wdt+who+++=what
you ^pp2+pp2+++=you
mean ^vb+vprv+++=mean."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
mean ^vb++++=mean
to ^to+vcmp+++=to
preserve ^vbi++++=preserve
your ^pp$+pp2+++=your
happiness ^nns+nom+++=happiness."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
never ^rb++++=never
asked ^vbd+vsua++xvbn+=asked
whether ^cs+who+++=whether
I ^pp1a+pp1+++=I
had ^vb+hv+vrb++=had
any ^dti++++=any
happiness ^nns+nom+++=happiness
to ^to++++=to
preserve ^vbi++++=preserve."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
turned ^vbd+++xvbnx+=turned
from ^in++++=from
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
trembling ^jj+++xvbg+=trembling.
. ^zz++++=EXTRAWORD
Jerry ^np++++=Jerry
watched ^vbd+++xvbn+=watched
her ^pp$+pp3+++=her
with ^in++++=with
slowly ^rb++++=slowly
widening ^vbg+++xvbg+=widening
eyes ^nns++++=eyes.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
mean ^vb+vprv+tht0++=mean
you ^pp2+pp2+++=you
cannot ^md+pos+not++=cannot
mean ^vb++++=mean
that ^tht+vcmp+++=that
you ^pp2+pp2+++=you
care ^nn++++=care
for ^in++++=for
Kenyon ^np+++??+=Kenyon?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="No!"
no ^at++++=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
denial ^nn++++=denial
came ^vbd+++xvbn+=came
too ^rb++++=too
quickly ^rb++++=quickly.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
both ^abx++++=both
heard ^vbd+vprv++xvbn+=heard
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
Jerry ^np++++=Jerry's
's ^$++++=EXTRAWORD
mouth ^nn++++=mouth
fell ^vbd+++xvbn+=fell
open ^jj++++=open;
; ^zz++++=EXTRAWORD
then ^rn+tm+++=then
he ^pp3a+pp3+++=he
laughed ^vbd+++xvbnx+=laughed.
. ^zz++++=EXTRAWORD
" ^zz++++="Well!
well ^rb++++=EXTRAWORD
! ^zz++++=EXTRAWORD
This ^dt+pdem+++=This
is ^vbz+bez+aux++=is
turning ^vbg+++xvbgx+=turning
up ^rb+phrv+++=up
trumps ^nns+++??+=trumps
indeed ^qlp++++=indeed."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
do ^vb+do+vrb++=do
not ^xnot++not++=not
care ^nn++++=care
for ^in++++=for
him ^pp3o+pp3+++=him,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
repeated ^vbd+++xvbnx+=repeated,
, ^zz++++=EXTRAWORD
more ^rbr++++=more
faintly ^rb++++=faintly.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
only ^rb+down+++=only
know ^vb+vprv+++=know
that ^tht+vcmp+++=that
I ^pp1a+pp1+++=I
cannot ^md+pos+not++=cannot
behave ^vb++++=behave
dishonourably ^jj++++=dishonourably."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Honour
honour ^nn++++=EXTRAWORD
is ^vbz+bez+vrb++=is
an ^at++++=an
admirable ^jj+atrb+++=admirable
thing ^nn++++=thing,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
marriage ^nn+nom+++=marriage
is ^vbz+bez+vrb++=is
a ^at++++=a
long ^jj+atrb+++=long
price ^nn++++=price
to ^to++++=to
pay ^vbi++++=pay
for ^in++++=for
it ^pp3+it+++=it."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="There
there ^ex+pex+++=EXTRAWORD
is ^vbz+bez+aux++=is
nothing ^pn++++=nothing
else ^rb+cnj+++=else
left ^vbd+++xvbn+=left
to ^in++++=to
me ^pp1o+pp1+++=me."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Nothing
nothing ^pn++++=EXTRAWORD
else ^rb+cnj+++=else?
? ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
have ^vb+hv+vrb++=have
money ^nn++++=money
now ^rn+tm+++=now."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
faced ^vbd+++xvbnx+=faced
him ^pp3o+pp3+++=him
with ^in++++=with
sudden ^jj+atrb+++=sudden
anger ^nn++++=anger.
. ^zz++++=EXTRAWORD
" ^zz++++="Money!
money ^nn++++=EXTRAWORD
! ^zz++++=EXTRAWORD
Must ^md+nec+++=Must
everything ^pn++++=everything
come ^vb++++=come
back ^jjb++++=back
to ^in++++=to
money ^nn++++=money?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Jerry ^np++++=Jerry
sobered ^vbd+++xvbn+=sobered.
. ^zz++++=EXTRAWORD
" ^zz++++="No,"
no ^at++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="Not
not ^xnot++not++=EXTRAWORD
everything ^pn++++=everything.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
this ^dt+pdem+++=this
began ^vbd+++xvbn+=began
with ^in++++=with
it ^pp3+it+++=it."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
That ^cs+sub+++=That
silenced ^vprf+++xvbn+=silenced
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
gathered ^vbd+++xvbnx+=gathered
up ^rp++++=up
the ^ati++++=the
certificates ^nns+nom+++=certificates,
, ^zz++++=EXTRAWORD
whistling ^jj++++=whistling
beneath ^rb++++=beneath
his ^pp$+pp3+++=his
breath ^nn++++=breath.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
shall ^md+prd+++=shall
see ^vb+vprv+++=see
Kenyon ^np+++??+=Kenyon,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="Not
not ^xnot++not++=EXTRAWORD
to ^to++++=to
offer ^vbi++++=offer
compensation ^nn+nom+++=compensation,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
that ^dt+pdem+++=that
offends ^vbz++++=offends
your ^pp$+pp2+++=your
fine ^jj+atrb+++=fine
feelings ^nns+nom+++=feelings,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
to ^to++++=to
discover ^nn+nom+++=discover
where ^wrb+who+++=where
we ^pp1a+pp1+++=we
stand ^vb++++=stand."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Jerry,
jerry ^np++++=EXTRAWORD
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
forbid ^vb+vsua+tht0++=forbid
you ^pp2+pp2+++=you."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
smiled ^vbd+++xvbnx+=smiled
and ^cc+phrs+++=and
kissed ^vbd+++xvbn+=kissed
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
" ^zz++++="My
my ^pp$+pp1+++=EXTRAWORD
dear ^jj+atrb+++=dear
Vi ^np+++??+=Vi,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
have ^vb+hv+aux++=have
been ^vprf+ben+aux+xvbnx+=been
forbidding ^vbg+++xvbgx+=forbidding
me ^pp1o+pp1+++=me
things ^nns++++=things
since ^cs+sub+++=since
we ^pp1a+pp1+++=we
were ^vbd+bed+vrb++=were
four ^cd++++=four.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
has ^vbz+hvz+aux++=has
never ^rb++splt++=never
once ^rb+tm+++=once
been ^vprf+ben+vrb+xvbn+=been
effective ^jj++++=effective."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Before ^cs+sub+++=Before
she ^pp3a+pp3+++=she
could ^md+pos+++=could
reach ^vb++++=reach
the ^ati++++=the
door ^nn++++=door,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
gone ^vpsv++agls+xvbnx+=gone.
. ^zz++++=EXTRAWORD
-- ^--+clp+++=--##
# ^zz++++=EXTRAWORD
# ^zz++++=EXTRAWORD
Iii ^np+++??+=III
Dick ^np++++=Dick
Kenyon ^np+++??+=Kenyon
received ^vbd+++xvbn+=received
Jerry ^np++++=Jerry
in ^in++++=in
a ^at++++=a
private ^jj+atrb+++=private
room ^nn++++=room
at ^in++++=at
his ^pp$+pp3+++=his
hotel ^nn++++=hotel.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+aux++=was
seated ^vpsv++agls+xvbnx+=seated
at ^rb++++=at
a ^at++++=a
broad ^nn++++=broad
writing ^vwbg+++xvbg+=writing-table
- ^zz++++=EXTRAWORD
table ^nn++++=EXTRAWORD
littered ^vbd+++xvbn+=littered
with ^in++++=with
cablegrams ^nns+++??+=cablegrams.
. ^zz++++=EXTRAWORD
A ^at++++=A
map ^nn++++=map
lay ^vbd+++xvbn+=lay
open ^jj++++=open
before ^in++++=before
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
crossed ^xvbn+++xvbn+=crossed
by ^in++++=by
a ^at++++=a
thick ^jj+atrb+++=thick
red ^jj+atrb+++=red
line ^nn++++=line
which ^whp+rel+subj++=which
ran ^vbd+++xvbn+=ran
northward ^jjb++++=northward
between ^in++++=between
two ^cd++++=two
mountain ^nn++++=mountain
ranges ^nns++++=ranges.
. ^zz++++=EXTRAWORD
Jerry ^np++++=Jerry
noticed ^vbd+vprv++xvbn+=noticed
neither ^dt++neg++=neither
map ^vb++++=map
nor ^cc++neg++=nor
cablegrams ^nns+++??+=cablegrams.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
came ^vbd+++xvbnx+=came
in ^in++++=in
buoyantly ^rb+cnj+++=buoyantly,
, ^zz++++=EXTRAWORD
carrying ^vbg+++xvbg+=carrying
his ^pp$+pp3+++=his
hat ^nn++++=hat
and ^cc++++=and
gloves ^nns++++=gloves
in ^in++++=in
one ^cd1++++=one
hand ^nn++++=hand.
. ^zz++++=EXTRAWORD
" ^zz++++="Congratulations,
congratulations ^nns+nom+++=EXTRAWORD
, ^zz++++=EXTRAWORD
old ^jj+atrb+++=old
man ^nn++++=man,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="Good
good ^jj+atrb+++=EXTRAWORD
news ^nn++++=news
all ^abn++++=all
round ^in+strn+++=round."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Dick ^np++++=Dick
looked ^vbd+++xvbn+=looked
up ^rp++++=up.
. ^zz++++=EXTRAWORD
" ^zz++++="For
for ^in++++=EXTRAWORD
whom ^whp+rel+pied++=whom?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="For
for ^in++++=EXTRAWORD
everyone ^pn++++=everyone.
. ^zz++++=EXTRAWORD
Have ^vb+hv+vrb++=Haven't
n't ^xnot++not++0=EXTRAWORD
you ^pp2+pp2+++=you
seen ^vbd+vprv++xvbn+=seen
the ^ati++++=the
market ^nn++++=market?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I've
i ^pp1a+pp1+++=EXTRAWORD
've ^vb+hv+aux++0=EXTRAWORD
seen ^vprf+++xvbnx+=seen
it ^pp3+it+++=it."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="San
san ^np++++=EXTRAWORD
Marco ^np+++??+=Marco
at ^in++++=at
twelve ^cd++++=twelve."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="So
so ^ql++++=EXTRAWORD
I ^pp1a+pp1+++=I
hear ^vb+vprv+++=hear."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Jerry ^np++++=Jerry
drew ^vbd+++xvbn+=drew
a ^at++++=a
chair ^nn++++=chair
forward ^nn++++=forward
and ^cc++++=and
sat ^vbd+++xvbn+=sat
astride ^nn+++??+=astride
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
" ^zz++++="This
this ^dt+pdem+++=EXTRAWORD
puts ^vbz++++=puts
Vi ^np+++??+=Vi
and ^cc++++=and
me ^pp1o+pp1+++=me
on ^in++++=on
our ^pp$+pp1+++=our
feet ^nns++++=feet
again ^rb+tm+++=again.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
always ^rb++++=always
knew ^vbd+vprv+tht0+xvbn+=knew
the ^ati++++=the
line ^nn++++=line
was ^vbd+bedz+vrb++=was
sound ^jj+pred+++=sound
if ^cs+cnd+++=if
capital ^nn++++=capital
could ^md+pos+++=could
be ^vb+be+aux++=be
found ^vpsv++agls+xvbnx+=found."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
had ^vb+hv+vrb++=had
less ^rbr++++=less
confidence ^nn+nom+++=confidence
last ^jj+atrb+++=last
week ^nn++++=week."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Temporary
temporary ^jj+atrb+++=EXTRAWORD
depression ^nn++++=depression.
. ^zz++++=EXTRAWORD
Every ^at++++=Every
great ^jj++++=great
undertaking ^jj+++xvbg+=undertaking
has ^vbz+hvz+vrb++=has
one ^pn++++=one."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Dick ^np++++=Dick
folded ^vbd+++xvbn+=folded
a ^at++++=a
cablegram ^nn+++??+=cablegram
with ^in++++=with
deliberate ^jj+atrb+++=deliberate
precision ^nn++++=precision.
. ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+whq++=EXTRAWORD
do ^vb+do+aux++=do
you ^pp2+pp2+++=you
want ^vb++++=want,
, ^zz++++=EXTRAWORD
Trelevan ^np+nom++??+=Trelevan?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
direct ^jj+atrb+++=direct
question ^nn+nom+++=question
checked ^vwbn+++xvbn+=checked
Jerry ^np++++=Jerry's
's ^$++++=EXTRAWORD
enthusiasm ^nn++++=enthusiasm.
. ^zz++++=EXTRAWORD
" ^zz++++="Well
well ^rb++++=EXTRAWORD
the ^ati++++=the
fact ^nn++++=fact
is ^vbz+bez+aux++=is
this ^dt+pdem+++=this
naturally ^rb++++=naturally
affects ^vbz++++=affects
Violet ^np++++=Violet's
's ^$++++=EXTRAWORD
position ^nn+nom+++=position."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="How?"
how ^wrb+who+++=EXTRAWORD
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="She
she ^pp3a+pp3+++=EXTRAWORD
is ^vbz+bez+vrb++=is
no ^at++++=no
longer ^rbr++++=longer
dependent ^jj++++=dependent
upon ^in++++=upon
anyone ^pn++++=anyone."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="She
she ^pp3a+pp3+++=EXTRAWORD
was ^vbd+bedz+vrb++=was
never ^rb++++=never
dependent ^jj+pred+++=dependent
on ^rp++++=on
me ^pp1o+pp1+++=me."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
know ^vb+vprv+++=know
what ^wdt+who+whcl++=what
I ^pp1a+pp1+++=I
mean ^jj++++=mean.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
she ^pp3a+pp3+++=she
accepted ^vbd+vprv+tht0+xvbnx+=accepted
you ^pp2+pp2+++=you,
, ^zz++++=EXTRAWORD
things ^nns++++=things
were ^vbd+bed+vrb++=were
pretty ^rb++++=pretty
desperate ^jj+pred+++=desperate."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Dick ^np++++=Dick's
's ^$++++=EXTRAWORD
face ^nn++++=face
did ^vbd+dod+aux++=did
not ^xnot++not++=not
alter ^vb++++=alter,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
one ^cd1++++=one
brown ^jj+atrb+++=brown
hand ^nn++++=hand
closed ^vbd+++xvbn+=closed
upon ^in++++=upon
the ^ati++++=the
cablegram ^nn+++??+=cablegram.
. ^zz++++=EXTRAWORD
" ^zz++++="Go
go ^vb++++=EXTRAWORD
on ^in+strn+++=on."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Jerry ^np++++=Jerry
crossed ^vbd+++xvbn+=crossed
one ^cd1++++=one
ankle ^nn++++=ankle
over ^in++++=over
the ^ati++++=the
other ^ap++++=other
and ^cc++++=and
attempted ^vbd+++xvbn+=attempted
an ^at++++=an
air ^nn++++=air
of ^in++++=of
worldly ^jj+atrb+++=worldly
ease ^nn++++=ease.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
do ^vb+do+aux++=do
not ^xnot++not++=not
want ^vb++++=want
to ^to+vcmp+++=to
put ^vbi++++=put
the ^ati++++=the
thing ^nn++++=thing
disagreeably ^rb++++=disagreeably.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
behaved ^vbd+++xvbn+=behaved
handsomely ^rb++++=handsomely.
. ^zz++++=EXTRAWORD
More ^ql++++=More
than ^cs+sub+++=than
handsomely ^rb++++=handsomely.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
engagements ^nns+nom+++=engagements
are ^vb+ber+aux++=are
sometimes ^rb++splt++=sometimes
entered ^vpsv++agls+xvbnx+=entered
into ^in+ppvb+++=into
under ^in++++=under
mistaken ^xvbn+++xvbn+=mistaken
conditions ^nns+nom+++=conditions.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
those ^dt+dem+++=those
conditions ^nns+nom+++=conditions
change ^nn++++=change,
, ^zz++++=EXTRAWORD
sensible ^jj+atrb+++=sensible
people ^nns++++=people
make ^vb++++=make
a ^at++++=a
fresh ^jj+atrb+++=fresh
arrangement ^nn+nom+++=arrangement."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+++=EXTRAWORD
arrangement ^nn+nom+++=arrangement?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="That
that ^dt+pdem+++=EXTRAWORD
is ^vbz+bez+vrb++=is
for ^in++++=for
us ^pp1o+pp1+++=us
to ^to++++=to
discuss ^vbi++++=discuss."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="No,"
no ^at++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Dick ^np++++=Dick
said ^vbd+vpub++xvbn+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
is ^vbz+bez+vrb++=isn't."
n't ^xnot++not++0=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Jerry ^np++++=Jerry
frowned ^vbd+++xvbn+=frowned.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
beg ^vb++++=beg
your ^pp$+pp2+++=your
pardon ^nn++++=pardon?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="There's
there ^ex+pex+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
nothing ^pn++++=nothing
for ^in++++=for
you ^pp2+pp2+++=you
and ^cc++++=and
me ^pp1o+pp1+++=me
to ^to++++=to
discuss ^vbi++++=discuss."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
represent ^vb++++=represent
my ^pp$+pp1+++=my
sister ^nn++++=sister."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Did
did ^vbd+dod+aux++=EXTRAWORD
she ^pp3a+pp3+++=she
send ^vb++++=send
you ^pp2+pp2+++=you?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
question ^nn+nom+++=question
struck ^vbd+++xvbn+=struck
cleanly ^rb++++=cleanly.
. ^zz++++=EXTRAWORD
Jerry ^np++++=Jerry
hesitated ^vbd+++xvbn+=hesitated.
. ^zz++++=EXTRAWORD
" ^zz++++="Not
not ^xnot++not++=EXTRAWORD
precisely ^rb++++=precisely."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Did
did ^vbd+dod+aux++=EXTRAWORD
she ^pp3a+pp3+++=she
ask ^vb++++=ask
you ^pp2+pp2+++=you
to ^to++++=to
break ^vbi++++=break
the ^ati++++=the
engagement ^nn+nom+++=engagement?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="She
she ^pp3a+pp3+++=EXTRAWORD
is ^vbz+bez+vrb++=is
naturally ^rb++++=naturally
reluctant ^jj+pred+++=reluctant
to ^to+jcmp+++=to
hurt ^vbi++++=hurt
your ^pp$+pp2+++=your
feelings ^nns+nom+++=feelings."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Did
did ^vbd+dod+aux++=EXTRAWORD
she ^pp3a+pp3+++=she
ask ^vb++++=ask
you ^pp2+pp2+++=you?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="No.
no ^at++++=EXTRAWORD
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
as ^cs+sub+++=as
her ^pp3o+pp3+++=her
brother ^nn++++=brother
" ^zz++++="
Dick ^np++++=Dick
rose ^vbd+++xvbn+=rose.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
did ^vbd+dod+aux++=did
not ^xnot++not++=not
move ^vb++++=move
quickly ^rb+cnj+++=quickly,
, ^zz++++=EXTRAWORD
yet ^rb++++=yet
Jerry ^np++++=Jerry
found ^vbd+vprv+tht0+xvbn+=found
himself ^ppl+pp3+++=himself
getting ^vbg+++xvbg+=getting
to ^in++++=to
his ^pp$+pp3+++=his
feet ^nns++++=feet
as ^rb++++=as
well ^rb++++=well.
. ^zz++++=EXTRAWORD
The ^ati++++=The
American ^np+nom+++=American's
's ^$++++=EXTRAWORD
stillness ^nns+nom+++=stillness
had ^vbd+hvd+aux++=had
become ^vprf+++xvbn+=become
formidable ^jj++++=formidable.
. ^zz++++=EXTRAWORD
" ^zz++++="As
as ^cs+sub+++=EXTRAWORD
her ^pp3o+pp3+++=her
brother ^npt++++=brother,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Dick ^np++++=Dick
said ^vbd+vpub++xvbn+=said,
, ^zz++++=EXTRAWORD
" ^zz++++="you
you ^pp2+pp2+++=EXTRAWORD
pressured ^vbd+++xvbn+=pressured
her ^pp$+pp3+++=her
into ^in++++=into
accepting ^xvbg+++xvbg+=accepting
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
Now ^rn+dspt+++=Now
you ^pp2+pp2+++=you've
've ^vb+hv+aux++0=EXTRAWORD
seen ^vprf+++xvbnx+=seen
a ^at++++=a
rise ^nn++++=rise
in ^in++++=in
the ^ati++++=the
market ^nn++++=market
and ^cc++++=and
come ^vprf+++xvbn+=come
along ^in++++=along
to ^to++++=to
take ^vbi++++=take
her ^pp$+pp3+++=her
back ^jjb++++=back.
. ^zz++++=EXTRAWORD
Is ^vbz+bez+vrb++=Is
that ^tht+vcmp+++=that
the ^ati++++=the
proposition ^nn+nom+++=proposition?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Jerry ^np++++=Jerry's
's ^$++++=EXTRAWORD
colour ^nn++++=colour
deepened ^vbd+++xvbn+=deepened.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
will ^md+prd+++=won't
n't ^xnot++not++0=EXTRAWORD
permit ^vb++++=permit
you ^pp2+pp2+++=you
to ^in++++=to
insult ^nn++++=insult
me ^pp1o+pp1+++=me."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I'm
i ^pp1a+pp1+++=EXTRAWORD
'm ^vb+bem+aux++0=EXTRAWORD
trying ^vbg+++xvbgx+=trying
hard ^rb++++=hard
not ^xnot++not++=not
to ^in+strn+++=to."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
must ^md+nec+++=must
understand ^vb+vprv+++=understand
that ^tht+vcmp+++=that
I ^pp1a+pp1+++=I
am ^vb+bem+aux++=am
thinking ^vbg+++xvbgx+=thinking
of ^in++++=of
Violet ^np++++=Violet's
's ^$++++=EXTRAWORD
happiness ^nns+nom+++=happiness."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
thought ^vbd+++xvbn+=thought
of ^in++++=of
it ^pp3+it+++=it
before ^in++++=before?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
believed ^vbd+vprv+tht0+xvbnx+=believed
she ^pp3a+pp3+++=she
would ^md+prd+++=would
be ^vb+be+aux++=be
secure ^vb++++=secure
with ^in++++=with
you ^pp2+pp2+++=you."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Secure.
secure ^vb++++=EXTRAWORD
. ^zz++++=EXTRAWORD
That ^dt+pdem+++=That's
's ^vbz+bez+vrb++0=EXTRAWORD
a ^at++++=a
fine ^jj+atrb+++=fine,
, ^zz++++=EXTRAWORD
affectionate ^jj+atrb+++=affectionate
word ^nn++++=word."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
have ^vb+hv+vrb++=have
no ^at++++=no
right ^jj+atrb+++=right
" ^zz++++="
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
have ^vb+hv+vrb++=have
the ^ati++++=the
right ^nn++++=right
to ^to+ncmp+++=to
ask ^vbi++++=ask
one ^cd1++++=one
question ^nn+nom+++=question.
. ^zz++++=EXTRAWORD
Does ^vbz+doz+aux++=Does
Violet ^jj++++=Violet
want ^vb++++=want
to ^to+vcmp+++=to
be ^vbi++vrb++=be
free ^jj+pred+++=free?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Jerry ^np++++=Jerry
