# ^zz++++=#
Westward ^rb++++=WESTWARD
. ^zz++++=EXTRAWORD
A ^at++++=A
party ^nn++++=party
of ^in++++=of
laborers ^nns+nom+++=laborers,
, ^zz++++=EXTRAWORD
chiefly ^rb++++=chiefly
Irishmen ^np+++??+=Irishmen
employed ^vbd+++xvbn+=employed
aboard ^in+pl+++=aboard
or ^cc++++=or
taken ^vpsv++agls+xvbn+=taken
on ^rb+phrv+++=on
during ^in++++=during
the ^ati++++=the
journey ^nn++++=journey,
, ^zz++++=EXTRAWORD
went ^j+++xvbn+=went
ashore ^rb+pl+++=ashore
to ^to++++=to
collect ^vbi++++=collect
wood ^nn++++=wood.
. ^zz++++=EXTRAWORD
Soon ^rb+tm+++=Soon
axes ^nns++++=axes
rang ^vbd+++xvbn+=rang
among ^in++++=among
the ^ati++++=the
trees ^nns++++=trees,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
fire ^nn++++=fire
was ^vbd+bedz+aux++=was
kindled ^vpsv++agls+xvbnx+=kindled
near ^in+pl+++=near
the ^ati++++=the
margin ^nn++++=margin.
. ^zz++++=EXTRAWORD
At ^rb++++=At
first ^rb"++++=first
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
no ^at++++=no
more ^rbr++++=more
than ^in++++=than
a ^at++++=a
useful ^jj+atrb+++=useful
blaze ^nn++++=blaze.
. ^zz++++=EXTRAWORD
A ^ap++++=A
few ^ap"++++=few
sticks ^nns++++=sticks
crackled ^vbd+++xvbn+=crackled;
; ^zz++++=EXTRAWORD
smoke ^nn++++=smoke
drove ^vbd+++xvbn+=drove
low ^jj++++=low
before ^in++++=before
the ^ati++++=the
wind ^nn++++=wind;
; ^zz++++=EXTRAWORD
men ^nns++++=men
passed ^vbd+++xvbn+=passed
between ^in++++=between
the ^ati++++=the
boat ^nn++++=boat
and ^cc++++=and
the ^ati++++=the
trees ^nns++++=trees
carrying ^vwbg+++xvbg+=carrying
branches ^nns++++=branches.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
the ^ati++++=the
fire ^nn++++=fire
grew ^vbd+++xvbn+=grew
rapidly ^rb++++=rapidly.
. ^zz++++=EXTRAWORD
Dead ^jj+atrb+++=Dead
limbs ^nns++++=limbs
were ^vbd+bed+aux++=were
thrown ^vpsv++agls+xvbnx+=thrown
upon ^in++++=upon
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then
split ^xvbn+++xvbn+=split
logs ^nns++++=logs,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then
heaps ^nns++++=heaps
of ^in++++=of
brush ^nn++++=brush,
, ^zz++++=EXTRAWORD
until ^cs+sub+++=until
a ^at++++=a
broad ^jj+atrb+++=broad
red ^jj+atrb+++=red
flame ^nn++++=flame
leaped ^vbd+++xvbn+=leaped
upward ^jjb++++=upward
and ^cc++++=and
bent ^vpsv++agls+xvbn+=bent
beneath ^in+pl+++=beneath
the ^ati++++=the
night ^nn++++=night
air ^nn++++=air.
. ^zz++++=EXTRAWORD
The ^ati++++=The
nearest ^jjt+atrb+++=nearest
trunks ^nns++++=trunks
flashed ^vbd+++xvbn+=flashed
into ^in++++=into
view ^nn++++=view,
, ^zz++++=EXTRAWORD
each ^dt++++=each
leaf ^nn++++=leaf
and ^cc++++=and
strip ^nn++++=strip
of ^in++++=of
bark ^nn++++=bark
distinct ^jj++++=distinct
for ^in++++=for
an ^at++++=an
instant ^nn+nom+++=instant;
; ^zz++++=EXTRAWORD
beyond ^in++++=beyond
them ^pp3o+pp3+++=them
the ^ati++++=the
forest ^npl++++=forest
remained ^vbd+++xvbn+=remained
solid ^jj++++=solid
black ^jj++++=black.
. ^zz++++=EXTRAWORD
The ^ati++++=The
lake ^npl++++=lake
caught ^vbd+++xvbn+=caught
a ^at++++=a
broken ^jj+atrb++xvbn+=broken
path ^nn++++=path
of ^in++++=of
crimson ^nn+++??+=crimson,
, ^zz++++=EXTRAWORD
shattered ^j+++xvbn+=shattered
it ^pp3+it+++=it
with ^in++++=with
small ^jj+atrb+++=small
waves ^nns++++=waves,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
sent ^vbd+++xvbn+=sent
the ^ati++++=the
fragments ^nns+nom+++=fragments
trembling ^vwbg+++xvbg+=trembling
toward ^in++++=toward
us ^pp1o+pp1+++=us.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
stood ^vbd+++xvbnx+=stood
upon ^in++++=upon
the ^ati++++=the
deck ^nn++++=deck,
, ^zz++++=EXTRAWORD
wrapped ^j+++xvbn+=wrapped
against ^in++++=against
the ^ati++++=the
cold ^nn++++=cold,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
watched ^vbd+++xvbn+=watched.
. ^zz++++=EXTRAWORD
The ^ati++++=The
men ^nns++++=men
entered ^vbd+++xvbn+=entered
and ^cc+phrs+++=and
left ^vbd+++xvbn+=left
the ^ati++++=the
light ^nn++++=light
in ^in++++=in
a ^at++++=a
ceaseless ^jj+atrb+++=ceaseless
procession ^nn++++=procession.
. ^zz++++=EXTRAWORD
At ^rb++++=At
one ^cd1++++=one
moment ^nn++++=moment
the ^ati++++=the
shore ^nn++++=shore
seemed ^vbd+seem++xvbn+=seemed
deserted ^vbd+++xvbn+=deserted;
; ^zz++++=EXTRAWORD
then ^rn+tm+++=then
a ^at++++=a
figure ^nn++++=figure
burst ^vbd+++xvbn+=burst
suddenly ^rb++++=suddenly
from ^in++++=from
the ^ati++++=the
darkness ^nns+nom+++=darkness,
, ^zz++++=EXTRAWORD
black ^jj++++=black
against ^in++++=against
the ^ati++++=the
flames ^nns++++=flames,
, ^zz++++=EXTRAWORD
stooping ^vbg+++xvbg+=stooping
under ^in++++=under
a ^at++++=a
load ^nn++++=load
of ^in++++=of
branches ^nns++++=branches.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
hair ^nn++++=hair,
, ^zz++++=EXTRAWORD
blown ^j+++xvbn+=blown
loose ^jj++++=loose,
, ^zz++++=EXTRAWORD
took ^j+++xvbn+=took
a ^at++++=a
fiery ^jj+atrb+++=fiery
edge ^nn++++=edge;
; ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
arms ^nns++++=arms
lengthened ^vbd+++xvbn+=lengthened
in ^in++++=in
monstrous ^jj+atrb+++=monstrous
shadow ^nn++++=shadow;
; ^zz++++=EXTRAWORD
sparks ^np++++=sparks
whirled ^vbd+++xvbn+=whirled
about ^in++++=about
his ^pp$+pp3+++=his
feet ^nns++++=feet.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
flung ^vbd+++xvbnx+=flung
his ^pp$+pp3+++=his
burden ^nn++++=burden
down ^in+strn+++=down,
, ^zz++++=EXTRAWORD
sprang ^j+++xvbn+=sprang
aside ^rp++++=aside
as ^in++++=as
the ^ati++++=the
blaze ^nn++++=blaze
mounted ^vbd+++xvbn+=mounted,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
vanished ^jj+++xvbn+=vanished
again ^rb+tm+++=again
among ^in++++=among
the ^ati++++=the
trees ^nns++++=trees.
. ^zz++++=EXTRAWORD
Another ^dt++++=Another
appeared ^jj+++xvbn+=appeared
dragging ^jj+++xvbg+=dragging
a ^at++++=a
log ^&fo++++=log;
; ^zz++++=EXTRAWORD
two ^cd++++=two
more ^ql++++=more
crossed ^jj+++xvbn+=crossed
behind ^rp+pl+++=behind
him ^pp3o+pp3+++=him;
; ^zz++++=EXTRAWORD
a ^at++++=a
fourth ^od++++=fourth
stood ^vbd+++xvbn+=stood
with ^in++++=with
an ^at++++=an
axe ^nn++++=axe
uplifted ^jj++++=uplifted,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
for ^in++++=for
a ^at++++=a
second ^od++++=second
his ^pp$+pp3+++=his
shadow ^nn++++=shadow
climbed ^vbd+++xvbn+=climbed
the ^ati++++=the
illuminated ^jj+atrb++xvbn+=illuminated
trunks ^nns++++=trunks
until ^cs+sub+++=until
it ^pp3+it+++=it
seemed ^vbd+seem++xvbn+=seemed
some ^dti++++=some
giant ^jjb++++=giant
of ^in++++=of
the ^ati++++=the
wood ^nn++++=wood
had ^vbd+hvd+aux++=had
raised ^vprf+++xvbnx+=raised
a ^at++++=a
weapon ^nn++++=weapon
against ^in++++=against
the ^ati++++=the
stars ^nns++++=stars.
. ^zz++++=EXTRAWORD
Their ^pp$+pp3+++=Their
ordinary ^jj+atrb+++=ordinary
garments ^nns+nom+++=garments
were ^vbd+bed+aux++=were
transformed ^vpsv++by+xvbnx+=transformed
by ^in++++=by
the ^ati++++=the
uncertain ^jj+atrb+++=uncertain
glare ^nn++++=glare.
. ^zz++++=EXTRAWORD
Coats ^nns++++=Coats
became ^vbd+++xvbn+=became
shaggy ^jj+atrb+++=shaggy
hides ^nns++++=hides;
; ^zz++++=EXTRAWORD
caps ^nns++++=caps
sharpened ^vbd+++xvbn+=sharpened
into ^in++++=into
horns ^nns++++=horns;
; ^zz++++=EXTRAWORD
red ^jj+atrb+++=red
shirts ^nns++++=shirts
glowed ^vbd+++xvbn+=glowed
like ^in++++=like
wounds ^nns++++=wounds;
; ^zz++++=EXTRAWORD
faces ^nns++++=faces,
, ^zz++++=EXTRAWORD
visible ^jj++++=visible
only ^rb+down+++=only
in ^in++++=in
portions ^nns+nom+++=portions,
, ^zz++++=EXTRAWORD
showed ^j+++xvbn+=showed
an ^at++++=an
eye ^nn++++=eye,
, ^zz++++=EXTRAWORD
a ^at++++=a
cheek ^nn++++=cheek,
, ^zz++++=EXTRAWORD
a ^at++++=a
row ^nn++++=row
of ^in++++=of
teeth ^nns++++=teeth,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
were ^vbd+bed+aux++=were
instantly ^rb+tm+splt++=instantly
abolished ^vpsv++by+xvbnx+=abolished
by ^in++++=by
darkness ^nns+nom+++=darkness.
. ^zz++++=EXTRAWORD
The ^ati++++=The
labor ^nn++++=labor
itself ^ppl++++=itself
acquired ^vbd+++xvbn+=acquired
the ^ati++++=the
gestures ^nns++++=gestures
of ^in++++=of
incantation ^nn+nom+++=incantation.
. ^zz++++=EXTRAWORD
Men ^nns++++=Men
bent ^vbd+++xvbn+=bent,
, ^zz++++=EXTRAWORD
rushed ^j+++xvbn+=rushed,
, ^zz++++=EXTRAWORD
lifted ^jj+atrb++xvbn+=lifted,
, ^zz++++=EXTRAWORD
cast ^jj+atrb++xvbn+=cast
fuel ^nn++++=fuel
upon ^in++++=upon
the ^ati++++=the
heap ^nn++++=heap,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
retreated ^vpsv++agls+xvbn+=retreated
before ^in++++=before
the ^ati++++=the
answering ^jj+atrb++xvbg+=answering
flame ^nn++++=flame.
. ^zz++++=EXTRAWORD
The ^ati++++=The
fire ^nn++++=fire
roared ^vbd+++xvbn+=roared
approval ^nn+nom+++=approval.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
knew ^vbd+vprv++xvbnx+=knew
them ^pp3o+pp3+++=them
for ^in++++=for
tired ^jj+atrb++xvbn+=tired
laborers ^nns+nom+++=laborers
gathering ^vwbg+++xvbg+=gathering
wood ^npl++++=wood
because ^cs+cos+++=because
machinery ^nn+nom+++=machinery
had ^vbd+hvd+aux++=had
failed ^vprf+++xvbnx+=failed
and ^cc++++=and
passengers ^nns+nom+++=passengers
wished ^vbd+vprv++xvbn+=wished
to ^to+vcmp+++=to
proceed ^vbi++++=proceed.
. ^zz++++=EXTRAWORD
Reason ^nn++++=Reason
supplied ^vbd+++xvbn+=supplied
the ^ati++++=the
axes ^nns++++=axes,
, ^zz++++=EXTRAWORD
the ^ati++++=the
wages ^nns++++=wages,
, ^zz++++=EXTRAWORD
the ^ati++++=the
engineer ^nn+nom+++=engineer,
, ^zz++++=EXTRAWORD
the ^ati++++=the
damaged ^jj+atrb++xvbn+=damaged
part ^nn++++=part,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
our ^pp$+pp1+++=our
position ^nn+nom+++=position
upon ^in++++=upon
Lake ^nn++++=Lake
Erie ^np+++??+=Erie.
. ^zz++++=EXTRAWORD
Fancy ^vb+vprv+++=Fancy
rejected ^vbd+++xvbn+=rejected
these ^dt+dem+++=these
poor ^jj+atrb+++=poor
materials ^nns+nom+++=materials.
. ^zz++++=EXTRAWORD
Under ^in++++=Under
her ^pp$+pp3+++=her
management ^nn+nom+++=management
the ^ati++++=the
shore ^nn++++=shore
became ^vbd+++xvbn+=became
the ^ati++++=the
boundary ^nn+nom+++=boundary
of ^in++++=of
another ^dt++++=another
world ^nn++++=world,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
men ^nns++++=men
no ^at++++=no
longer ^rbr++++=longer
served ^vbd+++xvbn+=served
a ^at++++=a
steamboat ^nn+++??+=steamboat,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
tended ^vbd+++xvbn+=tended
some ^dti++++=some
enormous ^jj+atrb+++=enormous
subterranean ^jj+atrb+++=subterranean
furnace ^nn++++=furnace
whose ^whp+rel+obj++=whose
chimney ^nn++++=chimney
was ^vbd+bedz+vrb++=was
the ^ati++++=the
night ^nn++++=night.
. ^zz++++=EXTRAWORD
What ^wdt+who+++=What
if ^cs+cnd+++=if
the ^ati++++=the
old ^jj+atrb+++=old
tales ^nns++++=tales
were ^vbd+bed+vrb++=were
not ^xnot++not++=not
false ^jj++++=false,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
merely ^rb+down+++=merely
ill ^jj++++=ill-lighted?
- ^zz++++=EXTRAWORD
lighted ^vbd+++xvbn+=EXTRAWORD
? ^zz++++=EXTRAWORD
Perhaps ^rb++++=Perhaps
the ^ati++++=the
supernatural ^nn++++=supernatural
requires ^vbz++++=requires
nothing ^pn++++=nothing
more ^rbr++++=more
than ^in++++=than
darkness ^nns+nom+++=darkness,
, ^zz++++=EXTRAWORD
distance ^nn+nom+++=distance,
, ^zz++++=EXTRAWORD
fatigue ^nn++++=fatigue,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
fire ^nn++++=fire
seen ^vbd+vprv++xvbn+=seen
from ^in++++=from
water ^nn++++=water.
. ^zz++++=EXTRAWORD
By ^in++++=By
day ^nn++++=day
we ^pp1a+pp1+++=we
classify ^vb++++=classify
a ^at++++=a
man ^nn++++=man
according ^in+cmpx+++=according
to ^in"++++=to
his ^pp$+pp3+++=his
occupation ^nn+nom+++=occupation
and ^cc++++=and
the ^ati++++=the
cut ^nn+++xvbn+=cut
of ^in++++=of
his ^pp$+pp3+++=his
coat ^nn++++=coat;
; ^zz++++=EXTRAWORD
at ^in++++=at
midnight ^nn++++=midnight,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
flame ^nn++++=flame
tears ^nns++++=tears
him ^pp3o+pp3+++=him
for ^in++++=for
an ^at++++=an
instant ^nn+nom+++=instant
from ^in++++=from
the ^ati++++=the
immense ^jj++++=immense
void ^jj++++=void
and ^cc++++=and
darkness ^nns+nom+++=darkness
swallows ^nns+++??+=swallows
him ^pp3o+pp3+++=him
again ^rb+cnj+++=again,
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
remember ^nn+nom+++=remember
that ^tht+vcmp+++=that
all ^abn++++=all
flesh ^nn++++=flesh
is ^vbz+bez+vrb++=is
mysterious ^jj+pred+++=mysterious.
. ^zz++++=EXTRAWORD
The ^ati++++=The
blaze ^nn++++=blaze
now ^rn+tm+++=now
towered ^vbd+++xvbn+=towered
above ^jjb++++=above
the ^ati++++=the
bank ^nn++++=bank.
. ^zz++++=EXTRAWORD
Smoke ^vb++++=Smoke
rolled ^vbd+++xvbn+=rolled
through ^in++++=through
it ^pp3+it+++=it
in ^in++++=in
dense ^jj+atrb+++=dense
folds ^nns++++=folds,
, ^zz++++=EXTRAWORD
reddening ^jj+++xvbg+=reddening
from ^in++++=from
within ^in+strn+++=within;
; ^zz++++=EXTRAWORD
sparks ^np++++=sparks
ascended ^vwbn+++xvbn+=ascended
by ^in++++=by
thousands ^cds++++=thousands,
, ^zz++++=EXTRAWORD
like ^in++++=like
a ^at++++=a
reversed ^jj+atrb++xvbn+=reversed
shower ^nn++++=shower
of ^in++++=of
stars ^nns++++=stars;
; ^zz++++=EXTRAWORD
the ^ati++++=the
trees ^nns++++=trees
leaned ^vbd+++xvbn+=leaned
and ^cc+phrs+++=and
sprang ^vbd+++xvbn+=sprang
back ^jjb++++=back
as ^in++++=as
the ^ati++++=the
illumination ^nn+nom+++=illumination
shifted ^vbd+++xvbn+=shifted;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
lake ^nn++++=lake,
, ^zz++++=EXTRAWORD
black ^jj++++=black
everywhere ^rb++++=everywhere
else ^rb+cnj+++=else,
, ^zz++++=EXTRAWORD
writhed ^j+++xvbn+=writhed
beneath ^in+pl+++=beneath
the ^ati++++=the
reflection ^nn+nom+++=reflection.
. ^zz++++=EXTRAWORD
Had ^vb+hv+vrb++=Had
the ^ati++++=the
final ^jj+atrb+++=final
conflagration ^nn+nom+++=conflagration
begun ^vbd+++xvbn+=begun
upon ^in++++=upon
that ^dt+dem+++=that
lonely ^jj+atrb+++=lonely
shore ^nn++++=shore,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
could ^md+pos+++=could
scarcely ^rb+down+++=scarcely
have ^vb+hv+aux++=have
announced ^vprf+++xvbnx+=announced
itself ^ppl++++=itself
with ^in++++=with
more ^rbr++++=more
theatrical ^jj+atrb+++=theatrical
propriety ^nn++++=propriety.
. ^zz++++=EXTRAWORD
One ^cd1++++=One
figure ^nn++++=figure,
, ^zz++++=EXTRAWORD
standing ^vbg+++xvbg+=standing
near ^in+pl+++=near
the ^ati++++=the
center ^jjr++++=center,
, ^zz++++=EXTRAWORD
directed ^xvbn+++xvbn+=directed
the ^ati++++=the
work ^nn++++=work
by ^in++++=by
gestures ^nns++++=gestures.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+vrb++=was
broad ^jj+pred+++=broad-shouldered
- ^zz++++=EXTRAWORD
shouldered ^vbd+++xvbn+=EXTRAWORD
and ^cc+phrs+++=and
bareheaded ^vbd+++xvbn+=bareheaded;
; ^zz++++=EXTRAWORD
the ^ati++++=the
wind ^nn++++=wind
tossed ^vbd+++xvbn+=tossed
his ^pp$+pp3+++=his
hair ^nn++++=hair;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
long ^rb++++=long
pole ^nn++++=pole
in ^in++++=in
his ^pp$+pp3+++=his
hands ^nns++++=hands
became ^vbd+++xvbn+=became,
, ^zz++++=EXTRAWORD
by ^in++++=by
the ^ati++++=the
simple ^jj+atrb+++=simple
operation ^nn+nom+++=operation
of ^in++++=of
firelight ^nn++++=firelight,
, ^zz++++=EXTRAWORD
a ^at++++=a
trident ^nn++++=trident.
. ^zz++++=EXTRAWORD
Around ^rp++++=Around
him ^pp3o+pp3+++=him
the ^ati++++=the
others ^aps++++=others
came ^vbd+++xvbn+=came
laden ^xvbn+++xvbn+=laden
from ^in++++=from
the ^ati++++=the
invisible ^jj+atrb+++=invisible
forest ^nn++++=forest,
, ^zz++++=EXTRAWORD
delivered ^xvbn+++xvbn+=delivered
their ^pp$+pp3+++=their
offerings ^nns++++=offerings,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
disappeared ^vbd+seem++xvbn+=disappeared.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
could ^md+pos+++=could
almost ^rb+hdg+splt++=almost
believe ^vb+vprv+tht0++=believe
them ^pp3o+pp3+++=them
condemned ^vbd+++xvbn+=condemned
spirits ^nns++++=spirits
compelled ^vwbn+++xvbn+=compelled
to ^to+vcmp+++=to
feed ^vbi++++=feed
the ^ati++++=the
element ^nn+nom+++=element
that ^tht+rel+subj++=that
punished ^vbd+++xvbn+=punished
them ^pp3o+pp3+++=them;
; ^zz++++=EXTRAWORD
yet ^rb++++=yet
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
in ^in++++=in
their ^pp$+pp3+++=their
vigor ^nn++++=vigor
something ^pn++++=something
more ^rbr++++=more
triumphant ^jj++++=triumphant
than ^in++++=than
miserable ^jj++++=miserable,
, ^zz++++=EXTRAWORD
as ^cs+sub+++=as
though ^cs+sub+++=though
the ^ati++++=the
flames ^nns++++=flames
were ^vbd+bed+vrb++=were
their ^pp$+pp3+++=their
own ^ap++++=own
and ^cc++++=and
they ^pp3a+pp3+++=they
rejoiced ^vbd+++xvbnx+=rejoiced
in ^in++++=in
the ^ati++++=the
approaching ^jj+atrb++xvbg+=approaching
ruin ^nn++++=ruin
of ^in++++=of
the ^ati++++=the
world ^nn++++=world.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
the ^ati++++=the
wind ^nn++++=wind
shifted ^vbd+++xvbn+=shifted.
. ^zz++++=EXTRAWORD
Smoke ^vb++++=Smoke
swept ^vbd+++xvbn+=swept
over ^in++++=over
the ^ati++++=the
entire ^jjb+atrb+++=entire
scene ^nn++++=scene,
, ^zz++++=EXTRAWORD
hiding ^vbg+++xvbg+=hiding
men ^nns++++=men,
, ^zz++++=EXTRAWORD
trees ^nns++++=trees,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
fire ^nn++++=fire
beneath ^in+pl+++=beneath
a ^at++++=a
red ^jj++++=red-brown
- ^zz++++=EXTRAWORD
brown ^jj+atrb+++=EXTRAWORD
cloud ^nn++++=cloud.
. ^zz++++=EXTRAWORD
For ^in++++=For
several ^ap++++=several
seconds ^nns++++=seconds
nothing ^pn++++=nothing
remained ^vbd+++xvbn+=remained
but ^cc++++=but
a ^at++++=a
dull ^jj+atrb+++=dull
glow ^nn++++=glow;
; ^zz++++=EXTRAWORD
afterward ^rb++++=afterward
the ^ati++++=the
vapor ^nn++++=vapor
tore ^vbd+++xvbn+=tore
open ^jj++++=open,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
figures ^nns++++=figures
reappeared ^vbd+seem++xvbn+=reappeared
in ^in++++=in
new ^jj+atrb+++=new
positions ^nns+nom+++=positions,
, ^zz++++=EXTRAWORD
without ^in++++=without
visible ^jj+atrb+++=visible
passage ^nn+nom+++=passage
from ^in++++=from
the ^ati++++=the
old ^nn++++=old.
. ^zz++++=EXTRAWORD
One ^cd1++++=One
stood ^vbd+++xvbn+=stood
upon ^in++++=upon
a ^at++++=a
log ^&fo++++=log;
; ^zz++++=EXTRAWORD
another ^dt++++=another
crouched ^jj+atrb++xvbn+=crouched
close ^in+cmpx+++=close
to ^in"++++=to
the ^ati++++=the
earth ^nn++++=earth;
; ^zz++++=EXTRAWORD
three ^cd++++=three
emerged ^vbd+++xvbn+=emerged
together ^nn+nom+++=together
bearing ^vbg+++xvbg+=bearing
a ^at++++=a
heavy ^jj+atrb+++=heavy
branch ^nn++++=branch,
, ^zz++++=EXTRAWORD
their ^pp$+pp3+++=their
bodies ^nns++++=bodies
moving ^vwbg+++xvbg+=moving
with ^in++++=with
a ^at++++=a
single ^jj+atrb+++=single
rhythm ^nn++++=rhythm.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
seemed ^vbd+seem++xvbnx+=seemed
not ^xnot++not++=not
men ^nns++++=men
but ^cc++++=but
thoughts ^nns++++=thoughts
of ^in++++=of
fire ^nn++++=fire
formed ^vbd+++xvbn+=formed,
, ^zz++++=EXTRAWORD
distorted ^j+++xvbn+=distorted,
, ^zz++++=EXTRAWORD
extinguished ^j+++xvbn+=extinguished,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
formed ^vbd+++xvbn+=formed
again ^rb+tm+++=again.
. ^zz++++=EXTRAWORD
The ^ati++++=The
passengers ^nns+nom+++=passengers
had ^vbd+hvd+aux++=had
gathered ^vprf+++xvbnx+=gathered
quietly ^rb++++=quietly
along ^in++++=along
the ^ati++++=the
rail ^nn++++=rail.
. ^zz++++=EXTRAWORD
Even ^rb++++=Even
those ^dt+pdem+++=those
who ^whp+rel+subj++=who
had ^vbd+hvd+aux++=had
spent ^vprf+++xvbnx+=spent
the ^ati++++=the
day ^nn++++=day
disputing ^vwbg+++xvbg+=disputing
over ^in++++=over
berths ^nns++++=berths
and ^cc++++=and
baggage ^nn+nom+++=baggage
were ^vbd+bed+vrb++=were
subdued ^jj+pred+++=subdued.
. ^zz++++=EXTRAWORD
A ^at++++=A
child ^nn++++=child,
, ^zz++++=EXTRAWORD
awakened ^j+++xvbn+=awakened
and ^cc+phrs+++=and
brought ^j+++xvbn+=brought
on ^in++++=on
deck ^nn++++=deck,
, ^zz++++=EXTRAWORD
stared ^j+++xvbn+=stared
without ^in++++=without
speaking ^xvbg+++xvbg+=speaking.
. ^zz++++=EXTRAWORD
An ^at++++=An
elderly ^jj+atrb+++=elderly
gentleman ^nn+nom+++=gentleman
who ^whp+rel+subj++=who
had ^vb+hv+aux++=had
previously ^rb+tm+splt++=previously
explained ^vprf+++xvbnx+=explained
every ^at++++=every
feature ^nn++++=feature
of ^in++++=of
the ^ati++++=the
engine ^nn++++=engine
now ^rn+tm+++=now
offered ^vbd+++xvbn+=offered
no ^at++++=no
explanation ^nn+nom+++=explanation
of ^in++++=of
the ^ati++++=the
spectacle ^nn++++=spectacle.
. ^zz++++=EXTRAWORD
The ^ati++++=The
practical ^jj+atrb+++=practical
cause ^nn++++=cause
was ^vbd+bedz+vrb++=was
too ^ql++++=too
plain ^nn++++=plain
to ^to++++=to
need ^vbi++++=need
one ^pn++++=one;
; ^zz++++=EXTRAWORD
the ^ati++++=the
imaginative ^jj+atrb+++=imaginative
effect ^nn++++=effect
was ^vbd+bedz+aux++=was
too ^ql++++=too
complete ^vb++++=complete
to ^to++++=to
permit ^vbi++++=permit
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
Meanwhile ^rb+cnj+++=Meanwhile,
, ^zz++++=EXTRAWORD
aboard ^in+pl+++=aboard
the ^ati++++=the
vessel ^nn++++=vessel,
, ^zz++++=EXTRAWORD
mechanics ^nn++++=mechanics
worked ^vwbn+++xvbn+=worked
by ^in++++=by
lantern ^nn++++=lantern-light.
- ^zz++++=EXTRAWORD
light ^jj++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Now ^rn+dspt+++=Now
and ^cc+phrs+++=and
then ^rn+tm+++=then
a ^at++++=a
hammer ^nn++++=hammer
struck ^vbd+++xvbn+=struck
metal ^nn++++=metal,
, ^zz++++=EXTRAWORD
producing ^vbg+++xvbg+=producing
a ^at++++=a
sharp ^jj+atrb+++=sharp
note ^nn++++=note
unlike ^in++++=unlike
the ^ati++++=the
muffled ^jj+atrb+++=muffled
axes ^nns++++=axes
ashore ^rb+pl+++=ashore.
. ^zz++++=EXTRAWORD
Steam ^nn++++=Steam
whispered ^vbd+++xvbn+=whispered
from ^in++++=from
a ^at++++=a
valve ^nn++++=valve.
. ^zz++++=EXTRAWORD
Men ^nns++++=Men
carried ^vbd+++xvbn+=carried
tools ^nns++++=tools
below ^in+strn+++=below.
. ^zz++++=EXTRAWORD
The ^ati++++=The
captain ^npt++++=captain
passed ^vbd+++xvbn+=passed
with ^in++++=with
the ^ati++++=the
compressed ^nn++++=compressed
look ^vb++++=look
of ^in++++=of
one ^pn++++=one
upon ^in++++=upon
whom ^whp+rel+pied++=whom
a ^at++++=a
hundred ^cd++++=hundred
private ^jj+atrb+++=private
anxieties ^nns++++=anxieties
have ^vb+hv+aux++=have
suddenly ^rb++splt++=suddenly
claimed ^vprf+++xvbnx+=claimed
public ^jj+atrb+++=public
authority ^nn+nom+++=authority.
. ^zz++++=EXTRAWORD
Thus ^rb+cnj+++=Thus
two ^cd++++=two
dramas ^nns++++=dramas
