Bullies ^nns++++=BULLIES,
skipper ^nn++++=skipper.
. ^zz++++=EXTRAWORD
" ^zz++++="Yes,
yes ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
sir ^npt++++=sir,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
ses ^nns+++??+=ses
Bill ^nn++++=Bill.
. ^zz++++=EXTRAWORD
" ^zz++++="Cruel,
cruel ^jj++++=EXTRAWORD
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
call ^vb++++=call
it ^pp3+it+++=it."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Why
why ^wrb+who+++=EXTRAWORD
should ^md+nec+++=should
they ^pp3a+pp3+++=they
black ^jj++++=black
your ^pp$+pp2+++=your
faces ^vbz++++=faces?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Bill ^nn++++=Bill
hesitated ^vbd+++xvbn+=hesitated.
. ^zz++++=EXTRAWORD
" ^zz++++="To
to ^in++++=EXTRAWORD
insult ^nn++++=insult
the ^ati++++=the
British ^jj+atrb+++=British
flag ^nn++++=flag,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
ses ^nns+++??+=ses
Joe ^np++++=Joe
Smith ^np++++=Smith
from ^in++++=from
behind ^rp+pl+++=behind
us ^pp1o+pp1+++=us.
. ^zz++++=EXTRAWORD
The ^ati++++=The
skipper ^nn++++=skipper
nodded ^vbd+++xvbn+=nodded
at ^rb++++=at
once ^rb"+tm+++=once.
. ^zz++++=EXTRAWORD
" ^zz++++="That's
that ^dt+pdem+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
it ^pp3+it+++=it,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
ses ^nns+++??+=ses.
. ^zz++++=EXTRAWORD
" ^zz++++="A
a ^at++++=EXTRAWORD
deliberate ^jj+atrb+++=deliberate
insult ^nn++++=insult.
. ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Grummett ^np++++=Grummett,
, ^zz++++=EXTRAWORD
these ^dt+pdem+++=these
must ^md+nec+++=must
be ^vb+be+vrb++=be
the ^ati++++=the
same ^ap++++=same
ruffians ^nns++++=ruffians
who ^whp+rel+subj++=who
attacked ^xvbn+++xvbn+=attacked
you ^pp2+pp2+++=you."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
mate ^nn++++=mate's
's ^$++++=EXTRAWORD
face ^nn++++=face
went ^vbd+++xvbn+=went
dark ^jj++++=dark
red ^jj++++=red.
. ^zz++++=EXTRAWORD
" ^zz++++="Seems
seems ^vbz+seem+++=EXTRAWORD
like ^in++++=like
it ^pp3+it+++=it,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
ses ^nns+++??+=ses
between ^in++++=between
his ^pp$+pp3+++=his
teeth ^nns++++=teeth.
. ^zz++++=EXTRAWORD
" ^zz++++="Five
five ^cd++++=EXTRAWORD
German ^jj+atrb+++=German
sailors ^nns++++=sailors,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
ses ^nns+++??+=ses
the ^ati++++=the
skipper ^nn++++=skipper.
. ^zz++++=EXTRAWORD
" ^zz++++="There
there ^ex+pex+++=EXTRAWORD
cannot ^md+pos+not++=cannot
be ^vb+be+vrb++=be
two ^cd++++=two
gangs ^nns++++=gangs
of ^in++++=of
five ^cd++++=five
German ^jj+atrb+++=German
sailors ^nns++++=sailors
fighting ^vwbg+++xvbg+=fighting
British ^jj+atrb+++=British
seamen ^nns++++=seamen
on ^in++++=on
the ^ati++++=the
same ^ap++++=same
night ^nn++++=night."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="No,
no ^at++++=EXTRAWORD
, ^zz++++=EXTRAWORD
sir ^npt++++=sir,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
ses ^nns+++??+=ses
Joe ^np++++=Joe.
. ^zz++++=EXTRAWORD
" ^zz++++="Not
not ^xnot++not++=EXTRAWORD
likely ^jj++++=likely."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc++++=EXTRAWORD
the ^ati++++=the
description ^nn+nom+++=description
agrees ^vbz++++=agrees,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
ses ^nns+++??+=ses
the ^ati++++=the
skipper ^nn++++=skipper.
. ^zz++++=EXTRAWORD
" ^zz++++="Large
large ^jj+atrb+++=EXTRAWORD
men ^nns++++=men,
, ^zz++++=EXTRAWORD
one ^pn++++=one
with ^in++++=with
a ^at++++=a
bottle ^nn++++=bottle."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Exactly,
exactly ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
sir ^npt++++=sir,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
ses ^nns+++??+=ses
Bill ^nn++++=Bill.
. ^zz++++=EXTRAWORD
The ^ati++++=The
mate ^nn++++=mate
looked ^vbd+++xvbn+=looked
as ^cs+sub+++=as
though ^cs+sub+++=though
he ^pp3a+pp3+++=he
wanted ^vbd+++xvbnx+=wanted
to ^to+vcmp+++=to
speak ^vbi++++=speak,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
every ^at++++=every
time ^nn++++=time
he ^pp3a+pp3+++=he
opened ^vbd+++xvbnx+=opened
his ^pp$+pp3+++=his
mouth ^nn++++=mouth
Bill ^np++++=Bill's
's ^$++++=EXTRAWORD
one ^cd1++++=one
visible ^jj+atrb+++=visible
eye ^nn++++=eye
fixed ^vbd+++xvbn+=fixed
itself ^ppl++++=itself
on ^in++++=on
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
At ^rb++++=At
last ^rb"++++=last
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said
that ^tht+vcmp+++=that
he ^pp3a+pp3+++=he
supposed ^vbd+vprv+tht0+xvbnx+=supposed
it ^pp3+it+++=it
might ^md+pos+++=might
be ^vb+be+vrb++=be
the ^ati++++=the
same ^ap++++=same
men ^nns++++=men.
. ^zz++++=EXTRAWORD
" ^zz++++="Might
might ^md+pos+++=EXTRAWORD
be ^vb+be+vrb++=be?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
ses ^nns+++??+=ses
the ^ati++++=the
skipper ^nn++++=skipper.
. ^zz++++=EXTRAWORD
" ^zz++++="Of
of ^in+emph+++=EXTRAWORD
course ^nn+emph"+++=course
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is.
. ^zz++++=EXTRAWORD
This ^dt+pdem+++=This
is ^vbz+bez+vrb++=is
a ^at++++=a
serious ^jj+atrb+++=serious
matter ^nn++++=matter.
. ^zz++++=EXTRAWORD
Three ^cd++++=Three
of ^in++++=of
my ^pp$+pp1+++=my
men ^nns++++=men
attacked ^vbd+++xvbn+=attacked
in ^in++++=in
one ^cd1++++=one
evening ^nn++++=evening!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Three
three ^cd++++=EXTRAWORD
wictims ^nns+++??+=wictims,
, ^zz++++=EXTRAWORD
sir ^npt++++=sir,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
ses ^nns+++??+=ses
Joe ^np++++=Joe,
, ^zz++++=EXTRAWORD
sorrowful ^jj++++=sorrowful.
. ^zz++++=EXTRAWORD
The ^ati++++=The
skipper ^npt++++=skipper
told ^vbd+vpub++xvbn+=told
the ^ati++++=the
steward ^nn++++=steward
to ^to++++=to
fetch ^vbi++++=fetch
brandy ^nn++++=brandy,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
made ^vbd+++xvbnx+=made
Bill ^np++++=Bill
and ^cc++++=and
Bob ^np++++=Bob
drink ^nn++++=drink
some ^dti++++=some.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
he ^pp3a+pp3+++=he
ordered ^vbd+vsua++xvbnx+=ordered
hammocks ^nns+++??+=hammocks
for ^in++++=for
them ^pp3o+pp3+++0='em
in ^in++++=in
a ^at++++=a
cool ^jj+atrb+++=cool
part ^nn++++=part
of ^in++++=of
the ^ati++++=the
deck ^nn++++=deck
and ^cc++++=and
said ^vbd+vpub+tht0+xvbn+=said
they ^pp3a+pp3+++=they
was ^vbd+bedz+vrb++=wasn't
n't ^xnot++not++0=EXTRAWORD
to ^to++++=to
do ^vbi++++=do
no ^at++++=no
work ^nn++++=work
until ^cs+sub+++=until
they ^pp3a+pp3+++=they'd
'd ^vbd+hvd+aux++0=EXTRAWORD
recovered ^vprf+++xvbnx+=recovered.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
even ^rb++++=even
sent ^vwbn+++xvbn+=sent
ashore ^rb+pl+++=ashore
for ^in++++=for
a ^at++++=a
doctor ^nn++++=doctor
next ^ap++++=next
morning ^nn++++=morning.
. ^zz++++=EXTRAWORD
The ^ati++++=The
doctor ^nn++++=doctor
looked ^vbd+++xvbn+=looked
at ^rb++++=at
their ^pp$+pp3+++=their
faces ^nns++++=faces,
, ^zz++++=EXTRAWORD
asked ^j+++xvbn+=asked
a ^ap++++=a
few ^ap"++++=few
questions ^nns+nom+++=questions,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
said ^vbd+vpub+tht0+xvbn+=said
he ^pp3a+pp3+++=he
had ^vb+hv+aux++=had
never ^rb++splt++=never
seen ^vprf+++xvbnx+=seen
such ^abl++++=such
a ^at++++=a
case ^nn++++=case.
. ^zz++++=EXTRAWORD
The ^ati++++=The
carpenter ^nn+nom+++=carpenter
said ^vbd+vpub++xvbn+=said
modestly ^jj++++=modestly
that ^dt+dem+++=that
he ^pp3a+pp3+++=he
had ^vb+hv+vrb++=hadn't
n't ^xnot++not++0=EXTRAWORD
neither ^rb++neg++=neither.
. ^zz++++=EXTRAWORD
For ^in++++=For
four ^cd++++=four
days ^nns++++=days
Bill ^nn++++=Bill
and ^cc++++=and
Bob ^np++++=Bob
lay ^vbd+++xvbn+=lay
under ^in++++=under
the ^ati++++=the
awning ^nn++++=awning
drinking ^vwbg+++xvbg+=drinking
beef ^nn++++=beef
tea ^nn++++=tea
and ^cc++++=and
being ^xvbg+++xvbg+=being
treated ^vbd+++xvbn+=treated
like ^in++++=like
invalids ^nns++++=invalids.
. ^zz++++=EXTRAWORD
The ^ati++++=The
skipper ^nn++++=skipper
visited ^vbd+++xvbn+=visited
them ^pp3o+pp3+++0='em
twice ^rb++++=twice
a ^at++++=a
day ^nn++++=day,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
every ^at++++=every
time ^nn++++=time
he ^pp3a+pp3+++=he
did ^vbd+dod+vrb++=did,
, ^zz++++=EXTRAWORD
the ^ati++++=the
mate ^nn++++=mate
had ^md"++pmd"++=had
to ^md+nec+++=to
stand ^vb++++=stand
by ^in++++=by
and ^cc++++=and
listen ^vb++++=listen
to ^in++++=to
their ^pp$+pp3+++=their
account ^nn++++=account
of ^in++++=of
the ^ati++++=the
five ^cd++++=five
Germans ^nns+nom+++=Germans.
. ^zz++++=EXTRAWORD
Bill ^nn++++=Bill
improved ^vbd+++xvbn+=improved
it ^pp3+it+++=it
with ^in++++=with
telling ^nn++++=telling.
. ^zz++++=EXTRAWORD
By ^in++++=By
the ^ati++++=the
third ^od++++=third
day ^nn++++=day
the ^ati++++=the
Germans ^nns+nom+++=Germans
had ^vb+hv+vrb++=had
clubs ^nns++++=clubs;
; ^zz++++=EXTRAWORD
by ^in++++=by
the ^ati++++=the
fourth ^od++++=fourth
they ^pp3a+pp3+++=they
had ^vb+hv+vrb++=had
knives ^nns++++=knives;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Bob ^np++++=Bob
said ^vbd+vpub+tht0+xvbn+=said
one ^pn++++=one
of ^in++++=of
them ^pp3o+pp3+++0='em
'd ^vbd+hvd+aux++=had
tried ^vprf+++xvbnx+=tried
to ^to+vcmp+++=to
scalp ^vbi++++=scalp
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
The ^ati++++=The
skipper ^npt++++=skipper
promised ^vbd+vpub++xvbn+=promised
to ^to+vcmp+++=to
report ^vb++++=report
the ^ati++++=the
matter ^nn++++=matter
to ^in++++=to
the ^ati++++=the
authorities ^nns+nom+++=authorities.
. ^zz++++=EXTRAWORD
The ^ati++++=The
blacking ^jj+++xvbg+=blacking
faded ^jj+++xvbn+=faded
gradual ^jj++++=gradual.
. ^zz++++=EXTRAWORD
Bill ^nn++++=Bill
came ^vbd+++xvbn+=came
out ^rp+pl+++=out
patchy ^nn+++??+=patchy,
, ^zz++++=EXTRAWORD
with ^in++++=with
one ^cd1++++=one
pink ^jj+atrb+++=pink
ear ^nn++++=ear
and ^cc++++=and
a ^at++++=a
red ^jj+atrb+++=red
streak ^nn++++=streak
showing ^vwbg+vprv++xvbg+=showing
through ^in++++=through
his ^pp$+pp3+++=his
hair ^nn++++=hair,
, ^zz++++=EXTRAWORD
while ^cs+sub+++=while
Bob ^np++++=Bob
peeled ^vbd+++xvbn+=peeled
round ^rb++++=round
the ^ati++++=the
nose ^nn++++=nose.
. ^zz++++=EXTRAWORD
The ^ati++++=The
skipper ^npt++++=skipper
said ^vbd+vpub+tht0+xvbn+=said
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
a ^at++++=a
blessing ^nn++++=blessing
their ^pp$+pp3+++=their
natural ^jj+atrb+++=natural
colour ^nn++++=colour
was ^vbd+bedz+aux++=was
returning ^vbg+++xvbgx+=returning,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Grummett ^np++++=Grummett
had ^md"++pmd"++=had
to ^md+nec+++=to
agree ^vb+vpub+++=agree.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
never ^rb++++=never
said ^vbd+vpub++xvbn+=said
a ^at++++=a
word ^nn++++=word
about ^in++++=about
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
could ^md+pos+++=couldn't.
n't ^xnot++not++0=EXTRAWORD
. ^zz++++=EXTRAWORD
That ^dt+pdem+++=That
was ^vbd+bedz+vrb++=was
the ^ati++++=the
beauty ^nn++++=beauty
of ^in++++=of
Joe ^np++++=Joe's
's ^$++++=EXTRAWORD
idea ^nn++++=idea.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
the ^ati++++=the
mate ^nn++++=mate
accused ^vbd+++xvbn+=accused
them ^pp3o+pp3+++=them,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
accused ^vbd+++xvbnx+=accused
himself ^ppl+pp3+++=himself;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
if ^cs+cnd+++=if
he ^pp3a+pp3+++=he
told ^vbd+vpub++xvbnx+=told
the ^ati++++=the
truth ^nn++++=truth,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
had ^vb+hv+vrb++=had
to ^in++++=to
change ^nn++++=change
five ^cd++++=five
great ^jj+atrb+++=great
Germans ^nns+nom+++=Germans
into ^in++++=into
two ^cd++++=two
ordinary ^jj+atrb+++=ordinary
sailors ^nns++++=sailors
dressed ^vbd+++xvbn+=dressed
in ^in++++=in
cotton ^nn++++=cotton
shirts ^nns++++=shirts.
. ^zz++++=EXTRAWORD
Pride ^nn++++=Pride
held ^vbd+vprv++xvbn+=held
' ^zz++++='im
im ^&fw++++=EXTRAWORD
tighter ^jjr++++=tighter
than ^in++++=than
irons ^nns++++=irons.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
he ^pp3a+pp3+++=he
had ^vb+hv+vrb++=had
to ^in++++=to
ease ^nn++++=ease
his ^pp$+pp3+++=his
feelings ^nns+nom+++=feelings
somehow ^rb++++=somehow.
. ^zz++++=EXTRAWORD
So ^rb++++=So
for ^in++++=for
the ^ati++++=the
rest ^nn++++=rest
of ^in++++=of
that ^dt+dem+++=that
v ^zz++++=v'y'ge
'y'ge ^nn+++??+=EXTRAWORD
he ^pp3a+pp3+++=he
treated ^vbd+++xvbnx+=treated
Bill ^np++++=Bill
Cousins ^nns++++=Cousins
and ^cc++++=and
Bob ^np++++=Bob
Pullin ^np+++??+=Pullin
as ^cs+sub+++=as
though ^cs+sub+++=though
they ^pp3a+pp3+++=they
was ^vbd+bedz+aux++=was
made ^vpsv++agls+xvbnx+=made
of ^in++++=of
glass ^nn++++=glass,
, ^zz++++=EXTRAWORD
while ^cs+sub+++=while
the ^ati++++=the
remainder ^nn+nom+++=remainder
of ^in++++=of
us ^pp1o+pp1+++=us
did ^vbd+dod+vrb++=did
nearly ^rb+down+++=nearly
double ^jj+atrb+++=double
work ^nn++++=work.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
found ^vbd+vprv++xvbnx+=found
rusty ^np++++=rusty
bolts ^nns++++=bolts
we ^pp1a+pp1+++=we'd
'd ^md+prd+aux++0=EXTRAWORD
never ^rb++splt++=never
seen ^vprf+++xvbnx+=seen
before ^in+strn+++=before,
, ^zz++++=EXTRAWORD
ropes ^nns++++=ropes
that ^tht+rel+subj++=that
wanted ^vprf+++xvbn+=wanted
coiling ^nn+nom+++=coiling
six ^cd++++=six
times ^nns++++=times
a ^at++++=a
day ^nn++++=day,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
mud ^nn++++=mud
on ^in++++=on
the ^ati++++=the
jolly ^jj++++=jolly-boat
- ^zz++++=EXTRAWORD
boat ^nn++++=EXTRAWORD
when ^wrb+who+++=when
there ^rn+pl+++=there
had ^vb+hv+aux++=hadn't
n't ^xnot++not++0=EXTRAWORD
been ^vprf+ben+vrb+xvbn+=been
rain ^nn++++=rain
for ^in++++=for
a ^at++++=a
week ^nn++++=week.
. ^zz++++=EXTRAWORD
That ^dt+pdem+++=That's
's ^vbz+bez+vrb++0=EXTRAWORD
the ^ati++++=the
worst ^nn++++=worst
of ^in++++=of
helping ^xvbg+++xvbg+=helping
a ^at++++=a
man ^nn++++=man
out ^rp+pl+++=out
of ^in++++=of
a ^at++++=a
difficulty ^nn++++=difficulty.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He's
's ^vbz+bez+vrb++0=EXTRAWORD
generally ^rb+down+++=generally
grateful ^jj++++=grateful
to ^to+jcmp+++=to
the ^ati++++=the
wrong ^jj+atrb+++=wrong
people ^nns++++=people.
. ^zz++++=EXTRAWORD
Still ^rb+cnj+++=Still,
, ^zz++++=EXTRAWORD
Bill ^nn++++=Bill
and ^cc++++=and
Bob ^np++++=Bob
got ^vbd+++xvbn+=got
well ^jj+pred+++=well,
, ^zz++++=EXTRAWORD
the ^ati++++=the
mate ^nn++++=mate
kept ^vbd+++xvbn+=kept
his ^pp$+pp3+++=his
reputation ^nn+nom+++=reputation,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
skipper ^nn++++=skipper
went ^vbd+++xvbn+=went
to ^in++++=to
his ^pp$+pp3+++=his
grave ^nn++++=grave
believing ^vb+vprv++xvbg+=believing
that ^tht+vcmp+++=that
somewhere ^rb++++=somewhere
in ^in++++=in
Calcutta ^np++++=Calcutta
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
a ^at++++=a
gang ^nn++++=gang
of ^in++++=of
five ^cd++++=five
enormous ^jj+atrb+++=enormous
Germans ^nns+nom+++=Germans
with ^in++++=with
a ^at++++=a
bottle ^nn++++=bottle
and ^cc++++=and
a ^at++++=a
pot ^nn++++=pot
of ^in++++=of
blacking ^nn++++=blacking.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And,
, ^zz++++=EXTRAWORD
as ^ql++++=as
I ^pp1a+pp1+++=I
said ^vbd+vpub++xvbnx+=said
afore ^in+strn+++=afore,
, ^zz++++=EXTRAWORD
pride ^nn++++=pride
is ^vbz+bez+vrb++=is
a ^at++++=a
useful ^jj+atrb+++=useful
thing ^nn++++=thing
in ^in++++=in
a ^at++++=a
bully ^nn++++=bully
provided ^vbd+vsua+tht0+xvbn+=provided
you ^pp2+pp2+++=you
do ^vb+do+vrb++=don't
n't ^xnot++not++0=EXTRAWORD
mind ^nn++++=mind
doing ^vbg+++xvbg+=doing
his ^pp$+pp3+++=his
share ^nn++++=share
of ^in++++=of
the ^ati++++=the
work ^nn++++=work.
. ^zz++++=EXTRAWORD
