# ^zz++++=#
Blas ^np+++??+=Blas
well ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Drayton ^np++++=Drayton?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
asked ^vbd+vsua++xvbnx+=asked
brightly ^rb++++=brightly
when ^wrb+who+++=when
the ^ati++++=the
servant ^nn+nom+++=servant
had ^vbd+hvd+aux++=had
withdrawn ^vprf+++xvbnx+=withdrawn.
. ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+++=EXTRAWORD
brings ^vbz++++=brings
you ^pp2+pp2+++=you
here ^rn+pl+++=here
at ^in++++=at
this ^dt+dem+++=this
scandalous ^jj+atrb+++=scandalous
hour ^nn++++=hour?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
comedy ^nn++++=comedy
was ^vbd+bedz+vrb++=was
for ^in++++=for
the ^ati++++=the
household ^nn++++=household
as ^ql++++=as
much ^ap++++=much
as ^in++++=as
for ^in"++++=for
Billy ^np++++=Billy.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
went ^vbd+++xvbnx+=went
upstairs ^jjb++++=upstairs.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
followed ^vbd+vprv++xvbnx+=followed
as ^in++++=as
far ^in"+pl+++=far
as ^in"++++=as
the ^ati++++=the
landing ^jj+++xvbg+=landing
and ^cc++++=and
heard ^vbd+vprv+tht0+xvbn+=heard
his ^pp$+pp3+++=his
weak ^jj+atrb+++=weak
voice ^nn++++=voice.
. ^zz++++=EXTRAWORD
" ^zz++++="Was
was ^vbd+bedz+vrb++=EXTRAWORD
it ^pp3+it+++=it
good ^jj++++=good?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Splendid.
splendid ^jj++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Such ^abl++++=Such
music ^nn++++=music,
, ^zz++++=EXTRAWORD
Billy ^np++++=Billy!
! ^zz++++=EXTRAWORD
And ^cc+cls+++=And
the ^ati++++=the
Princess ^nns+nom+++=Princess
asked ^vbd+vsua++xvbn+=asked
who ^whp+wpr+whcl++=who
made ^vbd+++xvbn+=made
my ^pp$+pp1+++=my
gown ^nn++++=gown."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Did
did ^vbd+dod+aux++=EXTRAWORD
you ^pp2+pp2+++=you
tell ^vb++++=tell
her ^pp$+pp3+++=her?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Certainly
certainly ^rb++++=EXTRAWORD
not ^xnot++not++=not.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
are ^vb+ber+vrb++=are
limits ^nns++++=limits
even ^rb++++=even
to ^in++++=to
loyalty ^nn++++=loyalty."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
laughed ^vbd+++xvbnx+=laughed.
. ^zz++++=EXTRAWORD
That ^dt+dem+++=That
laugh ^nn++++=laugh,
, ^zz++++=EXTRAWORD
faint ^jj++++=faint
as ^ql++++=as
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was,
, ^zz++++=EXTRAWORD
paid ^j+++xvbn+=paid
for ^in++++=for
the ^ati++++=the
jewels ^nns++++=jewels,
, ^zz++++=EXTRAWORD
the ^ati++++=the
lonely ^jj+atrb+++=lonely
hours ^nns++++=hours,
, ^zz++++=EXTRAWORD
the ^ati++++=the
lies ^vbz++++=lies,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
perhaps ^rb++++=perhaps
even ^rb++++=even
the ^ati++++=the
gossip ^nn++++=gossip.
. ^zz++++=EXTRAWORD
Billy ^np++++=Billy
improved ^vbd+++xvbn+=improved
for ^in++++=for
several ^ap++++=several
days ^nns++++=days,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then
suffered ^vbd+++xvbn+=suffered
a ^at++++=a
relapse ^nn++++=relapse.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
had ^md"++pmd"++=had
to ^md+nec+++=to
go ^vb++++=go
to ^in++++=to
Scotland ^np++++=Scotland
on ^in++++=on
family ^nn++++=family
business ^nns+nom+++=business
and ^cc++++=and
left ^nn+++xvbn+=left
unwillingly ^rb++++=unwillingly.
. ^zz++++=EXTRAWORD
Before ^cs+sub+++=Before
my ^pp$+pp1+++=my
departure ^nn++++=departure
he ^pp3a+pp3+++=he
sent ^vbd+++xvbnx+=sent
for ^in++++=for
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
" ^zz++++="You've
you ^pp2+pp2+++=EXTRAWORD
've ^vb+hv+aux++0=EXTRAWORD
been ^vprf+ben+vrb+xvbnx+=been
a ^at++++=a
good ^jj+atrb+++=good
friend ^nn++++=friend,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
This ^dt+dem+++=This
alarmed ^jj+++xvbn+=alarmed
me ^pp1o+pp1+++=me
more ^rbr++++=more
than ^in++++=than
the ^ati++++=the
doctors ^nns++++=doctors
had ^vb+hv+vrb++=had.
. ^zz++++=EXTRAWORD
Billy ^np++++=Billy
had ^vb+hv+vrb++=had
never ^rb++++=never
before ^cs+sub+++=before
used ^vbd+++xvbn+=used
a ^at++++=a
plain ^jj+atrb+++=plain
phrase ^nn++++=phrase
when ^wrb+who+++=when
an ^at++++=an
epigram ^nn++++=epigram
was ^vbd+bedz+vrb++=was
available ^jj+pred+++=available.
. ^zz++++=EXTRAWORD
" ^zz++++="You'll
you ^pp2+pp2+++=EXTRAWORD
'll ^md+prd+++0=EXTRAWORD
be ^vb+be+vrb++=be
about ^in++++=about
when ^wrb+who+++=when
I ^pp1a+pp1+++=I'm
'm ^vb+bem+vrb++0=EXTRAWORD
up ^rp++++=up
again ^rb+tm+++=again?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Of
of ^in+emph+++=EXTRAWORD
course ^nn+emph"+++=course."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Gerty
gerty ^nn+++??+=EXTRAWORD
has ^vbz+hvz+vrb++=has
a ^at++++=a
dinner ^nn++++=dinner
tonight ^nr+tm+++=tonight.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
wanted ^vbd+++xvbnx+=wanted
to ^to+vcmp+++=to
give ^vbi++++=give
it ^pp3+it+++=it
up ^rp++++=up."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Naturally."
naturally ^rb++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
made ^vbd+++xvbnx+=made
her ^pp$+pp3+++=her
go ^vb++++=go.
. ^zz++++=EXTRAWORD
One ^cd1++++=One
must ^md+nec+++=mustn't
n't ^xnot++not++0=EXTRAWORD
let ^vb+++xvbn+=let
illness ^nns+nom+++=illness
become ^vb++++=become
selfishness ^nns+nom+++=selfishness."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="No."
no ^at++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
smiled ^vbd+++xvbnx+=smiled.
. ^zz++++=EXTRAWORD
" ^zz++++="She
she ^pp3a+pp3+++=EXTRAWORD
has ^vbz+hvz+aux++=has
enjoyed ^vprf+++xvbnx+=enjoyed
this ^dt+dem+++=this
season ^nn++++=season,
, ^zz++++=EXTRAWORD
after ^in++++=after
all ^abn++++=all.
. ^zz++++=EXTRAWORD
That ^dt+pdem+++=That
is ^vbz+bez+vrb++=is
a ^at++++=a
comfort ^nn++++=comfort."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
looked ^vbd+++xvbnx+=looked
toward ^in++++=toward
the ^ati++++=the
window ^nn++++=window.
. ^zz++++=EXTRAWORD
A ^at++++=A
cab ^nn++++=cab
passed ^vbd+++xvbn+=passed
below ^rb++++=below,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
somewhere ^rb++++=somewhere
in ^in++++=in
the ^ati++++=the
street ^nn++++=street
a ^at++++=a
man ^nn++++=man
was ^vbd+bedz+aux++=was
calling ^nvbg+++xvbg+=calling
evening ^nn++++=evening
papers ^nns++++=papers.
. ^zz++++=EXTRAWORD
" ^zz++++="Yes,"
yes ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="She
she ^pp3a+pp3+++=EXTRAWORD
has ^vbz+hvz+aux++=has
made ^vprf+++xvbnx+=made
you ^pp2+pp2+++=you
believe ^vb+vprv+++=believe
so ^rb++++=so."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="What?"
what ^wdt+who+++=EXTRAWORD
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
said ^vbd+vpub+tht0+xvbnx+=said
she ^pp3a+pp3+++=she
has ^vbz+hvz+vrb++=has
every ^at++++=every
reason ^nn++++=reason
to ^to++++=to
do ^vbi++++=do
so ^rb++++=so."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
My ^pp$+pp1+++=My
journey ^nn++++=journey
lasted ^vbd+++xvbn+=lasted
longer ^rbr++++=longer
than ^in++++=than
expected ^nn++++=expected.
. ^zz++++=EXTRAWORD
Telegrams ^nns++++=Telegrams
followed ^vbd+vprv++xvbn+=followed
me ^pp1o+pp1+++=me
north ^nr+pl+++=north:
: ^zz++++=EXTRAWORD
No ^at++++=NO
Change ^nn++++=CHANGE;
; ^zz++++=EXTRAWORD
Condition ^nn+nom+++=CONDITION
Less ^rbr++++=LESS
Satisfactory ^jj++++=SATISFACTORY;
; ^zz++++=EXTRAWORD
Come ^vprf+++xvbn+=COME
If ^cs+cnd+++=IF
Possible ^jj++++=POSSIBLE.
. ^zz++++=EXTRAWORD
The ^ati++++=The
last ^ap++++=last
reached ^jj+++xvbn+=reached
me ^pp1o+pp1+++=me
too ^ql++++=too
late ^jj++++=late.
. ^zz++++=EXTRAWORD
Billy ^np++++=Billy
died ^vbd+++xvbn+=died
shortly ^rb+tm+++=shortly
after ^in++++=after
midnight ^nn++++=midnight
on ^in++++=on
a ^at++++=a
Thursday ^nr++++=Thursday
in ^in++++=in
July ^nr++++=July.
. ^zz++++=EXTRAWORD
The ^ati++++=The
newspapers ^nns+nom+++=newspapers
said ^vbd+vpub++xvbn+=said
that ^tht+vcmp+++=that
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Drayton ^np++++=Drayton
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
summoned ^vpsv++agls+xvbnx+=summoned
from ^in++++=from
a ^at++++=a
ball ^nn++++=ball
and ^cc++++=and
reached ^vbd+++xvbn+=reached
the ^ati++++=the
house ^npl++++=house
only ^rb+down+++=only
minutes ^nns++++=minutes
before ^in++++=before
the ^ati++++=the
end ^nn++++=end.
. ^zz++++=EXTRAWORD
Society ^nn++++=Society
accepted ^vbd+vprv++xvbn+=accepted
the ^ati++++=the
detail ^nn++++=detail
eagerly ^rb++++=eagerly.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
supplied ^vbd+++xvbn+=supplied
exactly ^rb++++=exactly
the ^ati++++=the
finish ^nn++++=finish
society ^nn++++=society
desired ^vbd+vsua++xvbn+=desired:
: ^zz++++=EXTRAWORD
white ^jj+atrb+++=white
shoulders ^nns+nom+++=shoulders,
, ^zz++++=EXTRAWORD
diamonds ^nns++++=diamonds,
, ^zz++++=EXTRAWORD
music ^nn++++=music,
, ^zz++++=EXTRAWORD
a ^at++++=a
breathless ^jj+atrb+++=breathless
carriage ^nn+nom+++=carriage,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
husband ^nn++++=husband
dying ^vwbg+++xvbg+=dying
alone ^rb++++=alone.
. ^zz++++=EXTRAWORD
Truth ^nn++++=Truth
is ^vbz+bez+aux++=is
often ^rb++splt++=often
rejected ^vpsv++agls+xvbnx+=rejected
for ^in++++=for
lack ^nn++++=lack
of ^in++++=of
stage ^nn++++=stage
management ^nn+nom+++=management.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
returned ^vbd+++xvbnx+=returned
the ^ati++++=the
following ^jj+atrb++xvbg+=following
afternoon ^nn++++=afternoon.
. ^zz++++=EXTRAWORD
Green ^nn++++=Green
Street ^nn++++=Street
was ^vbd+bedz+vrb++=was
hot ^jj+pred+++=hot
and ^cc+phrs+++=and
silent ^jj++++=silent.
. ^zz++++=EXTRAWORD
The ^ati++++=The
blinds ^nns++++=blinds
were ^vbd+bed+vrb++=were
down ^rp++++=down.
. ^zz++++=EXTRAWORD
Cards ^nns++++=Cards
lay ^vbd+++xvbn+=lay
in ^in++++=in
heaps ^nns++++=heaps
on ^in++++=on
the ^ati++++=the
hall ^nn++++=hall
table ^nn++++=table,
, ^zz++++=EXTRAWORD
many ^ap++++=many
from ^in++++=from
people ^nns++++=people
who ^whp+rel+subj++=who
had ^vbd+hvd+aux++=had
spent ^vprf+++xvbnx+=spent
the ^ati++++=the
morning ^nn++++=morning
discussing ^vwbg+++xvbg+=discussing
Gerty ^np++++=Gerty's
's ^$++++=EXTRAWORD
cruelty ^nn++++=cruelty
and ^cc++++=and
the ^ati++++=the
afternoon ^nn++++=afternoon
expressing ^vwbg+++xvbg+=expressing
sympathy ^nn++++=sympathy
with ^in++++=with
her ^pp$+pp3+++=her
grief ^nn++++=grief.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
received ^vbd+++xvbnx+=received
me ^pp1o+pp1+++=me
in ^in++++=in
the ^ati++++=the
drawing ^jj+++xvbg+=drawing-room.
- ^zz++++=EXTRAWORD
room ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
wore ^vbd+++xvbnx+=wore
black ^jj++++=black,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
looked ^vbd+++xvbn+=looked
smaller ^jjr++++=smaller
than ^in++++=than
I ^pp1a+pp1+++=I
remembered ^vbd+vprv++xvbnx+=remembered.
. ^zz++++=EXTRAWORD
For ^in++++=For
a ^at++++=a
moment ^nn++++=moment
neither ^rb++neg++=neither
of ^in++++=of
us ^pp1o+pp1+++=us
spoke ^vbd+++xvbn+=spoke.
. ^zz++++=EXTRAWORD
" ^zz++++="At
at ^rb++++=EXTRAWORD
least ^rb"++++=least,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
" ^zz++++="he
he ^pp3a+pp3+++=EXTRAWORD
was ^vbd+bedz+vrb++=was
happy ^jj+pred+++=happy
at ^in++++=at
the ^ati++++=the
end ^nn++++=end."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
am ^vb+bem+aux++=am
told ^vpsv++tht0+xvbnx+=told
he ^pp3a+pp3+++=he
suffered ^vbd+++xvbnx+=suffered
little ^ap++++=little."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
mean ^vb+vprv+tht0++=mean
that ^tht+vcmp+++=that.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
thought ^vbd+++xvbnx+=thought
I ^pp1a+pp1+++=I
had ^vbd+hvd+aux++=had
come ^vprf+++xvbn+=come
home ^nr++++=home
from ^in++++=from
the ^ati++++=the
ball ^nn++++=ball.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
told ^vbd+vpub++xvbnx+=told
him ^pp3o+pp3+++=him
it ^pp3+it+++=it
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
a ^at++++=a
great ^jj+atrb+++=great
success ^nns+nom+++=success."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
voice ^nn++++=voice
broke ^vbd+++xvbn+=broke,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
she ^pp3a+pp3+++=she
recovered ^vbd+++xvbnx+=recovered
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
" ^zz++++="He
he ^pp3a+pp3+++=EXTRAWORD
asked ^vbd+vsua++xvbnx+=asked
whether ^cs+who+++=whether
I ^pp1a+pp1+++=I
had ^vbd+hvd+aux++=had
danced ^vprf+++xvbnx+=danced."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+++=EXTRAWORD
did ^vbd+dod+aux++=did
you ^pp2+pp2+++=you
say ^vb+vpub+++=say?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="That
that ^dt+dem+++=EXTRAWORD
I ^pp1a+pp1+++=I
had ^vbd+hvd+aux++=had
danced ^vprf+++xvbnx+=danced
all ^abn++++=all
night ^nn++++=night."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
moved ^vbd+++xvbnx+=moved
to ^in++++=to
the ^ati++++=the
mantelpiece ^nn++++=mantelpiece
and ^cc++++=and
touched ^vbd+++xvbn+=touched
a ^at++++=a
photograph ^nn++++=photograph
of ^in++++=of
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
" ^zz++++="He
he ^pp3a+pp3+++=EXTRAWORD
said ^vbd+vpub+tht0+xvbnx+=said
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
glad ^jj+pred+++=glad."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
found ^vbd+vprv++xvbnx+=found
that ^tht+vcmp+++=that
I ^pp1a+pp1+++=I,
, ^zz++++=EXTRAWORD
too ^rb+cnj+++=too,
, ^zz++++=EXTRAWORD
had ^vbd+hvd+aux++=had
become ^vprf+++xvbn+=become
interested ^jj++++=interested
in ^in++++=in
the ^ati++++=the
window ^nn++++=window.
. ^zz++++=EXTRAWORD
After ^cs+sub+++=After
a ^at++++=a
while ^cs+sub+++=while
I ^pp1a+pp1+++=I
said ^vbd+vpub++xvbnx+=said:
: ^zz++++=EXTRAWORD
" ^zz++++="Gerty,
gerty ^nn+++??+=EXTRAWORD
, ^zz++++=EXTRAWORD
there ^ex+pex+++=there
is ^vbz+bez+vrb++=is
something ^pn++++=something
I ^pp1a+pp1+++=I
must ^md+nec+++=must
do ^vb+do+vrb++=do."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="What?"
what ^wdt+who+++=EXTRAWORD
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
must ^md+nec+++=must
tell ^vb++++=tell
people ^nns++++=people."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
looked ^vbd+++xvbnx+=looked
puzzled ^jj+++xvbn+=puzzled.
. ^zz++++=EXTRAWORD
" ^zz++++="Tell
tell ^vb++++=EXTRAWORD
them ^pp3o+pp3+++=them
what ^wdt+who+++=what?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
truth ^nn++++=truth.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
are ^vb+ber+aux++=are
saying ^vbg+++xvbgx+=saying
vile ^jj+atrb+++=vile
things ^nns++++=things.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
believe ^vb+vprv+tht0++=believe
you ^pp2+pp2+++=you
deserted ^vbd+++xvbn+=deserted
him ^pp3o+pp3+++=him
night ^nn++++=night
after ^in++++=after
night ^nn++++=night.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
think ^vb+vprv+tht0++=think
you ^pp2+pp2+++=you
came ^vbd+++xvbn+=came
from ^in+ppvb+++=from
a ^at++++=a
ball ^nn++++=ball
when ^wrb+who+++=when
he ^pp3a+pp3+++=he
died ^vbd+++xvbnx+=died."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
did ^vbd+dod+aux++=did
come ^vb++++=come
from ^in+ppvb+++=from
a ^at++++=a
ball ^nn++++=ball
as ^in++++=as
far ^in"+pl+++=far
as ^in"++++=as
Billy ^np++++=Billy
knew ^vbd+vprv++xvbn+=knew."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
understand ^vb+vprv+++=understand
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
Miss ^npt++++=Miss
Hanbury ^np++++=Hanbury
can ^md+pos+++=can
confirm ^vb+vpub+++=confirm
everything ^pn++++=everything.
. ^zz++++=EXTRAWORD
So ^ql++++=So
can ^md+pos+++=can
the ^ati++++=the
servants ^nns+nom+++=servants.
. ^zz++++=EXTRAWORD
A ^at++++=A
word ^nn++++=word
would ^md+prd+++=would
put ^vb+++xvbn+=put
the ^ati++++=the
matter ^nn++++=matter
right ^jj++++=right."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="No."
no ^at++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="But
but ^cc++++=EXTRAWORD
your ^pp$+pp2+++=your
reputation ^nn+nom+++=reputation
" ^zz++++="
She ^pp3a+pp3+++=She
smiled ^vbd+++xvbnx+=smiled
then ^rn+tm+++=then,
, ^zz++++=EXTRAWORD
not ^xnot++not++=not
with ^in++++=with
the ^ati++++=the
smile ^nn++++=smile
she ^pp3a+pp3+++=she
had ^vb+hv+aux++=had
once ^rb+tm+splt++=once
worn ^vprf+++xvbnx+=worn
at ^rb++++=at
Lady ^npt++++=Lady
Pomeroy ^np+++??+=Pomeroy's,
's, ^nn+++??+=EXTRAWORD
nor ^cc++neg++=nor
with ^in++++=with
the ^ati++++=the
brave ^jj+atrb+++=brave
brightness ^nns+nom+++=brightness
she ^pp3a+pp3+++=she
had ^vbd+hvd+aux++=had
carried ^vprf+++xvbnx+=carried
into ^in++++=into
Billy ^np++++=Billy's
's ^$++++=EXTRAWORD
room ^nn++++=room,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
with ^in++++=with
something ^pn++++=something
quieter ^jjr++++=quieter
and ^cc+phrs+++=and
older ^jjr++++=older.
. ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+whq++=EXTRAWORD
would ^md+prd+++=would
you ^pp2+pp2+++=you
tell ^vb++++=tell
them ^pp3o+pp3+++=them?
? ^zz++++=EXTRAWORD
That ^tht+vcmp+++=That
I ^pp1a+pp1+++=I
put ^vbd+++xvbnx+=put
on ^rb+phrv+++=on
my ^pp$+pp1+++=my
gowns ^nns++++=gowns
for ^in++++=for
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
sat ^vbd+++xvbn+=sat
upstairs ^jjb++++=upstairs
counting ^jj+++xvbg+=counting
the ^ati++++=the
hours ^nns++++=hours?
? ^zz++++=EXTRAWORD
That ^tht+vcmp+++=That
I ^pp1a+pp1+++=I
lied ^vbd+++xvbnx+=lied
because ^cs+cos+++=because
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
afraid ^jj+pred+++=afraid
of ^in++++=of
spoiling ^xvbg+++xvbg+=spoiling
my ^pp$+pp1+++=my
pleasure ^nn++++=pleasure?
? ^zz++++=EXTRAWORD
That ^tht+vcmp+++=That
he ^pp3a+pp3+++=he
died ^vbd+++xvbnx+=died
pleased ^vprf+++xvbn+=pleased
because ^cs+cos+++=because
he ^pp3a+pp3+++=he
believed ^vbd+vprv+tht0+xvbnx+=believed
I ^pp1a+pp1+++=I
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
dancing ^vbg+++xvbgx+=dancing?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Yes."
yes ^uh++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc++++=EXTRAWORD
then ^rn+tm+++=then
they ^pp3a+pp3+++=they
would ^md+prd+++=would
admire ^vb++++=admire
me ^pp1o+pp1+++=me."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="They
they ^pp3a+pp3+++=EXTRAWORD
would ^md+prd+++=would
be ^vb+be+vrb++=be
ashamed ^jj+pred+++=ashamed."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="For
for ^in++++=EXTRAWORD
a ^at++++=a
week ^nn++++=week.
. ^zz++++=EXTRAWORD
After ^cs+sub+++=After
that ^dt+dem+++=that
the ^ati++++=the
story ^nn++++=story
would ^md+prd+++=would
be ^vb+be+aux++=be
told ^vpsv++agls+xvbnx+=told
at ^rb++++=at
dinners ^nns+nom+++=dinners.
. ^zz++++=EXTRAWORD
People ^nns++++=People
would ^md+prd+++=would
praise ^vb++++=praise
my ^pp$+pp1+++=my
devotion ^nn+nom+++=devotion
between ^in++++=between
the ^ati++++=the
fish ^nn++++=fish
and ^cc++++=and
the ^ati++++=the
entr ^nn+++??+=entr
e ^zz++++=e.
. ^zz++++=EXTRAWORD
Women ^nns++++=Women
I ^pp1a+pp1+++=I
scarcely ^rb+down+++=scarcely
know ^vb+vprv+++=know
would ^md+prd+++=would
repeat ^vb++++=repeat
what ^wdt+who+++=what
Billy ^np++++=Billy
said ^vbd+vpub++xvbn+=said
to ^to+vcmp+++=to
me ^pp1o+pp1+++=me
in ^in++++=in
his ^pp$+pp3+++=his
bedroom ^nn++++=bedroom.
. ^zz++++=EXTRAWORD
No ^at++++=No."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="They
they ^pp3a+pp3+++=EXTRAWORD
have ^vb+hv+aux++=have
judged ^vprf++tht0+xvbnx+=judged
you ^pp2+pp2+++=you
cruelly ^rb++++=cruelly."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="They
they ^pp3a+pp3+++=EXTRAWORD
always ^rb++++=always
judged ^vbd+vprv++xvbn+=judged
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
Once ^rb+tm+++=Once
they ^pp3a+pp3+++=they
thought ^vbd+++xvbnx+=thought
me ^pp1o+pp1+++=me
charming ^jj+++xvbg+=charming,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
that ^dt+pdem+++=that
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
quite ^rb++++=quite
true ^jj++++=true
either ^dtx++++=either."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
cannot ^md+pos+not++=cannot
mean ^vb++++=mean
to ^to+vcmp+++=to
let ^vbi++++=let
this ^dt+dem+++=this
stand ^nn++++=stand."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
