# ^zz++++=#
Three ^cd++++=THREE
I ^pp1a+pp1+++=I.
. ^zz++++=EXTRAWORD
" ^zz++++="He
he ^pp3a+pp3+++=EXTRAWORD
looked ^vbd+++xvbnx+=looked
at ^rb++++=at
the ^ati++++=the
floor ^nn++++=floor.
. ^zz++++=EXTRAWORD
" ^zz++++="'Not
' ^zz++++=EXTRAWORD
not ^xnot++not++=EXTRAWORD
there ^rn+pl+++=there,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
says ^vbz+vpub+tht0++=says
I ^pp1a+pp1+++=I.
. ^zz++++=EXTRAWORD
' ^zz++++='In
in ^in++++=EXTRAWORD
your ^pp$+pp2+++=your
pocket ^nn++++=pocket.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
" ^zz++++="He
he ^pp3a+pp3+++=EXTRAWORD
backed ^vbd+++xvbnx+=backed
against ^in++++=against
the ^ati++++=the
coats ^nns++++=coats.
. ^zz++++=EXTRAWORD
The ^ati++++=The
pegs ^nns++++=pegs
rattled ^vwbn+++xvbn+=rattled.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+vrb++=was
as ^ql++++=as
white ^np++++=white
as ^ql++++=as
the ^ati++++=the
wall ^nn++++=wall.
. ^zz++++=EXTRAWORD
" ^zz++++="'Who
' ^zz++++=EXTRAWORD
who ^whp+who+++=EXTRAWORD
are ^vb+ber+vrb++=are
you ^pp2+pp2+++=you?'
? ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
says ^vbz+vpub+tht0++=says
he ^pp3a+pp3+++=he.
. ^zz++++=EXTRAWORD
" ^zz++++="'Police.'
' ^zz++++=EXTRAWORD
police ^nns++++=EXTRAWORD
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
" ^zz++++="'You've
' ^zz++++=EXTRAWORD
you ^pp2+pp2+++=EXTRAWORD
've ^vb+hv+aux++0=EXTRAWORD
made ^vprf+++xvbnx+=made
a ^at++++=a
mistake ^nn++++=mistake.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
" ^zz++++="'Then
' ^zz++++=EXTRAWORD
then ^rn+tm+++=EXTRAWORD
give ^vb++++=give
me ^pp1o+pp1+++=me
the ^ati++++=the
marked ^jj+atrb++xvbn+=marked
money ^nn++++=money,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I'll
'll ^md+prd+++0=EXTRAWORD
apologise ^vb++++=apologise.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
" ^zz++++="He
he ^pp3a+pp3+++=EXTRAWORD
put ^vbd+++xvbnx+=put
his ^pp$+pp3+++=his
hand ^nn++++=hand
into ^in++++=into
his ^pp$+pp3+++=his
pocket ^nn++++=pocket,
, ^zz++++=EXTRAWORD
pulled ^j+++xvbn+=pulled
it ^pp3+it+++=it
out ^rp+pl+++=out
empty ^jj++++=empty,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
says ^vbz+vpub+++=says,
, ^zz++++=EXTRAWORD
' ^zz++++='Search
search ^nn++++=EXTRAWORD
me ^pp1o+pp1+++=me.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
" ^zz++++="'Presently.'
' ^zz++++=EXTRAWORD
presently ^rb+tm+++=EXTRAWORD
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
" ^zz++++="'Search
' ^zz++++=EXTRAWORD
search ^nn++++=EXTRAWORD
me ^pp1o+pp1+++=me
now ^rn+tm+++=now!'
! ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
" ^zz++++="He
he ^pp3a+pp3+++=EXTRAWORD
was ^vbd+bedz+aux++=was
getting ^vbg+++xvbgx+=getting
braggadocia ^nn+++??+=braggadocia,
, ^zz++++=EXTRAWORD
hoping ^vbg+vprv++xvbg+=hoping
perhaps ^rb++++=perhaps
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
slipped ^vprf+++xvbnx+=slipped
the ^ati++++=the
money ^nn++++=money
somewhere ^rb++++=somewhere.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
I ^pp1a+pp1+++=I
had ^vbd+hvd+aux++=had
seen ^vprf+++xvbnx+=seen
every ^at++++=every
movement ^nn+nom+++=movement.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
took ^vbd+++xvbnx+=took
him ^pp3o+pp3+++=him
by ^in++++=by
the ^ati++++=the
wrist ^nn++++=wrist,
, ^zz++++=EXTRAWORD
put ^j+++xvbn+=put
my ^pp$+pp1+++=my
hand ^nn++++=hand
into ^in++++=into
the ^ati++++=the
pocket ^nn++++=pocket,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
brought ^vbd+++xvbn+=brought
out ^rb+phrv+++=out
the ^ati++++=the
coins ^nns++++=coins.
. ^zz++++=EXTRAWORD
The ^ati++++=The
marks ^nn++++=marks
answered ^vbd+vpub++xvbn+=answered.
. ^zz++++=EXTRAWORD
" ^zz++++="He
he ^pp3a+pp3+++=EXTRAWORD
sat ^vbd+++xvbnx+=sat
down ^rb+phrv+++=down
on ^in++++=on
the ^ati++++=the
sofa ^nn++++=sofa
the ^ati++++=the
very ^ap+amp+++=very
sofa ^nn++++=sofa
I ^pp1a+pp1+++0=I'd
'd ^vbd+hvd+aux++=EXTRAWORD
been ^vprf+ben+vrb+xvbnx+=been
under ^in++++=under
and ^cc++++=and
began ^vbd+++xvbn+=began
to ^to++++=to
shake ^vbi++++=shake.
. ^zz++++=EXTRAWORD
" ^zz++++="'Don't
' ^zz++++=EXTRAWORD
do ^vb+do+aux++=EXTRAWORD
n't ^xnot++not++0=EXTRAWORD
let ^vb+++xvbn+=let
them ^pp3o+pp3+++=them
see ^vb+vprv+++=see
me ^pp1o+pp1+++=me,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
says ^vbz+vpub+tht0++=says
he ^pp3a+pp3+++=he.
. ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
lecture ^nn++++=lecture
was ^vbd+bedz+aux++=was
ending ^vbg+++xvbgx+=ending.
. ^zz++++=EXTRAWORD
Chairs ^nns++++=Chairs
moved ^vbd+++xvbn+=moved
beyond ^in++++=beyond
the ^ati++++=the
wall ^nn++++=wall.
. ^zz++++=EXTRAWORD
" ^zz++++="'I
' ^zz++++=EXTRAWORD
i ^pp1a+pp1+++=EXTRAWORD
can ^md+pos+++=can't
n't ^xnot++not++0=EXTRAWORD
help ^vb++++=help
that ^dt+pdem+++=that,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
says ^vbz+vpub+tht0++=says
I ^pp1a+pp1+++=I.
. ^zz++++=EXTRAWORD
" ^zz++++="'My
' ^zz++++=EXTRAWORD
my ^pp$+pp1+++=EXTRAWORD
father ^nn++++=father
will ^md+prd+++=will
die ^vb++++=die
of ^in++++=of
it ^pp3+it+++=it.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
" ^zz++++="'You
' ^zz++++=EXTRAWORD
you ^pp2+pp2+++=EXTRAWORD
should ^md+nec+++=should
have ^vb+hv+aux++=have
thought ^vprf+++xvbnx+=thought
of ^in++++=of
him ^pp3o+pp3+++=him
before ^in+strn+++=before.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
" ^zz++++="'I
' ^zz++++=EXTRAWORD
i ^pp1a+pp1+++=EXTRAWORD
did ^vbd+dod+aux++=did
think ^vb+vprv+++=think.
. ^zz++++=EXTRAWORD
That ^dt+pdem+++=That's
's ^vbz+bez+vrb++0=EXTRAWORD
the ^ati++++=the
worst ^nn++++=worst.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
thought ^vbd+++xvbnx+=thought
of ^in++++=of
everything ^pn++++=everything.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
students ^nns++++=students
came ^vbd+++xvbn+=came
in ^in+strn+++=in,
, ^zz++++=EXTRAWORD
laughing ^vbg+++xvbg+=laughing
and ^cc+phrs+++=and
talking ^vbg+++xvbg+=talking,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
stopped ^vbd+++xvbn+=stopped
when ^wrb+who+++=when
they ^pp3a+pp3+++=they
saw ^vbd+vprv++xvbnx+=saw
us ^pp1o+pp1+++=us.
. ^zz++++=EXTRAWORD
The ^ati++++=The
porter ^nn++++=porter
came ^vbd+++xvbn+=came
behind ^in+pl+++=behind
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
shall ^md+prd+++=shall
remember ^nn+nom+++=remember
the ^ati++++=the
porter ^nn++++=porter's
's ^$++++=EXTRAWORD
face ^nn++++=face.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
looked ^vbd+++xvbnx+=looked
first ^od++++=first
at ^rb++++=at
the ^ati++++=the
young ^jj+atrb+++=young
man ^nn++++=man,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then
at ^rb++++=at
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then
at ^rb++++=at
all ^abn++++=all
the ^ati++++=the
gentlemen ^nns++++=gentlemen
who ^whp+rel+subj++=who
had ^vbd+hvd+aux++=had
suspected ^vprf+++xvbnx+=suspected
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
said ^vbd+vpub+tht0+xvbnx+=said
nothing ^pn++++=nothing.
. ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
prisoner ^nn+nom+++=prisoner
was ^vbd+bedz+aux++=was
taken ^vpsv++agls+xvbnx+=taken
before ^cs+sub+++=before
the ^ati++++=the
magistrate ^nn+nom+++=magistrate
and ^cc++++=and
afterwards ^rb+tm+++=afterwards
committed ^vbd+++xvbn+=committed
for ^in++++=for
trial ^nn++++=trial.
. ^zz++++=EXTRAWORD
Other ^ap++++=Other
losses ^nns++++=losses
was ^vbd+bedz+aux++=was
proved ^vpsv++agls+xvbnx+=proved
against ^in++++=against
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vb+hv+vrb++=had
debts ^nns++++=debts,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
his ^pp$+pp3+++=his
allowance ^nn+nom+++=allowance
was ^vbd+bedz+vrb++=was
good ^jj+pred+++=good;
; ^zz++++=EXTRAWORD
cards ^nns++++=cards,
, ^zz++++=EXTRAWORD
betting ^nvbg+++xvbg+=betting,
, ^zz++++=EXTRAWORD
dinners ^nns+nom+++=dinners,
, ^zz++++=EXTRAWORD
little ^ap++++=little
presents ^vbz++++=presents
holes ^nns++++=holes
everywhere ^rb+cnj+++=everywhere,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
his ^pp$+pp3+++=his
honour ^vb++++=honour
used ^md"++pmd"++=used
to ^to++++=to
stop ^vb++++=stop
' ^zz++++='em.
em ^nn+++??+=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++="He
he ^pp3a+pp3+++=EXTRAWORD
pleaded ^vbd+vpub++xvbnx+=pleaded
guilty ^jj++++=guilty.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
visited ^vbd+++xvbnx+=visited
him ^pp3o+pp3+++=him
once ^rb+tm+++=once
in ^in++++=in
prison ^nn++++=prison
because ^cs+cos+++=because
he ^pp3a+pp3+++=he
asked ^vbd+vsua++xvbnx+=asked
for ^in+ppvb+++=for
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+vrb++=was
quieter ^jjr+pred+++=quieter
then ^rn+tm+++=then.
. ^zz++++=EXTRAWORD
" ^zz++++="'Sergeant,'
' ^zz++++=EXTRAWORD
sergeant ^nn+nom+++=EXTRAWORD
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
says ^vbz+vpub+tht0++=says
he ^pp3a+pp3+++=he,
, ^zz++++=EXTRAWORD
' ^zz++++='was
was ^vbd+bedz+vrb++=EXTRAWORD
there ^rn+pl+++=there
any ^dti++++=any
chance ^nn++++=chance
you ^pp2+pp2+++=you
might ^md+pos+++=mightn't
n't ^xnot++not++0=EXTRAWORD
have ^vb+hv+aux++=have
come ^vprf+++xvbn+=come
out ^rp+pl+++=out?'
? ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
" ^zz++++="'None.'
' ^zz++++=EXTRAWORD
none ^pn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
" ^zz++++="'I
' ^zz++++=EXTRAWORD
i ^pp1a+pp1+++=EXTRAWORD
kept ^vbd+++xvbnx+=kept
thinking ^nvbg+++xvbg+=thinking
I ^pp1a+pp1+++=I
saw ^vbd+vprv++xvbnx+=saw
the ^ati++++=the
sofa ^nn++++=sofa
move ^nn++++=move.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
" ^zz++++="'It
' ^zz++++=EXTRAWORD
it ^pp3+it+++=EXTRAWORD
did ^vbd+dod+vrb++=did
move ^nn++++=move.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
was ^vbd+bedz+aux++=was
cramped ^vpsv++agls+xvbnx+=cramped.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
" ^zz++++="'If
' ^zz++++=EXTRAWORD
if ^cs+cnd+++=EXTRAWORD
I ^pp1a+pp1+++0=I'd
'd ^vbd+hvd+aux++=EXTRAWORD
gone ^vprf+++xvbnx+=gone
away ^rp+pl+++=away
the ^ati++++=the
first ^od++++=first
time ^nn++++=time?'
? ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
" ^zz++++="'You
' ^zz++++=EXTRAWORD
you ^pp2+pp2+++=EXTRAWORD
would ^md+prd+++=wouldn't
n't ^xnot++not++0=EXTRAWORD
have ^vb+hv+aux++=have
been ^vprf+ben+aux+xvbnx+=been
charged ^vpsv++agls+xvbnx+=charged
that ^tht+vcmp+++=that
day ^nn++++=day.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
" ^zz++++="'That
' ^zz++++=EXTRAWORD
that ^dt+dem+++=EXTRAWORD
day ^nn++++=day,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
says ^vbz+vpub+tht0++=says
he ^pp3a+pp3+++=he.
. ^zz++++=EXTRAWORD
' ^zz++++='No.
no ^at++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Another ^ppls++++=Another
day ^np++++=day.'
. ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
" ^zz++++="He
he ^pp3a+pp3+++=EXTRAWORD
seemed ^vbd+seem++xvbnx+=seemed
to ^to+vcmp+++=to
understand ^vbi+vprv+tht0++=understand
himself ^ppl+pp3+++=himself
at ^rb++++=at
last ^rb"++++=last,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
ai ^vb+be+++=ain't
n't ^xnot++not++0=EXTRAWORD
always ^rb++++=always
in ^in++++=in
time ^nn++++=time
to ^to++++=to
be ^vbi++vrb++=be
useful ^jj+pred+++=useful.
. ^zz++++=EXTRAWORD
" ^zz++++="Before
before ^in++++=EXTRAWORD
sentence ^nn+nom+++=sentence,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
got ^vbd+++xvbnx+=got
poison ^nn++++=poison.
. ^zz++++=EXTRAWORD
How ^wrb+who+++=How,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
never ^rb++++=never
knew ^vbd+vprv++xvbn+=knew
for ^rb++++=for
certain ^rb"++++=certain.
. ^zz++++=EXTRAWORD
Some ^dti++++=Some
said ^vbd+vpub+tht0+xvbn+=said
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
concealed ^vprf+++xvbnx+=concealed
it ^pp3+it+++=it
when ^wrb+who+++=when
arrested ^jj+++xvbn+=arrested;
; ^zz++++=EXTRAWORD
some ^dti++++=some
said ^vbd+vpub+tht0+xvbn+=said
it ^pp3+it+++=it
reached ^vbd+++xvbn+=reached
him ^pp3o+pp3+++=him
in ^in++++=in
a ^at++++=a
parcel ^nn++++=parcel.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
took ^vbd+++xvbnx+=took
it ^pp3+it+++=it
in ^in++++=in
his ^pp$+pp3+++=his
cell ^nn++++=cell
and ^cc++++=and
was ^vbd+bedz+vrb++=was
dead ^jj+pred+++=dead
before ^cs+sub+++=before
the ^ati++++=the
surgeon ^nn++++=surgeon
could ^md+pos+++=could
save ^vb++++=save
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
" ^zz++++="That's
that ^dt+pdem+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
all ^rb+cnj+++=all,
, ^zz++++=EXTRAWORD
sir ^npt++++=sir."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Inspector ^nn++++=Inspector
Wield ^np+++??+=Wield
ceased ^vbd+++xvbn+=ceased.
. ^zz++++=EXTRAWORD
The ^ati++++=The
lamp ^nn++++=lamp
made ^vbd+++xvbn+=made
a ^at++++=a
small ^jj+atrb+++=small
sound ^nn++++=sound
in ^in++++=in
the ^ati++++=the
silence ^nn+nom+++=silence.
. ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc++++=EXTRAWORD
the ^ati++++=the
porter ^nn++++=porter?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
asked ^vbd+vsua++xvbnx+=asked
presently ^rb+tm+++=presently.
. ^zz++++=EXTRAWORD
" ^zz++++="Kept
kept ^vbd+++xvbn+=EXTRAWORD
his ^pp$+pp3+++=his
place ^nn++++=place,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Wield ^np+++??+=Wield.
. ^zz++++=EXTRAWORD
" ^zz++++="But
but ^cc++++=EXTRAWORD
some ^dti++++=some
of ^in++++=of
them ^pp3o+pp3+++=them
as ^cs+sub+++=as
accused ^vbd+++xvbn+=accused
him ^pp3o+pp3+++=him
never ^rb++++=never
could ^md+pos+++=could
be ^vb+be+vrb++=be
quite ^rb++++=quite
civil ^jj+pred+++=civil
to ^in++++=to
him ^pp3o+pp3+++=him
afterwards ^rb+tm+++=afterwards.
. ^zz++++=EXTRAWORD
An ^at++++=An
innocent ^jj+atrb+++=innocent
man ^nn++++=man's
's ^vbz+bez+vrb++0=EXTRAWORD
apt ^jj++++=apt
to ^to+jcmp+++=to
be ^vbi+vbi+aux++=be
disliked ^vpsv++by+xvbnx+=disliked
by ^in++++=by
those ^dt+pdem+++=those
who ^whp+rel+subj++=who
have ^vb+hv+aux++=have
wronged ^vprf+++xvbnx+=wronged
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
reminds ^vbz++++=reminds
them ^pp3o+pp3+++0='em
of ^in++++=of
the ^ati++++=the
evidence ^nn+nom+++=evidence."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Outside ^jjb++++=Outside,
, ^zz++++=EXTRAWORD
the ^ati++++=the
London ^np++++=London
night ^nn++++=night
had ^vbd+hvd+aux++=had
gathered ^vprf+++xvbnx+=gathered
complete ^jj++++=complete:
: ^zz++++=EXTRAWORD
wheels ^nns++++=wheels
in ^in++++=in
the ^ati++++=the
wet ^jj+atrb+++=wet
street ^nn++++=street,
, ^zz++++=EXTRAWORD
a ^at++++=a
distant ^jj+atrb+++=distant
cry ^nn++++=cry,
, ^zz++++=EXTRAWORD
hurried ^jj+atrb++xvbn+=hurried
feet ^nns++++=feet
passing ^vwbg+++xvbg+=passing
towards ^in++++=towards
business ^nns+nom+++=business,
, ^zz++++=EXTRAWORD
pleasure ^nn++++=pleasure,
, ^zz++++=EXTRAWORD
danger ^nn++++=danger,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
home ^nr++++=home.
. ^zz++++=EXTRAWORD
The ^ati++++=The
inspector ^nn++++=inspector
rose ^vbd+++xvbn+=rose
and ^cc+phrs+++=and
buttoned ^vbd+++xvbn+=buttoned
his ^pp$+pp3+++=his
coat ^nn++++=coat.
. ^zz++++=EXTRAWORD
" ^zz++++="Gloves,"
gloves ^nns++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub+tht0+xvbn+=said
he ^pp3a+pp3+++=he,
, ^zz++++=EXTRAWORD
" ^zz++++="may
may ^md+pos+++=EXTRAWORD
accuse ^vb++++=accuse
the ^ati++++=the
wrong ^jj+atrb+++=wrong
man ^nn++++=man.
. ^zz++++=EXTRAWORD
A ^at++++=A
thief ^nn++++=thief
may ^md+pos+++=may
give ^vb++++=give
the ^ati++++=the
evidence ^nn+nom+++=evidence
out ^rp+pl+++=out
of ^in++++=of
his ^pp$+pp3+++=his
own ^ap++++=own
hand ^nn++++=hand.
. ^zz++++=EXTRAWORD
A ^at++++=A
gentleman ^nn+nom+++=gentleman
may ^md+pos+++=may
hide ^vb++++=hide
a ^at++++=a
thief ^nn++++=thief
under ^in++++=under
a ^at++++=a
fine ^jj+atrb+++=fine
coat ^nn++++=coat,
, ^zz++++=EXTRAWORD
while ^cs+sub+++=while
the ^ati++++=the
officer ^nn++++=officer
hides ^vbz++++=hides
under ^in++++=under
a ^at++++=a
sofa ^nn++++=sofa.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
ai ^vb+be+++=ain't
n't ^xnot++not++0=EXTRAWORD
one ^cd1++++=one
road ^nn++++=road
to ^in++++=to
truth ^nn++++=truth,
, ^zz++++=EXTRAWORD
sir ^npt++++=sir.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
whichever ^nn+nom+++=whichever
road ^nn++++=road
you ^pp2+pp2+++=you
take ^vb++++=take,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you've
've ^md"++pmd"++0=EXTRAWORD
got ^vb++pmd"+xvbnx+=got
to ^to+vcmp+pmd++=to
travel ^vb++++=travel
it ^pp3+it+++=it
to ^in++++=to
the ^ati++++=the
end ^nn++++=end."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
With ^in++++=With
that ^dt+dem+++=that
he ^pp3a+pp3+++=he
went ^vbd+++xvbnx+=went
out ^rp+pl+++=out
into ^in++++=into
the ^ati++++=the
city ^nn++++=city,
, ^zz++++=EXTRAWORD
where ^wrb+who+++=where
innumerable ^jj+atrb+++=innumerable
little ^jj+atrb+++=little
things ^nns++++=things
were ^vbd+bed+aux++=were
even ^rb++splt++=even
then ^rn+tm+++=then
lying ^vbg+++xvbg+=lying
silent ^jj++++=silent
in ^in++++=in
rooms ^nns++++=rooms,
, ^zz++++=EXTRAWORD
pockets ^nns++++=pockets,
, ^zz++++=EXTRAWORD
gutters ^nns+nom+++=gutters,
, ^zz++++=EXTRAWORD
shops ^nns++++=shops,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
human ^jj+atrb+++=human
hands ^nns++++=hands
each ^dt++++=each
waiting ^jj+++xvbg+=waiting
for ^in++++=for
somebody ^pn++++=somebody
to ^to++++=to
decide ^vbi+vprv+++=decide
whether ^cs+who+++=whether
it ^pp3+it+++=it
had ^vb+hv+vrb++=had
a ^at++++=a
story ^nn++++=story
to ^to++++=to
tell ^vbi++++=tell,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
whether ^cs+who+++=whether
that ^dt+dem+++=that
story ^nn++++=story
was ^vbd+bedz+vrb++=was
true ^jj+pred+++=true.
. ^zz++++=EXTRAWORD
