# ^zz++++=###
# ^zz++++=EXTRAWORD
# ^zz++++=EXTRAWORD
Caught ^xvbn+++xvbn+=CAUGHT
run ^vbd+++xvbnx+=run?
? ^zz++++=EXTRAWORD
Down ^rp++++=Down
the ^ati++++=the
stairs ^nns++++=stairs
into ^in++++=into
the ^ati++++=the
officers ^nns+nom+++=officers'
' ^zz++++=EXTRAWORD
arms ^nns++++=arms?
? ^zz++++=EXTRAWORD
Across ^in+pl+++=Across
the ^ati++++=the
roofs ^nns++++=roofs
with ^in++++=with
blood ^nn++++=blood
upon ^in++++=upon
his ^pp$+pp3+++=his
face ^nn++++=face?
? ^zz++++=EXTRAWORD
The ^ati++++=The
front ^jjb+atrb+++=front
door ^nn++++=door
burst ^vbd+++xvbn+=burst
open ^jj++++=open.
. ^zz++++=EXTRAWORD
Heavy ^jj+atrb+++=Heavy
feet ^nns++++=feet
entered ^vbd+++xvbn+=entered
the ^ati++++=the
hall ^nn++++=hall.
. ^zz++++=EXTRAWORD
Voices ^nns++++=Voices
spoke ^vbd+++xvbn+=spoke
quickly ^rb++++=quickly.
. ^zz++++=EXTRAWORD
A ^at++++=A
woman ^nn++++=woman
screamed ^vbd+++xvbn+=screamed
the ^ati++++=the
landlady ^nn++++=landlady
at ^rb++++=at
last ^rb"++++=last
and ^cc+phrs+++=and
immediately ^rb+tm+++=immediately
began ^vbd+++xvbn+=began
explaining ^vbg+vpub++xvbg+=explaining
that ^tht+vcmp+++=that
she ^pp3a+pp3+++=she
had ^vb+hv+aux++=had
always ^rb++splt++=always
distrusted ^vprf+++xvbnx+=distrusted
foreigners ^nns+nom+++=foreigners,
, ^zz++++=EXTRAWORD
bachelors ^nns++++=bachelors,
, ^zz++++=EXTRAWORD
newspaper ^nn+nom+++=newspaper
men ^nns++++=men,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
persons ^nns++++=persons
who ^whp+rel+subj++=who
paid ^vbd+++xvbn+=paid
rent ^nn++++=rent
irregularly ^jj++++=irregularly.
. ^zz++++=EXTRAWORD
" ^zz++++="This
this ^dt+dem+++=EXTRAWORD
way ^nn++++=way,
, ^zz++++=EXTRAWORD
officers ^nns+nom+++=officers!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
called ^xvbn+++xvbn+=called
another ^dt++++=another
voice ^nn++++=voice.
. ^zz++++=EXTRAWORD
Blake ^np++++=Blake
froze ^vbd+++xvbn+=froze.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
the ^ati++++=the
oily ^jj+atrb+++=oily
voice ^nn++++=voice
of ^in++++=of
the ^ati++++=the
stranger ^nn+nom+++=stranger.
. ^zz++++=EXTRAWORD
" ^zz++++="He
he ^pp3a+pp3+++=EXTRAWORD
is ^vbz+bez+vrb++=is
on ^in++++=on
the ^ati++++=the
third ^nn++++=third
floor ^nn++++=floor.
. ^zz++++=EXTRAWORD
Edward ^np++++=Edward
James ^np++++=James
Blake ^np++++=Blake."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
name ^nn++++=name
ascended ^vbd+++xvbn+=ascended
the ^ati++++=the
staircase ^nn++++=staircase
before ^cs+sub+++=before
the ^ati++++=the
men ^nns++++=men
did ^vbd+dod+vrb++=did,
, ^zz++++=EXTRAWORD
solemn ^jj++++=solemn
as ^in++++=as
an ^at++++=an
accusation ^nn+nom+++=accusation.
. ^zz++++=EXTRAWORD
Blake ^np++++=Blake
stepped ^vbd+++xvbn+=stepped
back ^jjb++++=back
into ^in++++=into
his ^pp$+pp3+++=his
room ^nn++++=room.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
shut ^vbd+++xvbnx+=shut
the ^ati++++=the
door ^nn++++=door,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then
at ^rb++++=at
once ^rb"+tm+++=once
opened ^vbd+++xvbn+=opened
it ^pp3+it+++=it
again ^rb+tm+++=again;
; ^zz++++=EXTRAWORD
a ^at++++=a
locked ^jj+atrb++xvbn+=locked
door ^nn++++=door
would ^md+prd+++=would
imply ^vb+vprv+++=imply
resistance ^nn+nom+++=resistance.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
looked ^vbd+++xvbnx+=looked
at ^rb++++=at
the ^ati++++=the
knife ^nn++++=knife.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
lay ^vbd+++xvbn+=lay
in ^in++++=in
full ^jj+atrb+++=full
gaslight ^nn+++??+=gaslight.
. ^zz++++=EXTRAWORD
The ^ati++++=The
blood ^nn++++=blood
upon ^in++++=upon
it ^pp3+it+++=it
glistened ^vbd+++xvbn+=glistened.
. ^zz++++=EXTRAWORD
Footsteps ^nns++++=Footsteps
mounted ^vbd+++xvbn+=mounted.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
tried ^vbd+++xvbnx+=tried
to ^to+vcmp+++=to
form ^vbi++++=form
a ^at++++=a
statement ^nn+nom+++=statement.
. ^zz++++=EXTRAWORD
" ^zz++++="My
my ^pp$+pp1+++=EXTRAWORD
name ^nn++++=name
is ^vbz+bez+vrb++=is
Edward ^np++++=Edward
James ^np++++=James
Blake ^np++++=Blake.
. ^zz++++=EXTRAWORD
A ^at++++=A
man ^nn++++=man
came ^vbd+++xvbn+=came
here ^rn+pl+++=here
" ^zz++++="
No ^at++++=No.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
was ^vbd+bedz+aux++=was
writing ^vbg+++xvbgx+=writing
when ^wrb+who+++=when
an ^at++++=an
unknown ^jj+atrb+++=unknown
person ^nn++++=person
offered ^vbd+++xvbn+=offered
me ^pp1o+pp1+++=me
ten ^cd++++=ten
thousand ^cd++++=thousand
dollars ^nns++++=dollars
" ^zz++++="
Absurd ^jj++++=Absurd.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
found ^vbd+vprv++xvbnx+=found
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Barclay ^np++++=Barclay
with ^in++++=with
his ^pp$+pp3+++=his
throat ^nn++++=throat
cut ^vbd+++xvbn+=cut
" ^zz++++="
That ^tht+rel+subj++=That
sounded ^vprf+++xvbn+=sounded
like ^in++++=like
confession ^nn++++=confession.
. ^zz++++=EXTRAWORD
The ^ati++++=The
steps ^nns++++=steps
reached ^vbd+++xvbn+=reached
the ^ati++++=the
second ^od++++=second
landing ^nvbg+++xvbg+=landing.
. ^zz++++=EXTRAWORD
Blake ^np++++=Blake's
's ^$++++=EXTRAWORD
imagination ^nn+nom+++=imagination,
, ^zz++++=EXTRAWORD
trained ^j+++xvbn+=trained
upon ^in++++=upon
police ^nns++++=police
reports ^nns++++=reports
and ^cc++++=and
nourished ^vprf+++xvbn+=nourished
by ^in++++=by
sensational ^jj+atrb+++=sensational
newspapers ^nns+nom+++=newspapers,
, ^zz++++=EXTRAWORD
flung ^j+++xvbn+=flung
open ^jj++++=open
all ^abn++++=all
its ^pp$+it+++=its
gates ^nns++++=gates.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
saw ^vbd+vprv++xvbnx+=saw
the ^ati++++=the
police ^nns++++=police
court ^npl++++=court
crowded ^vbd+++xvbn+=crowded
with ^in++++=with
reporters ^nns+nom+++=reporters
who ^whp+rel+subj++=who
would ^md+prd+++=would
describe ^vb++++=describe
him ^pp3o+pp3+++=him
as ^in++++=as
" ^zz++++="the
the ^ati++++=EXTRAWORD
English ^jj+atrb+++=English
journalist ^nn+nom+++=journalist
of ^in++++=of
mysterious ^jj+atrb+++=mysterious
antecedents ^nns++++=antecedents."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
saw ^vbd+vprv++xvbnx+=saw
the ^ati++++=the
landlady ^nn++++=landlady
swearing ^vb+++xvbg+=swearing
that ^tht+vcmp+++=that
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
threatened ^vprf+++xvbnx+=threatened
Barclay ^np++++=Barclay
over ^in++++=over
a ^at++++=a
debt ^nn++++=debt.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
saw ^vbd+vprv++xvbnx+=saw
Leroux ^np+++??+=Leroux
and ^cc++++=and
Petersen ^np+++??+=Petersen
returning ^vwbg+++xvbg+=returning
with ^in++++=with
sausages ^nns+nom+++=sausages
to ^to++++=to
find ^vbi+vprv+tht0++=find
the ^ati++++=the
room ^nn++++=room
sealed ^vwbn+++xvbn+=sealed.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
saw ^vbd+vprv+tht0+xvbnx+=saw
the ^ati++++=the
knife ^nn++++=knife
produced ^vbd+++xvbn+=produced
before ^in++++=before
a ^at++++=a
jury ^nn++++=jury,
, ^zz++++=EXTRAWORD
the ^ati++++=the
stained ^jj+atrb++xvbn+=stained
gloves ^nns++++=gloves,
, ^zz++++=EXTRAWORD
the ^ati++++=the
notes ^nns++++=notes,
, ^zz++++=EXTRAWORD
the ^ati++++=the
blood ^nn++++=blood
upon ^in++++=upon
his ^pp$+pp3+++=his
face ^nn++++=face.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
saw ^vbd+vprv++xvbnx+=saw
the ^ati++++=the
death ^nn++++=death
chamber ^nn++++=chamber.
. ^zz++++=EXTRAWORD
" ^zz++++="No!"
no ^at++++=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
whispered ^vbd+vpub++xvbnx+=whispered.
. ^zz++++=EXTRAWORD
A ^at++++=A
shadow ^nn++++=shadow
crossed ^vbd+++xvbn+=crossed
the ^ati++++=the
threshold ^nn++++=threshold.
. ^zz++++=EXTRAWORD
Two ^cd++++=Two
uniformed ^jj+atrb+++=uniformed
policemen ^nns++++=policemen
entered ^vbd+++xvbn+=entered,
, ^zz++++=EXTRAWORD
followed ^vpbn+vprv++xvbn+=followed
by ^in++++=by
a ^at++++=a
broad ^jj+atrb+++=broad
detective ^nn++++=detective
with ^in++++=with
a ^at++++=a
brown ^jj+atrb+++=brown
moustache ^nn++++=moustache.
. ^zz++++=EXTRAWORD
Behind ^in+pl+++=Behind
them ^pp3o+pp3+++=them
stood ^vbd+++xvbn+=stood
the ^ati++++=the
mysterious ^jj+atrb+++=mysterious
visitor ^nn++++=visitor,
, ^zz++++=EXTRAWORD
still ^rb++++=still
holding ^vbg+vprv++xvbg+=holding
the ^ati++++=the
black ^jj+atrb+++=black
bag ^nn++++=bag.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
face ^nn++++=face
was ^vbd+bedz+vrb++=was
no ^at++++=no
longer ^rbr++++=longer
concealed ^jj+++xvbn+=concealed.
. ^zz++++=EXTRAWORD
The ^ati++++=The
right ^jj+atrb+++=right
cheek ^nn++++=cheek
and ^cc++++=and
beard ^nn++++=beard
were ^vbd+bed+aux++=were
smeared ^vpsv++agls+xvbnx+=smeared
with ^in++++=with
blood ^nn++++=blood.
. ^zz++++=EXTRAWORD
" ^zz++++="There
there ^ex+pex+++=EXTRAWORD
he ^pp3a+pp3+++=he
is ^vbz+bez+vrb++=is,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
stranger ^jjr++++=stranger
calmly ^rb++++=calmly.
. ^zz++++=EXTRAWORD
The ^ati++++=The
officers ^nns+nom+++=officers
looked ^vbd+++xvbn+=looked
at ^rb++++=at
Blake ^np++++=Blake's
's ^$++++=EXTRAWORD
hands ^nns++++=hands,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then
at ^in++++=at
the ^ati++++=the
knife ^nn++++=knife.
. ^zz++++=EXTRAWORD
The ^ati++++=The
detective ^nn++++=detective's
's ^$++++=EXTRAWORD
expression ^nn++++=expression
changed ^vbd+++xvbn+=changed.
. ^zz++++=EXTRAWORD
" ^zz++++="Don't
do ^vb+do+aux++=EXTRAWORD
n't ^xnot++not++0=EXTRAWORD
move ^vb++++=move!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
can ^md+pos+++=can
explain ^vb+vpub+++=explain,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Blake ^np++++=Blake
cried ^vbd+++xvbn+=cried.
. ^zz++++=EXTRAWORD
" ^zz++++="Of
of ^in+emph+++=EXTRAWORD
course ^nn+emph"+++=course
you ^pp2+pp2+++=you
can ^md+pos+++=can."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="That
that ^dt+dem+++=EXTRAWORD
man ^nn++++=man
killed ^vbd+++xvbn+=killed
Barclay ^np++++=Barclay!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
stranger ^nn++++=stranger
raised ^vbd+++xvbn+=raised
his ^pp$+pp3+++=his
eyebrows ^nns++++=eyebrows
with ^in++++=with
an ^at++++=an
admirable ^jj+atrb+++=admirable
appearance ^nn+nom+++=appearance
of ^in++++=of
pain ^nn++++=pain.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
never ^rb++++=never
saw ^vbd+vprv++xvbn+=saw
him ^pp3o+pp3+++=him
before ^in++++=before
this ^dt+dem+++=this
evening ^nn++++=evening,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
came ^vbd+++xvbn+=came
here ^rn+pl+++=here
with ^in++++=with
money ^nn++++=money!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
came ^vbd+++xvbnx+=came
because ^cs+cos+++=because
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Barclay ^np++++=Barclay
sent ^vbd+++xvbn+=sent
for ^in++++=for
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
found ^vbd+vprv++xvbnx+=found
the ^ati++++=the
old ^jj+atrb+++=old
gentleman ^nn+nom+++=gentleman
dead ^jj++++=dead
and ^cc++++=and
this ^dt+dem+++=this
man ^nn++++=man
bending ^vwbg+++xvbg+=bending
over ^rp++++=over
him ^pp3o+pp3+++=him."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
is ^vbz+bez+vrb++=is
a ^at++++=a
lie ^nn++++=lie!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="He
he ^pp3a+pp3+++=EXTRAWORD
pursued ^vbd+++xvbnx+=pursued
me ^pp1o+pp1+++=me
downstairs ^jjb++++=downstairs
with ^in++++=with
the ^ati++++=the
knife ^nn++++=knife.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
escaped ^vbd+++xvbnx+=escaped
and ^cc+phrs+++=and
brought ^vbd+++xvbn+=brought
the ^ati++++=the
police ^nns++++=police."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="A
a ^at++++=EXTRAWORD
lie ^nn++++=lie
a ^at++++=a
monstrous ^jj+atrb+++=monstrous
lie ^nn++++=lie!
! ^zz++++=EXTRAWORD
The ^ati++++=The
knife ^nn++++=knife
was ^vbd+bedz+aux++=was
left ^vpsv++agls+xvbnx+=left
here ^rn+pl+++=here.
. ^zz++++=EXTRAWORD
The ^ati++++=The
gloves ^nns++++=gloves
are ^vb+ber+vrb++=are
his ^pp$+pp3+++=his.
. ^zz++++=EXTRAWORD
Look ^vb++++=Look
at ^rb++++=at
his ^pp$+pp3+++=his
face ^nn++++=face!
! ^zz++++=EXTRAWORD
There ^ex+pex+++=There
is ^vbz+bez+vrb++=is
blood ^nn++++=blood
upon ^in++++=upon
it ^pp3+it+++=it."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
visitor ^nn++++=visitor
touched ^vbd+++xvbn+=touched
his ^pp$+pp3+++=his
cheek ^nn++++=cheek
as ^cs+sub+++=as
though ^cs+sub+++=though
discovering ^vbg+vprv++xvbg+=discovering
the ^ati++++=the
stain ^nn++++=stain
for ^in++++=for
the ^ati++++=the
first ^od++++=first
time ^nn++++=time.
. ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
prisoner ^nn+nom+++=prisoner
struck ^vbd+++xvbn+=struck
me ^pp1o+pp1+++=me
when ^wrb+who+++=when
I ^pp1a+pp1+++=I
tried ^vbd+++xvbnx+=tried
to ^to+vcmp+++=to
stop ^vbi++++=stop
him ^pp3o+pp3+++=him."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Prisoner!"
prisoner ^nn+nom+++=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Blake ^np++++=Blake
repeated ^vbd+++xvbn+=repeated.
. ^zz++++=EXTRAWORD
The ^ati++++=The
word ^nn++++=word
seemed ^vbd+seem++xvbn+=seemed
to ^to+vcmp+++=to
close ^vbi++++=close
iron ^nn++++=iron
around ^rp++++=around
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
The ^ati++++=The
detective ^nn++++=detective
picked ^vbd+++xvbn+=picked
up ^rp++++=up
one ^cd1++++=one
glove ^nn++++=glove
by ^in++++=by
its ^pp$+it+++=its
clean ^jj+atrb+++=clean
edge ^nn++++=edge.
. ^zz++++=EXTRAWORD
" ^zz++++="These
these ^dt+dem+++=EXTRAWORD
yours ^pp$$++++=yours?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
asked ^vbd+vsua++xvbnx+=asked
Blake ^np++++=Blake.
. ^zz++++=EXTRAWORD
" ^zz++++="No."
no ^at++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="They
they ^pp3a+pp3+++=EXTRAWORD
fit ^vb++++=fit
you ^pp2+pp2+++=you?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
do ^vb+do+aux++=do
not ^xnot++not++=not
know ^vb+vprv+++=know."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Try
try ^vb++++=EXTRAWORD
one ^pn++++=one."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
will ^md+prd+++=will
not ^xnot++not++=not!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
stranger ^nn+nom+++=stranger
gave ^vbd+++xvbn+=gave
a ^at++++=a
slight ^jj+atrb+++=slight
sigh ^nn++++=sigh.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
see ^vb+vprv+++=see,
, ^zz++++=EXTRAWORD
officer ^nn++++=officer?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Search
search ^nn++++=EXTRAWORD
him ^pp3o+pp3+++=him,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
detective ^nn++++=detective.
. ^zz++++=EXTRAWORD
A ^at++++=A
policeman ^nn+nom+++=policeman
seized ^vbd+++xvbn+=seized
Blake ^np++++=Blake's
's ^$++++=EXTRAWORD
arm ^vb++++=arm.
. ^zz++++=EXTRAWORD
Another ^dt++++=Another
thrust ^vwbn+++xvbn+=thrust
a ^at++++=a
hand ^nn++++=hand
into ^in++++=into
his ^pp$+pp3+++=his
coat ^nn++++=coat
and ^cc++++=and
drew ^vbd+++xvbn+=drew
out ^rb+phrv+++=out
a ^at++++=a
packet ^nn++++=packet
of ^in++++=of
new ^jj+atrb+++=new
bills ^nns++++=bills.
. ^zz++++=EXTRAWORD
Blake ^np++++=Blake
stared ^vbd+++xvbn+=stared
at ^rb++++=at
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
The ^ati++++=The
pocket ^nn++++=pocket
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
empty ^jj++++=empty
an ^at++++=an
hour ^nn++++=hour
before ^in+strn+++=before.
. ^zz++++=EXTRAWORD
" ^zz++++="Barclay's
barclay ^np++++=EXTRAWORD
's ^$++++=EXTRAWORD
money ^nn++++=money,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
stranger ^nn+nom+++=stranger.
. ^zz++++=EXTRAWORD
" ^zz++++="No!
no ^at++++=EXTRAWORD
! ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+aux++=was
planted ^vpsv++agls+xvbnx+=planted
there ^rn+pl+++=there."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="How
how ^wrb+who+++=EXTRAWORD
much ^rb++++=much?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
asked ^vbd+vsua++xvbn+=asked
the ^ati++++=the
detective ^nn++++=detective.
. ^zz++++=EXTRAWORD
The ^ati++++=The
officer ^npt++++=officer
counted ^vbd+++xvbn+=counted
rapidly ^rb++++=rapidly.
. ^zz++++=EXTRAWORD
The ^ati++++=The
notes ^nns++++=notes
crackled ^vbd+++xvbn+=crackled
between ^in++++=between
his ^pp$+pp3+++=his
fingers ^nns+nom+++=fingers
with ^in++++=with
a ^at++++=a
sound ^nn++++=sound
like ^in++++=like
dry ^jj+atrb+++=dry
laughter ^nn+nom+++=laughter.
. ^zz++++=EXTRAWORD
" ^zz++++="Five
five ^cd++++=EXTRAWORD
thousand ^cd++++=thousand."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
detective ^nn++++=detective
whistled ^vbd+++xvbn+=whistled.
. ^zz++++=EXTRAWORD
" ^zz++++="There
there ^ex+pex+++=EXTRAWORD
were ^vbd+bed+vrb++=were
ten ^cd++++=ten
thousand ^cd++++=thousand,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Blake ^np++++=Blake
said ^vbd+vpub++xvbn+=said
wildly ^rb++++=wildly.
. ^zz++++=EXTRAWORD
" ^zz++++="He
he ^pp3a+pp3+++=EXTRAWORD
offered ^vbd+++xvbnx+=offered
me ^pp1o+pp1+++=me
ten ^cd++++=ten
thousand ^cd++++=thousand.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
asked ^vbd+vsua++xvbnx+=asked
for ^in+ppvb+++=for
a ^at++++=a
receipt ^nn++++=receipt.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
went ^vbd+++xvbnx+=went
to ^to++++=to
get ^vbi++++=get
Barclay ^np++++=Barclay
as ^in++++=as
a ^at++++=a
witness ^nns+nom+++=witness,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
found ^vbd+vprv++xvbn+=found
him ^pp3o+pp3+++=him
dead ^jj++++=dead.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
I ^pp1a+pp1+++=I
returned ^vbd+++xvbnx+=returned,
, ^zz++++=EXTRAWORD
this ^dt+dem+++=this
man ^nn++++=man
was ^vbd+bedz+aux++=was
gone ^vpsv++agls+xvbnx+=gone."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="But
but ^cc++++=EXTRAWORD
I ^pp1a+pp1+++=I
am ^vb+bem+vrb++=am
here ^rn+pl+++=here,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
the ^ati++++=the
stranger ^nn+nom+++=stranger.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
came ^vbd+++xvbn+=came
back ^jjb++++=back
with ^in++++=with
them ^pp3o+pp3+++=them!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Where
where ^wrb+who+++=EXTRAWORD
is ^vbz+bez+vrb++=is
the ^ati++++=the
receipt ^nn++++=receipt?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
asked ^vbd+vsua++xvbn+=asked
the ^ati++++=the
detective ^nn++++=detective.
. ^zz++++=EXTRAWORD
Blake ^np++++=Blake
held ^vbd+vprv++xvbn+=held
out ^rp+pl+++=out
the ^ati++++=the
torn ^xvbn+++xvbn+=torn
blank ^np++++=blank
paper ^nn++++=paper.
. ^zz++++=EXTRAWORD
" ^zz++++="This
this ^dt+dem+++=EXTRAWORD
this ^dt+pdem+++=this
was ^vbd+bedz+vrb++=was
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
The ^ati++++=The
writing ^jj+++xvbg+=writing
has ^vbz+hvz+aux++=has
vanished ^vprf+++xvbnx+=vanished."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
policemen ^nns++++=policemen
looked ^vbd+++xvbn+=looked
at ^rb++++=at
one ^cd1++++=one
another ^dt++++=another.
. ^zz++++=EXTRAWORD
Blake ^np++++=Blake
heard ^vbd+vprv++xvbn+=heard
his ^pp$+pp3+++=his
own ^ap++++=own
explanation ^nn+nom+++=explanation
as ^ql++++=as
they ^pp3a+pp3+++=they
heard ^vbd+vprv+tht0+xvbnx+=heard
it ^pp3+it+++=it:
: ^zz++++=EXTRAWORD
impossible ^jj++++=impossible,
, ^zz++++=EXTRAWORD
childish ^jj++++=childish,
, ^zz++++=EXTRAWORD
the ^ati++++=the
desperate ^jj+atrb+++=desperate
invention ^nn+nom+++=invention
of ^in++++=of
a ^at++++=a
man ^nn++++=man
trapped ^vbd+++xvbn+=trapped
beyond ^in++++=beyond
hope ^nn++++=hope.
. ^zz++++=EXTRAWORD
The ^ati++++=The
detective ^nn++++=detective
bent ^vbd+++xvbn+=bent
toward ^in++++=toward
the ^ati++++=the
blood ^nn++++=blood-smeared
- ^zz++++=EXTRAWORD
smeared ^jj+++xvbn+=EXTRAWORD
handle ^vb++++=handle.
. ^zz++++=EXTRAWORD
" ^zz++++="Prints
prints ^nns++++=EXTRAWORD
will ^md+prd+++=will
be ^vb+be+vrb++=be
on ^in++++=on
that ^dt+pdem+++=that,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="Yes!"
yes ^uh++++=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
cried ^vbd+++xvbn+=cried
Blake ^np++++=Blake.
. ^zz++++=EXTRAWORD
" ^zz++++="His
his ^pp$+pp3+++=EXTRAWORD
prints ^nns++++=prints."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Whose?"
whose ^whp+who+++=EXTRAWORD
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
murderer ^nn+nom+++=murderer's."
's." ^nn+++??+=EXTRAWORD
" ^zz++++="But
but ^cc++++=EXTRAWORD
he ^pp3a+pp3+++=he
wore ^vbd+++xvbnx+=wore
gloves ^nns++++=gloves,
, ^zz++++=EXTRAWORD
according ^in+cmpx+++=according
to ^in"++++=to
you ^pp2+pp2+++=you."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Blake ^np++++=Blake
turned ^vbd+++xvbn+=turned
toward ^in++++=toward
