Cold ^jj++++=Cold?
Her ^pp$+pp3+++=Her
hands ^nns++++=hands
clutched ^vbd+++xvbn+=clutched
the ^ati++++=the
blue ^jj+atrb+++=blue
coat ^nn++++=coat,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
sound ^nn++++=sound
came ^vbd+++xvbn+=came
out ^rb+phrv+++=out
of ^in+ppvb+++=of
her ^pp$+pp3+++=her
unlike ^in++++=unlike
anything ^pn++++=anything
we ^pp1a+pp1+++=we
had ^vb+hv+aux++=had
ever ^rb++splt++=ever
heard ^vprf+++xvbnx+=heard
from ^in++++=from
Annie ^np+++??+=Annie
Black ^np++++=Black.
. ^zz++++=EXTRAWORD
Naturally ^rb+cnj+++=Naturally,
, ^zz++++=EXTRAWORD
none ^pn++++=none
of ^in++++=of
us ^pp1o+pp1+++=us
watched ^vbd+++xvbn+=watched.
. ^zz++++=EXTRAWORD
Shorty ^np++++=Shorty
discovered ^vbd+vprv++xvbn+=discovered
urgent ^jj+atrb+++=urgent
business ^nns+nom+++=business
with ^in++++=with
the ^ati++++=the
stovepipe ^nn+++??+=stovepipe.
. ^zz++++=EXTRAWORD
Dutch ^nn++++=Dutch
Henry ^np++++=Henry
examined ^vwbn+++xvbn+=examined
the ^ati++++=the
weather ^nn++++=weather
through ^in++++=through
a ^at++++=a
wall ^nn++++=wall
without ^in++++=without
a ^at++++=a
window ^nn++++=window.
. ^zz++++=EXTRAWORD
French ^jj+atrb+++=French
Pete ^np++++=Pete
swore ^vbd+vpub+tht0+xvbn+=swore
he ^pp3a+pp3+++=he
had ^vb+hv+vrb++=had
smoke ^nn++++=smoke
in ^in++++=in
both ^abx++++=both
eyes ^nns++++=eyes,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
the ^ati++++=the
stove ^nn++++=stove
was ^vbd+bedz+aux++=was
drawing ^vbg+++xvbgx+=drawing
beautiful ^jj++++=beautiful.
. ^zz++++=EXTRAWORD
Tallow ^np+++??+=Tallow-Face
- ^zz++++=EXTRAWORD
face ^nn++++=EXTRAWORD
blew ^vbd+++xvbn+=blew
his ^pp$+pp3+++=his
nose ^nn++++=nose
with ^in++++=with
a ^at++++=a
report ^vb++++=report
that ^tht+vcmp+++=that
shook ^vbd+++xvbn+=shook
snow ^nn++++=snow
off ^in+pl+++=off
the ^ati++++=the
roof ^nn++++=roof.
. ^zz++++=EXTRAWORD
As ^in++++=As
for ^in"++++=for
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
was ^vbd+bedz+aux++=was
studying ^vbg+++xvbgx+=studying
a ^at++++=a
crack ^nn++++=crack
in ^in++++=in
the ^ati++++=the
floor ^nn++++=floor,
, ^zz++++=EXTRAWORD
being ^vbg+beg++xvbg+=being
interested ^jj++++=interested
in ^in++++=in
geology ^nn++++=geology.
. ^zz++++=EXTRAWORD
Ole ^np+++??+=Ole
Lund ^np+++??+=Lund
waited ^vbd+++xvbn+=waited
till ^cs+sub+++=till
the ^ati++++=the
first ^rb++++=first
emotional ^jj++++=emotional
stampede ^vb+++??+=stampede
eased ^vbd+++xvbn+=eased.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
he ^pp3a+pp3+++=he
reached ^vbd+++xvbnx+=reached
under ^in++++=under
his ^pp$+pp3+++=his
mattress ^nns+nom+++=mattress
and ^cc++++=and
drew ^vbd+++xvbn+=drew
out ^rb+phrv+++=out
the ^ati++++=the
folded ^jj+++xvbn+=folded
court ^npl++++=court
papers ^nns++++=papers.
. ^zz++++=EXTRAWORD
" ^zz++++="Miss
miss ^npt++++=EXTRAWORD
Eleanor ^np++++=Eleanor,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
says ^vbz+vpub+++=says,
, ^zz++++=EXTRAWORD
" ^zz++++="your
your ^pp$+pp2+++=EXTRAWORD
mother ^nn++++=mother
also ^rb++++=also
make ^vb++++=make
one ^cd1++++=one
mistake ^nn++++=mistake."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Annie ^np+++??+=Annie
lifted ^vbd+++xvbn+=lifted
her ^pp3o+pp3+++=her
head ^jjb++++=head.
. ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+whq++=EXTRAWORD
are ^vb+ber+aux++=are
you ^pp2+pp2+++=you
doing ^vbg+++xvbg+=doing?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Ole ^np+++??+=Ole
tore ^vbd+++xvbn+=tore
the ^ati++++=the
judgment ^nn+nom+++=judgment
in ^in++++=in
half ^nn++++=half.
. ^zz++++=EXTRAWORD
" ^zz++++="De
de ^&fw++++=EXTRAWORD
fraction ^nn+nom+++=fraction
on ^in++++=on
Moosehide ^np+++??+=Moosehide
it ^pp3+it+++=it
belongs ^vbz++++=belongs
to ^in++++=to
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Bradshaw ^np++++=Bradshaw."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
can ^md+pos+++=can't
n't ^xnot++not++0=EXTRAWORD
give ^vb++++=give
it ^pp3+it+++=it
away ^rp+pl+++=away,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Annie ^np+++??+=Annie
snapped ^vbd+++xvbn+=snapped,
, ^zz++++=EXTRAWORD
tears ^nns++++=tears
still ^rb+atrb+++=still
running ^jj+++xvbg+=running
and ^cc++++=and
her ^pp$+pp3+++=her
voice ^nn++++=voice
trying ^vwbg+++xvbg+=trying
desperate ^jj++++=desperate
to ^to++++=to
get ^vbi++++=get
its ^pp$+it+++=its
old ^jj+atrb+++=old
boots ^nns++++=boots
on ^in+strn+++=on.
. ^zz++++=EXTRAWORD
" ^zz++++="Lars
lars ^np++++=EXTRAWORD
owns ^vbz++++=owns
half ^nn++++=half."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Lars ^np+++??+=Lars
spoke ^vbd+++xvbn+=spoke
from ^in++++=from
the ^ati++++=the
bunk ^nn++++=bunk.
. ^zz++++=EXTRAWORD
" ^zz++++="Yah,"
yah ^nn+++??+=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
says ^vbz+vpub+++=says
faintly ^rb++++=faintly.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
give ^vb++++=give
my ^pp$+pp1+++=my
half ^abn++++=half
too ^ql++++=too."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You'll
you ^pp2+pp2+++=EXTRAWORD
'll ^md+prd+++0=EXTRAWORD
do ^vb+do+vrb++=do
no ^at++++=no
such ^abl++++=such
fool ^jjb+atrb+++=fool
thing ^nn++++=thing."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Ole ^np+++??+=Ole
smiled ^vbd+++xvbn+=smiled.
. ^zz++++=EXTRAWORD
" ^zz++++="Ve
ve ^nn+++??+=EXTRAWORD
already ^rb++++=already
sign ^vb++++=sign
transfer ^nn+nom+++=transfer.
. ^zz++++=EXTRAWORD
Billy ^np++++=Billy
and ^cc++++=and
others ^aps++++=others
witness ^nns+nom+++=witness."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
That ^dt+pdem+++=That
was ^vbd+bedz+vrb++=was
news ^nn++++=news
to ^in++++=to
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
I ^pp1a+pp1+++=I
caught ^vbd+++xvbnx+=caught
up ^rp++++=up
rapid ^jj++++=rapid.
. ^zz++++=EXTRAWORD
" ^zz++++="Legally
legally ^rb++++=EXTRAWORD
executed ^vbd+++xvbn+=executed,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
says ^vbz+vpub+tht0++=says
I ^pp1a+pp1+++=I.
. ^zz++++=EXTRAWORD
" ^zz++++="Full
full ^jj++++=EXTRAWORD
of ^in++++=of
whereases ^nns+++??+=whereases,
, ^zz++++=EXTRAWORD
aforesaids ^nns+++??+=aforesaids,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
mining ^nn++++=mining
replications ^nns+nom+++=replications."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Shorty ^np++++=Shorty
nodded ^vbd+++xvbn+=nodded.
. ^zz++++=EXTRAWORD
" ^zz++++="Ironclad."
ironclad ^nn+++??+=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="De
de ^&fw++++=EXTRAWORD
pay ^vb++++=pay-streak
- ^zz++++=EXTRAWORD
streak ^nn++++=EXTRAWORD
is ^vbz+bez+vrb++=is
rich ^jj+pred+++=rich,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Ole ^np+++??+=Ole
told ^vbd+vpub++xvbn+=told
Eleanor ^np++++=Eleanor.
. ^zz++++=EXTRAWORD
" ^zz++++="Your
your ^pp$+pp2+++=EXTRAWORD
mother ^nn++++=mother
owns ^vbz++++=owns
good ^jj++++=good
mine ^pp$$++++=mine
now ^rn+tm+++=now."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Annie ^np+++??+=Annie
glared ^vbd+++xvbn+=glared
around ^in++++=around
the ^ati++++=the
room ^nn++++=room.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
miserable ^jj+atrb+++=miserable
conspiracy ^nn+nom+++=conspiracy
of ^in++++=of
liars ^nns++++=liars."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Yes,
yes ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
ma ^npt++++=ma'am,"
'am," ^nn+++??+=EXTRAWORD
says ^vbz+vpub+tht0++=says
I ^pp1a+pp1+++=I,
, ^zz++++=EXTRAWORD
" ^zz++++="but
but ^cc++++=EXTRAWORD
notice ^nn++++=notice
the ^ati++++=the
improved ^jj+atrb++xvbn+=improved
social ^jj+atrb+++=social
purpose ^nn++++=purpose."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
looked ^vbd+++xvbnx+=looked
at ^rb++++=at
Ole ^np+++??+=Ole,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then
Lars ^np+++??+=Lars,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then
at ^rb++++=at
us ^pp1o+pp1+++=us.
. ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
anger ^nn++++=anger
shook ^vbd+++xvbn+=shook,
, ^zz++++=EXTRAWORD
cracked ^j+++xvbn+=cracked,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
fell ^vpsv++agls+xvbn+=fell
to ^in++++=to
pieces ^nns++++=pieces.
. ^zz++++=EXTRAWORD
What ^wdt+who+++=What
remained ^vbd+++xvbn+=remained
underneath ^in+pl+++=underneath
was ^vbd+bedz+vrb++=was
a ^at++++=a
woman ^nn++++=woman
none ^rb++++=none
of ^in++++=of
us ^pp1o+pp1+++=us
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
properly ^rb++splt++=properly
introduced ^xvbn+++xvbn+=introduced
to ^in+strn+++=to.
. ^zz++++=EXTRAWORD
" ^zz++++="Why?"
why ^wrb+who+++=EXTRAWORD
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
asked ^vbd+vsua++xvbnx+=asked.
. ^zz++++=EXTRAWORD
Ole ^np+++??+=Ole
held ^vbd+vprv++xvbn+=held
up ^rp++++=up
his ^pp$+pp3+++=his
bandaged ^jj+atrb++xvbn+=bandaged
hands ^nns++++=hands.
. ^zz++++=EXTRAWORD
" ^zz++++="Because
because ^cs+cos+++=EXTRAWORD
papers ^nns++++=papers
ai ^vb+be+++=ain't
n't ^xnot++not++0=EXTRAWORD
all ^rb++++=all."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Eleanor ^np++++=Eleanor
kissed ^vbd+++xvbn+=kissed
her ^pp$+pp3+++=her
mother ^nn++++=mother's
's ^$++++=EXTRAWORD
cheek ^nn++++=cheek.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
did ^vbd+dod+aux++=didn't
n't ^xnot++not++0=EXTRAWORD
come ^vb++++=come
for ^in+ppvb+++=for
a ^at++++=a
mine ^nn++++=mine,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
says ^vbz+vpub+++=says.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
came ^vbd+++xvbnx+=came
for ^in+ppvb+++=for
you ^pp2+pp2+++=you."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Well ^rb+cnj+++=Well,
, ^zz++++=EXTRAWORD
that ^cs+sub+++=that
finished ^jj+++xvbn+=finished
us ^pp1o+pp1+++=us.
. ^zz++++=EXTRAWORD
Shorty ^np++++=Shorty
kicked ^vbd+++xvbn+=kicked
the ^ati++++=the
woodbox ^nn+++??+=woodbox
and ^cc++++=and
swore ^vpsv++agls+xvbn+=swore
at ^in++++=at
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
French ^jj+atrb+++=French
Pete ^np++++=Pete
commenced ^vwbn+++xvbn+=commenced
polishing ^vbg+++xvbg+=polishing
the ^ati++++=the
same ^ap++++=same
tin ^nn++++=tin
cup ^nn++++=cup
inside ^jjb++++=inside
and ^cc++++=and
out ^rp+pl+++=out.
. ^zz++++=EXTRAWORD
Sims ^np+++??+=Sims
went ^vbd+++xvbn+=went
outdoors ^nns+pl+++=outdoors
bareheaded ^vbd+++xvbn+=bareheaded,
, ^zz++++=EXTRAWORD
claiming ^vbg+vpub+tht0+xvbg+=claiming
the ^ati++++=the
dogs ^nns++++=dogs
required ^vbd+++xvbn+=required
immediate ^jj+atrb+++=immediate
moral ^jj+atrb+++=moral
supervision ^nn++++=supervision.
. ^zz++++=EXTRAWORD
Even ^rb++++=Even
Annie ^np+++??+=Annie
laughed ^vbd+++xvbn+=laughed
while ^cs+sub+++=while
she ^pp3a+pp3+++=she
cried ^vbd+++xvbnx+=cried,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
is ^vbz+bez+vrb++=is
a ^at++++=a
confusing ^jj+atrb++xvbg+=confusing
performance ^nn+nom+++=performance
and ^cc++++=and
dangerous ^jj++++=dangerous
to ^in++++=to
witnesses ^nns+nom+++=witnesses.
. ^zz++++=EXTRAWORD
That ^tht+vcmp+++=That
night ^nn++++=night
we ^pp1a+pp1+++=we
had ^vb+hv+vrb++=had
a ^at++++=a
celebration ^nn+nom+++=celebration.
. ^zz++++=EXTRAWORD
Nothing ^pn++++=Nothing
elaborate ^jj+atrb+++=elaborate
beans ^nns++++=beans,
, ^zz++++=EXTRAWORD
bacon ^np++++=bacon,
, ^zz++++=EXTRAWORD
sourdough ^nn+++??+=sourdough
biscuits ^nns++++=biscuits,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
bottle ^nn++++=bottle
Tallow ^np+++??+=Tallow-Face
- ^zz++++=EXTRAWORD
face ^nn++++=EXTRAWORD
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
preserving ^vbg+++xvbgx+=preserving
for ^in++++=for
medicinal ^jj+atrb+++=medicinal
emergencies ^nns+++??+=emergencies.
. ^zz++++=EXTRAWORD
Lars ^np+++??+=Lars
drank ^vbd+++xvbn+=drank
broth ^nn++++=broth;
; ^zz++++=EXTRAWORD
Ole ^np+++??+=Ole
had ^vb+hv+vrb++=had
one ^cd1++++=one
spoonful ^nn+nom+++=spoonful
of ^in++++=of
whisky ^nn++++=whisky;
; ^zz++++=EXTRAWORD
the ^ati++++=the
minister ^npt+nom+++=minister
made ^vbd+++xvbn+=made
a ^at++++=a
speech ^nn++++=speech;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Annie ^np+++??+=Annie
sat ^vbd+++xvbn+=sat
beside ^in+pl+++=beside
her ^pp$+pp3+++=her
daughter ^nn+nom+++=daughter
with ^in++++=with
their ^pp$+pp3+++=their
hands ^nns++++=hands
locked ^vbd+++xvbn+=locked
under ^in++++=under
the ^ati++++=the
table ^nn++++=table
like ^in++++=like
two ^cd++++=two
claim ^nn++++=claim
partners ^nns+nom+++=partners
afraid ^jj++++=afraid
somebody ^pn++++=somebody
might ^md+pos+++=might
jump ^vb++++=jump
the ^ati++++=the
title ^nn++++=title.
. ^zz++++=EXTRAWORD
Did ^vbd+dod+vrb++=Did
Annie ^np+++??+=Annie
change ^nn++++=change
after ^in++++=after
that ^dt+pdem+++=that?
? ^zz++++=EXTRAWORD
Not ^xnot++not++=Not
foolishly ^rb++++=foolishly.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
married ^vbd+++xvbnx+=married
no ^at++++=no
millionaire ^nn++++=millionaire,
, ^zz++++=EXTRAWORD
grew ^j+++xvbn+=grew
no ^at++++=no
dimples ^nns++++=dimples,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
never ^rb++++=never
learned ^vb+++xvbn+=learned
to ^to+vcmp+++=to
suffer ^vbi++++=suffer
idiots ^nns+++??+=idiots
with ^in++++=with
Christian ^jj+atrb+++=Christian
enthusiasm ^nn++++=enthusiasm.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
worked ^vbd+++xvbnx+=worked
the ^ati++++=the
Lund ^np+++??+=Lund
fraction ^nn+nom+++=fraction
under ^in++++=under
the ^ati++++=the
name ^nn++++=name
Bradshaw ^np+++??+=Bradshaw
Discovery ^nn+nom+++=Discovery
and ^cc++++=and
took ^vbd+++xvbn+=took
out ^rp+pl+++=out
enough ^dt++++=enough
gold ^nn++++=gold
to ^to++++=to
build ^vbi++++=build
a ^at++++=a
house ^nn++++=house
for ^in++++=for
Eleanor ^np++++=Eleanor
and ^cc++++=and
herself ^ppl+pp3+++=herself.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
sued ^vbd+++xvbnx+=sued
the ^ati++++=the
lumber ^vb++++=lumber
company ^nn++++=company
over ^in++++=over
warped ^jj+atrb++xvbn+=warped
boards ^nns++++=boards,
, ^zz++++=EXTRAWORD
the ^ati++++=the
freighter ^nn++++=freighter
over ^in++++=over
damaged ^vprf+++xvbn+=damaged
machinery ^nn+nom+++=machinery,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
me ^pp1o+pp1+++=me
over ^in++++=over
a ^at++++=a
boundary ^nn+nom+++=boundary
ditch ^nn++++=ditch
though ^cs+sub+++=though
she ^pp3a+pp3+++=she
dropped ^vbd+++xvbnx+=dropped
my ^pp$+pp1+++=my
case ^nn++++=case
after ^cs+sub+++=after
proving ^xvbg+++xvbg+=proving
she ^pp3a+pp3+++=she
could ^md+pos+++=could
win ^vb++++=win
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
folks ^nns++++=folks
called ^vbd+++xvbn+=called
her ^pp3o+pp3+++=her
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Bradshaw ^np++++=Bradshaw
from ^in++++=from
then ^rn+tm+++=then
on ^in+strn+++=on.
. ^zz++++=EXTRAWORD
Even ^rb++++=Even
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
Because ^cs+cos+++=Because
there ^ex+pex+++=there
are ^vb+ber+vrb++=are
names ^nns++++=names
a ^at++++=a
person ^nn++++=person
wears ^vbz++++=wears
like ^in++++=like
a ^at++++=a
trail ^nn++++=trail
coat ^nn++++=coat
blackened ^jj++++=blackened,
, ^zz++++=EXTRAWORD
torn ^j+++xvbn+=torn,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
fitted ^vbd+++xvbn+=fitted
to ^in++++=to
bad ^jj+atrb+++=bad
weather ^nn++++=weather
and ^cc++++=and
there ^ex+pex+++=there
are ^vb+ber+aux++=are
names ^nns++++=names
cached ^vbd+++xvbn+=cached
underneath ^in+strn+++=underneath,
, ^zz++++=EXTRAWORD
clean ^jj++++=clean
and ^cc+phrs+++=and
waiting ^jj+++xvbg+=waiting.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
took ^vbd+++xvbn+=took
a ^at++++=a
blizzard ^nn++++=blizzard,
, ^zz++++=EXTRAWORD
two ^cd++++=two
freezing ^nn++++=freezing
Swedes ^nn++++=Swedes,
, ^zz++++=EXTRAWORD
six ^cd++++=six
frightened ^jj+atrb++xvbn+=frightened
men ^nns++++=men,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
one ^cd1++++=one
girl ^nn++++=girl
in ^in++++=in
a ^at++++=a
blue ^jj+atrb+++=blue
coat ^nn++++=coat
to ^to++++=to
uncover ^vbi++++=uncover
Annie ^np+++??+=Annie's.
's. ^nn+++??+=EXTRAWORD
Sentimental ^jj++++=Sentimental?
? ^zz++++=EXTRAWORD
Not ^xnot++not++=Not
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
only ^rb+down+++=only
say ^vb+vpub+++=say
that ^tht+vcmp+++=that
when ^wrb+who+++=when
Eleanor ^np++++=Eleanor
held ^vbd+vprv+tht0+xvbn+=held
her ^pp$+pp3+++=her
and ^cc++++=and
Ole ^np+++??+=Ole
handed ^vbd+++xvbn+=handed
over ^rb+phrv+++=over
that ^dt+dem+++=that
claim ^nn++++=claim,
, ^zz++++=EXTRAWORD
something ^pn++++=something
fetched ^vbd+++xvbn+=fetched
loose ^jj++++=loose
inside ^jjb++++=inside
the ^ati++++=the
whole ^jj+atrb+++=whole
bunch ^nn++++=bunch
of ^in++++=of
us ^pp1o+pp1+++=us
heartstrings ^nns+++??+=heartstrings,
, ^zz++++=EXTRAWORD
likely ^jj++++=likely
snapping ^jj+++xvbg+=snapping
like ^in++++=like
banjo ^nn+++??+=banjo
wires ^nns++++=wires
in ^in++++=in
hard ^jj+atrb+++=hard
frost ^np++++=frost.
. ^zz++++=EXTRAWORD
For ^in++++=For
a ^at++++=a
minute ^nn++++=minute
Black ^jj+atrb+++=Black
Spruce ^nn++++=Spruce
Road ^nn++++=Road-house
- ^zz++++=EXTRAWORD
house ^npl++++=EXTRAWORD
felt ^vbd+vprv++xvbn+=felt
warm ^jj++++=warm
beyond ^in++++=beyond
the ^ati++++=the
stove ^nn++++=stove's
's ^$++++=EXTRAWORD
capacity ^nn+nom+++=capacity,
, ^zz++++=EXTRAWORD
like ^in++++=like
Christmas ^np++++=Christmas,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
mail ^nn++++=mail
from ^in++++=from
home ^nr++++=home,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
striking ^vbg+++xvbg+=striking
pay ^nn++++=pay
after ^cs+sub+++=after
you ^pp2+pp2+++=you'd
'd ^vbd+hvd+aux++0=EXTRAWORD
spent ^vprf+++xvbnx+=spent
your ^pp$+pp2+++=your
last ^rb++++=last
grubstake ^nn+++??+=grubstake.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
if ^cs+cnd+++=if
I ^pp1a+pp1+++=I
wiped ^vbd+++xvbnx+=wiped
my ^pp$+pp1+++=my
eyes ^nns++++=eyes,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
smoke ^nn++++=smoke.
. ^zz++++=EXTRAWORD
that ^dt+dem+++=That
stove ^nn++++=stove
never ^rb++++=never
did ^vbd+dod+aux++=did
draw ^vb++++=draw
worth ^in++++=worth
a ^at++++=a
damn ^nn++++=damn.
. ^zz++++=EXTRAWORD
