# ^zz++++=##
# ^zz++++=EXTRAWORD
Jane ^np++++=Jane
you ^pp2+pp2+++=you
loved ^vbd+++xvbn+=loved
another ^dt++++=another
man ^nn++++=man."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
did ^vbd+dod+vrb++=did
not ^xnot++not++=not,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
says ^vbz+vpub+tht0++=says
I ^pp1a+pp1+++=I
quickly ^rb++++=quickly.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
let ^vbd+++xvbnx+=let
you ^pp2+pp2+++=you
infer ^vb++++=infer
it ^pp3+it+++=it."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Mattie ^np++++=Mattie's
's ^$++++=EXTRAWORD
eyes ^nns++++=eyes
grew ^vbd+++xvbn+=grew
round ^rb++++=round.
. ^zz++++=EXTRAWORD
" ^zz++++="Another
another ^dt++++=EXTRAWORD
man ^nn++++=man?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="She
she ^pp3a+pp3+++=EXTRAWORD
said ^vbd+vpub+tht0+xvbnx+=said
you ^pp2+pp2+++=you
had ^vbd+hvd+aux++=had
gone ^vprf+++xvbnx+=gone
to ^to++++=to
meet ^vbi++++=meet
him ^pp3o+pp3+++=him."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
said ^vbd+vpub+tht0+xvbnx+=said
you ^pp2+pp2+++=you
had ^vbd+hvd+aux++=had
gone ^vprf+++xvbnx+=gone
out ^rp+pl+++=out,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
not ^xnot++not++=not
to ^to++++=to
meet ^vbi++++=meet
Jack ^np++++=Jack.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
was ^vbd+bedz+vrb++=was
inside ^jjb+pred+++=inside
the ^ati++++=the
church ^nn++++=church,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
outside ^jjb+pred+++=outside,
, ^zz++++=EXTRAWORD
so ^ql++++=so
strictly ^rb++++=strictly
speaking ^vbg+++xvbg+=speaking
" ^zz++++="
" ^zz++++="Jane!"
jane ^np++++=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
roared ^vbd+++xvbn+=roared
Uncle ^nn++++=Uncle
Peter ^np++++=Peter.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
has ^vbz+hvz+aux++=has
always ^rb++splt++=always
been ^vprf+ben+vrb+xvbnx+=been
impatient ^jj++++=impatient
with ^in++++=with
exact ^jj+atrb+++=exact
language ^nn+nom+++=language.
. ^zz++++=EXTRAWORD
Jack ^np++++=Jack's
's ^$++++=EXTRAWORD
face ^nn++++=face
darkened ^vbd+++xvbn+=darkened.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
told ^vbd+vpub++xvbn+=told
me ^pp1o+pp1+++=me
she ^pp3a+pp3+++=she
had ^vbd+hvd+aux++=had
changed ^vprf+++xvbnx+=changed."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
said ^vbd+vpub+tht0+xvbnx+=said
a ^at++++=a
girl ^nn++++=girl
can ^md+pos+++=can
change ^vb++++=change.
. ^zz++++=EXTRAWORD
Everybody ^pn++++=Everybody
knows ^vbz+vprv+tht0++=knows
that ^tht+vcmp+++=that."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
said ^vbd+vpub+tht0+xvbn+=said
she ^pp3a+pp3+++=she
wrote ^vbd+vprv++xvbnx+=wrote
from ^in++++=from
habit ^nn++++=habit."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
offered ^vbd+++xvbnx+=offered
butter ^nn++++=butter
sales ^nns++++=sales
as ^in++++=as
an ^at++++=an
example ^nn++++=example."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc++++=EXTRAWORD
you ^pp2+pp2+++=you
said ^vbd+vpub+tht0+xvbn+=said
you ^pp2+pp2+++=you
had ^vbd+hvd+aux++=had
waited ^vprf+++xvbnx+=waited
faithful ^jj++++=faithful
for ^in++++=for
me ^pp1o+pp1+++=me!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="No.
no ^at++++=EXTRAWORD
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
said ^vbd+vpub+tht0+xvbnx+=said
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
more ^rbr++++=more
than ^in++++=than
one ^cd1++++=one
person ^nn++++=person
who ^whp+rel+subj++=who
waited ^vbd+++xvbn+=waited
for ^in++++=for
news ^nn++++=news
from ^in++++=from
America ^np++++=America.
. ^zz++++=EXTRAWORD
The ^ati++++=The
whole ^jj+atrb+++=whole
village ^nn+nom+++=village
waited ^vbd+++xvbn+=waited
for ^in++++=for
news ^nn++++=news.
. ^zz++++=EXTRAWORD
Your ^pp$+pp2+++=Your
mother ^npt++++=mother
waited ^vbd+++xvbn+=waited.
. ^zz++++=EXTRAWORD
Davy ^np++++=Davy
waited ^vbd+++xvbn+=waited.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
waited ^vbd+++xvbnx+=waited.
. ^zz++++=EXTRAWORD
That ^dt+pdem+++=That
makes ^vbz++++=makes
considerably ^rb++++=considerably
more ^rbr++++=more
than ^in++++=than
one ^pn++++=one."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Tapp ^np++++=Tapp
gave ^vbd+++xvbn+=gave
a ^at++++=a
squeak ^vb++++=squeak
and ^cc+phrs+++=and
covered ^vbd+++xvbn+=covered
it ^pp3+it+++=it
with ^in++++=with
her ^pp$+pp3+++=her
saucepan ^nn+nom+++=saucepan.
. ^zz++++=EXTRAWORD
Several ^ap++++=Several
others ^aps++++=others
began ^vbd+++xvbn+=began
coughing ^nn++++=coughing.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
damp ^nn++++=damp
in ^in++++=in
the ^ati++++=the
churchyard ^nn++++=churchyard,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
not ^xnot++not++=not
enough ^qlp++++=enough
to ^in++++=to
account ^nn++++=account
for ^in++++=for
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
Mattie ^np+++??+=Mattie
still ^rb++++=still
stared ^vprf+++xvbn+=stared
at ^rb++++=at
Jack ^np++++=Jack.
. ^zz++++=EXTRAWORD
" ^zz++++="Did
did ^vbd+dod+aux++=EXTRAWORD
you ^pp2+pp2+++=you
believe ^vb+vprv+++=believe
her ^pp$+pp3+++=her?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="For
for ^in++++=EXTRAWORD
five ^cd++++=five
minutes ^nns++++=minutes,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
says ^vbz+vpub+tht0++=says
he ^pp3a+pp3+++=he
miserably ^rb++++=miserably.
. ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+whq++=EXTRAWORD
did ^vbd+dod+aux++=did
you ^pp2+pp2+++=you
do ^vb+do+vrb++=do?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Here ^rn+pl+++=Here
I ^pp1a+pp1+++=I
thought ^vbd+++xvbnx+=thought
Jack ^np++++=Jack
might ^md+pos+++=might
show ^vb+vprv+++=show
discretion ^nn+nom+++=discretion.
. ^zz++++=EXTRAWORD
A ^at++++=A
gentleman ^nn+nom+++=gentleman
should ^md+nec+++=should
not ^xnot++not++=not
repeat ^vb++++=repeat
private ^jj+atrb+++=private
words ^nns++++=words,
, ^zz++++=EXTRAWORD
especially ^rb++++=especially
words ^nns++++=words
spoken ^vbd+++xvbn+=spoken
under ^in++++=under
emotional ^jj+atrb+++=emotional
strain ^nn++++=strain.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
Jack ^np++++=Jack
says ^vbz+vpub+++=says,
, ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
asked ^vbd+vsua++xvbnx+=asked
Jane ^np++++=Jane
to ^to++++=to
marry ^vbi++++=marry
me ^pp1o+pp1+++=me."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Mattie ^np+++??+=Mattie
let ^vbd+++xvbn+=let
go ^vb++++=go
of ^in++++=of
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
The ^ati++++=The
whole ^jj+atrb+++=whole
churchyard ^nn++++=churchyard
went ^vbd+++xvbn+=went
silent ^jj++++=silent.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
Davy ^np++++=Davy
Crumb ^np+++??+=Crumb
made ^vbd+++xvbn+=made
a ^at++++=a
sound ^nn++++=sound
like ^in++++=like
a ^at++++=a
forge ^nn++++=forge
bellows ^nns++++=bellows
bursting ^vwbg+++xvbg+=bursting,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
turned ^vbd+++xvbn+=turned
his ^pp$+pp3+++=his
back ^nn++++=back.
. ^zz++++=EXTRAWORD
The ^ati++++=The
two ^cd++++=two
boys ^nns++++=boys
sat ^vbd+++xvbn+=sat
down ^rb+phrv+++=down
among ^in++++=among
the ^ati++++=the
gravestones ^nns++++=gravestones
and ^cc++++=and
stuffed ^vbd+++xvbn+=stuffed
their ^pp$+pp3+++=their
fists ^nns++++=fists
into ^in++++=into
their ^pp$+pp3+++=their
mouths ^nns++++=mouths.
. ^zz++++=EXTRAWORD
Even ^rb++++=Even
Uncle ^nn++++=Uncle
Peter ^np++++=Peter's
's ^$++++=EXTRAWORD
eyebrows ^nns++++=eyebrows
climbed ^vbd+++xvbn+=climbed.
. ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc++++=EXTRAWORD
I ^pp1a+pp1+++=I
accepted ^vbd+++xvbnx+=accepted,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
says ^vbz+vpub+tht0++=says
I ^pp1a+pp1+++=I,
, ^zz++++=EXTRAWORD
for ^in++++=for
if ^cs+cnd+++=if
a ^at++++=a
fact ^nn++++=fact
must ^md+nec+++=must
come ^vb++++=come
out ^rp+pl+++=out,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
should ^md+nec+++=should
at ^rb++splt++=at
least ^rb"++++=least
come ^vb++++=come
out ^rp+pl+++=out
accurately ^rb++++=accurately.
. ^zz++++=EXTRAWORD
Mattie ^np++++=Mattie's
's ^$++++=EXTRAWORD
face ^nn++++=face
went ^vbd+++xvbn+=went
white ^jj++++=white.
. ^zz++++=EXTRAWORD
Jack ^np++++=Jack
seized ^vbd+++xvbn+=seized
her ^pp$+pp3+++=her
hands ^nns++++=hands.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
was ^vbd+bedz+aux++=was
hurt ^vpsv++agls+xvbnx+=hurt
and ^cc++++=and
furious ^jj++++=furious.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
thought ^vbd+++xvbnx+=thought
you ^pp2+pp2+++=you'd
'd ^vbd+hvd+aux++0=EXTRAWORD
made ^vprf+++xvbnx+=made
a ^at++++=a
fool ^nn++++=fool
of ^in++++=of
me ^pp1o+pp1+++=me."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc++++=EXTRAWORD
so ^ql++++=so
you ^pp2+pp2+++=you
asked ^vbd+vsua++xvbn+=asked
Jane ^np++++=Jane?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="One
one ^cd1++++=EXTRAWORD
wife ^nn++++=wife
is ^vbz+bez+vrb++=is
as ^ql++++=as
good ^jj++++=good
as ^ql++++=as
another ^dt++++=another,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
added ^vbd+vpub++xvbnx+=added,
, ^zz++++=EXTRAWORD
because ^cs+cos+++=because
I ^pp1a+pp1+++=I
saw ^vbd+vprv++xvbnx+=saw
no ^at++++=no
reason ^nn++++=reason
I ^pp1a+pp1+++=I
should ^md+nec+++=should
carry ^vb++++=carry
all ^rb++++=all
the ^ati++++=the
blame ^nn++++=blame.
. ^zz++++=EXTRAWORD
Mattie ^np+++??+=Mattie
pulled ^vbd+++xvbn+=pulled
her ^pp3o+pp3+++=her
hands ^nns++++=hands
away ^rp+pl+++=away.
. ^zz++++=EXTRAWORD
For ^in++++=For
one ^cd1++++=one
moment ^nn++++=moment
I ^pp1a+pp1+++=I
thought ^vbd+++xvbnx+=thought
my ^pp$+pp1+++=my
engagement ^nn+nom+++=engagement
might ^md+pos+++=might
stand ^vb++++=stand
after ^in++++=after
all ^abn++++=all.
. ^zz++++=EXTRAWORD
A ^at++++=A
man ^nn++++=man
cannot ^md+pos+not++=cannot
marry ^vb++++=marry
a ^at++++=a
woman ^nn++++=woman
who ^whp+rel+subj++=who
refuses ^vbz++++=refuses
to ^to+vcmp+++=to
forgive ^vbi++++=forgive
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
promise ^nn++++=promise
is ^vbz+bez+vrb++=is
a ^at++++=a
promise ^nn++++=promise.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
Jack ^np++++=Jack
says ^vbz+vpub+++=says,
, ^zz++++=EXTRAWORD
" ^zz++++="No.
no ^at++++=EXTRAWORD
. ^zz++++=EXTRAWORD
That ^dt+pdem+++=That
was ^vbd+bedz+vrb++=was
a ^at++++=a
wicked ^jj+atrb+++=wicked,
, ^zz++++=EXTRAWORD
stupid ^jj+atrb+++=stupid
thing ^nn++++=thing
to ^to++++=to
say ^vbi+vpub+++=say,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
if ^cs+cnd+++=if
you ^pp2+pp2+++=you
never ^rb++++=never
speak ^vb++++=speak
to ^in++++=to
me ^pp1o+pp1+++=me
again ^rb+cnj+++=again,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I'll
'll ^md+prd+++0=EXTRAWORD
have ^vb+hv+aux++=have
earned ^vprf+++xvbnx+=earned
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
I ^pp1a+pp1+++=I
crossed ^vbd+++xvbnx+=crossed
the ^ati++++=the
ocean ^nn++++=ocean
for ^in++++=for
you ^pp2+pp2+++=you.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
bought ^vbd+++xvbnx+=bought
Mercer ^np++++=Mercer
House ^nn++++=House
for ^in++++=for
you ^pp2+pp2+++=you.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
remembered ^vbd+vprv++xvbnx+=remembered
the ^ati++++=the
west ^np+pl+++=west
room ^nn++++=room.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I've
've ^vb+hv+aux++0=EXTRAWORD
loved ^vprf+++xvbnx+=loved
you ^pp2+pp2+++=you
every ^at++++=every
day ^nn++++=day,
, ^zz++++=EXTRAWORD
Mattie ^np+++??+=Mattie,
, ^zz++++=EXTRAWORD
even ^rb++++=even
when ^wrb+who+++=when
I ^pp1a+pp1+++=I
was ^vbd+bedz+vrb++=was
too ^ql++++=too
tired ^jj+++xvbn+=tired
to ^to++++=to
eat ^vbi++++=eat.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
believed ^vbd+vprv++xvbnx+=believed
Jane ^np++++=Jane
because ^cs+cos+++=because
I ^pp1a+pp1+++=I
was ^vbd+bedz+vrb++=was
afraid ^jj++++=afraid
afraid ^jj++++=afraid
you ^pp2+pp2+++=you
had ^vbd+hvd+aux++=had
found ^vprf+++xvbnx+=found
someone ^pn++++=someone
better ^jjr++++=better."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
could ^md+pos+++=could
not ^xnot++not++=not,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
says ^vbz+vpub+++=says
Mattie ^np+++??+=Mattie.
. ^zz++++=EXTRAWORD
" ^zz++++="Well,"
well ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
says ^vbz+vpub+tht0++=says
I ^pp1a+pp1+++=I,
, ^zz++++=EXTRAWORD
" ^zz++++="you
you ^pp2+pp2+++=EXTRAWORD
could ^md+pos+++=could,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
you ^pp2+pp2+++=you
chose ^vbd+++xvbn+=chose
not ^xnot++not++=not
to ^in+strn+++=to."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Nobody ^pn++++=Nobody
attended ^vbd+++xvbn+=attended.
. ^zz++++=EXTRAWORD
Mattie ^np+++??+=Mattie
began ^vbd+++xvbn+=began
crying ^nvbg+++xvbg+=crying,
, ^zz++++=EXTRAWORD
naturally ^rb++++=naturally.
. ^zz++++=EXTRAWORD
Jack ^np++++=Jack
wiped ^vbd+++xvbn+=wiped
the ^ati++++=the
dusty ^nn++++=dusty
smear ^vb++++=smear
from ^in++++=from
her ^pp$+pp3+++=her
cheek ^nn++++=cheek
with ^in++++=with
his ^pp$+pp3+++=his
handkerchief ^nn++++=handkerchief.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
she ^pp3a+pp3+++=she
touched ^vbd+++xvbnx+=touched
his ^pp$+pp3+++=his
face ^nn++++=face
as ^cs+sub+++=as
if ^cs+cnd+++=if
she ^pp3a+pp3+++=she
had ^md"++pmd"++=had
to ^md+nec+++=to
prove ^vb+vprv+tht0++=prove
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
solid ^jj+pred+++=solid,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
says ^vbz+vpub+++=says,
, ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
wore ^vbd+++xvbnx+=wore
the ^ati++++=the
brown ^jj+atrb+++=brown
dress ^nn++++=dress."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
see ^vb+vprv+tht0++=see
that ^tht+vcmp+++=that."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
always ^rb++++=always
liked ^vbd+++xvbn+=liked
it ^pp3+it+++=it."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
liked ^vbd+++xvbnx+=liked
you ^pp2+pp2+++=you
in ^in++++=in
anything ^pn++++=anything."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
That ^dt+pdem+++=That
is ^vbz+bez+vrb++=is
the ^ati++++=the
sort ^nn++++=sort
of ^in++++=of
remark ^nn++++=remark
men ^nns++++=men
make ^vb++++=make
before ^in++++=before
marriage ^nn+nom+++=marriage.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
they ^pp3a+pp3+++=they
embraced ^vbd+++xvbnx+=embraced
again ^rb+cnj+++=again,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
villagers ^nns+nom+++=villagers
cheered ^vbd+++xvbn+=cheered,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
what ^wdt+who+++=what
business ^nns+nom+++=business
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
of ^in++++=of
theirs ^pp$$++++=theirs
I ^pp1a+pp1+++=I
cannot ^md+pos+not++=cannot
say ^vb+vpub+++=say.
. ^zz++++=EXTRAWORD
Uncle ^nn++++=Uncle
Peter ^np++++=Peter
came ^vbd+++xvbn+=came
forward ^rb++++=forward.
. ^zz++++=EXTRAWORD
" ^zz++++="Have
have ^vb+hv+aux++=EXTRAWORD
you ^pp2+pp2+++=you
got ^vbd+++xvbn+=got
the ^ati++++=the
two ^cd++++=two
hundred ^cd++++=hundred
pounds ^nns++++=pounds?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Jack ^np++++=Jack
laughed ^vbd+++xvbn+=laughed.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
have ^vb+hv+vrb++=have
two ^cd++++=two
thousand ^cd++++=thousand
and ^cc++++=and
more ^rbr++++=more,
, ^zz++++=EXTRAWORD
sir ^npt++++=sir,
, ^zz++++=EXTRAWORD
besides ^rb++++=besides
my ^pp$+pp1+++=my
share ^nn++++=share
in ^in++++=in
the ^ati++++=the
works ^nn++++=works."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Then
then ^rn+tm+++=EXTRAWORD
you ^pp2+pp2+++=you
have ^vb+hv+vrb++=have
my ^pp$+pp1+++=my
blessing ^nn++++=blessing."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
said ^vbd+vpub+tht0+xvbn+=said
I ^pp1a+pp1+++=I
needed ^vbd+++xvbnx+=needed
enough ^qlp++++=enough
to ^to++++=to
keep ^vbi++++=keep
a ^at++++=a
wife ^nn++++=wife
through ^in++++=through
a ^at++++=a
bad ^jj+atrb+++=bad
winter ^nn++++=winter."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="With
with ^in++++=EXTRAWORD
two ^cd++++=two
thousand ^cd++++=thousand,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
may ^md+pos+++=may
keep ^vb++++=keep
her ^pp$+pp3+++=her
through ^in++++=through
several ^ap++++=several.
. ^zz++++=EXTRAWORD
Though ^rb+cnj+++=Though,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Uncle ^nn++++=Uncle
Peter ^np++++=Peter
added ^vbd+vpub++xvbn+=added,
, ^zz++++=EXTRAWORD
looking ^vbg+++xvbg+=looking
at ^rb++++=at
Mattie ^np++++=Mattie's
's ^$++++=EXTRAWORD
dusty ^jj+atrb+++=dusty
dress ^nn++++=dress,
, ^zz++++=EXTRAWORD
" ^zz++++="she
she ^pp3a+pp3+++=EXTRAWORD
never ^rb++++=never
was ^vbd+bedz+vrb++=was
expensive ^jj+pred+++=expensive."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
considered ^vbd+vprv++xvbnx+=considered
this ^dt+dem+++=this
unfair ^jj++++=unfair.
. ^zz++++=EXTRAWORD
Mattie ^np+++??+=Mattie
might ^md+pos+++=might
not ^xnot++not++=not
care ^nn++++=care
for ^in++++=for
expense ^nn++++=expense,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
she ^pp3a+pp3+++=she
did ^vbd+dod+aux++=did
not ^xnot++not++=not
know ^vb+vprv+++=know
how ^wrb+who+whcl++=how
to ^to++++=to
prevent ^vbi++++=prevent
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
Only ^rb+down+++=Only
the ^ati++++=the
week ^nn++++=week
before ^in+strn+++=before,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
had ^vbd+hvd+aux++=had
left ^vprf+++xvbnx+=left
cream ^nn++++=cream
where ^wrb+who+++=where
the ^ati++++=the
cat ^nn++++=cat
could ^md+pos+++=could
reach ^vb++++=reach
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+++=EXTRAWORD
about ^in++++=about
my ^pp$+pp1+++=my
engagement ^nn+nom+++=engagement?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
says ^vbz+vpub+tht0++=says
I ^pp1a+pp1+++=I.
. ^zz++++=EXTRAWORD
The ^ati++++=The
cheering ^nn++++=cheering
stopped ^vbd+++xvbn+=stopped.
. ^zz++++=EXTRAWORD
Jack ^np++++=Jack
turned ^vbd+++xvbn+=turned
to ^in++++=to
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
" ^zz++++="There
there ^ex+pex+++=EXTRAWORD
is ^vbz+bez+vrb++=is
no ^at++++=no
engagement ^nn+nom+++=engagement."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
asked ^vbd+vsua++xvbn+=asked.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
accepted ^vbd+++xvbnx+=accepted.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
witnesses ^nns+nom+++=witnesses
near ^in+pl+++=near
enough ^qlp++++=enough,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
the ^ati++++=the
church ^nn++++=church
walls ^nns++++=walls
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
count ^vb++++=count."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
asked ^vbd+vsua++xvbnx+=asked
under ^in++++=under
a ^at++++=a
false ^jj+atrb+++=false
belief ^nn++++=belief
you ^pp2+pp2+++=you
created ^vbd+++xvbn+=created."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="A
a ^at++++=EXTRAWORD
belief ^nn++++=belief
is ^vbz+bez+vrb++=is
a ^at++++=a
belief ^nn++++=belief."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
lied ^vbd+++xvbn+=lied
to ^in++++=to
me ^pp1o+pp1+++=me."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
did ^vbd+dod+vrb++=did
nothing ^pn++++=nothing
of ^in++++=of
the ^ati++++=the
kind ^nn++++=kind.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
was ^vbd+bedz+vrb++=was
careful ^jj+pred+++=careful
not ^xnot++not++=not
to ^in+strn+++=to."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="That
that ^dt+pdem+++=EXTRAWORD
makes ^vbz++++=makes
it ^pp3+it+++=it
worse ^jjr++++=worse,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
says ^vbz+vpub+++=says
Uncle ^nn++++=Uncle
Peter ^np++++=Peter.
. ^zz++++=EXTRAWORD
Now ^rn+dspt+++=Now,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
put ^vbd+++xvbnx+=put
it ^pp3+it+++=it
to ^in++++=to
you ^pp2+pp2+++=you:
: ^zz++++=EXTRAWORD
how ^wrb+who+whq++=how
can ^md+pos+++=can
avoiding ^vbg+++xvbg+=avoiding
a ^at++++=a
lie ^nn++++=lie
be ^vb+be+vrb++=be
worse ^jjr+pred+++=worse
than ^in++++=than
telling ^xvbg+++xvbg+=telling
one ^pn++++=one?
? ^zz++++=EXTRAWORD
There ^ex+pex+++=There
is ^vbz+bez+vrb++=is
