# ^zz++++=##
# ^zz++++=EXTRAWORD
Will ^md+prd+++=WILL
improve ^vb++++=improve
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
Misfortune ^nn++++=Misfortune
humbles ^nns+++??+=humbles
only ^rb+down+++=only
those ^dt+pdem+++=those
who ^whp+rel+subj++=who
are ^vb+ber+vrb++=are
willing ^jj+pred+++=willing
to ^to+jcmp+++=to
examine ^vbi++++=examine
themselves ^ppls+pp3+++=themselves.
. ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Jones ^np++++=Jones
blamed ^vwbn+++xvbn+=blamed
Perkins ^np++++=Perkins,
, ^zz++++=EXTRAWORD
the ^ati++++=the
railroad ^nn++++=railroad
directors ^nns++++=directors,
, ^zz++++=EXTRAWORD
Captain ^npt++++=Captain
Jackson ^np++++=Jackson,
, ^zz++++=EXTRAWORD
Armor ^np+++??+=Armor,
, ^zz++++=EXTRAWORD
the ^ati++++=the
market ^nn++++=market,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
times ^nns++++=times.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
blamed ^vbd+++xvbnx+=blamed
every ^at++++=every
one ^cd1++++=one
but ^cc++++=but
Jones ^np++++=Jones.
. ^zz++++=EXTRAWORD
At ^rb++++=At
home ^nr++++=home
his ^pp$+pp3+++=his
temper ^nn++++=temper
became ^vbd+++xvbn+=became
a ^at++++=a
daily ^jj+atrb+++=daily
affliction ^nn+nom+++=affliction.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
wife ^nn++++=wife
learned ^vbd+vprv++xvbn+=learned
to ^to+vcmp+++=to
observe ^vbi+vprv+tht0++=observe
his ^pp$+pp3+++=his
face ^nn++++=face
before ^in++++=before
speaking ^nn++++=speaking.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
children ^nns++++=children
ceased ^vbd+++xvbn+=ceased
their ^pp$+pp3+++=their
play ^nn++++=play
when ^wrb+who+++=when
they ^pp3a+pp3+++=they
heard ^vbd+vprv+tht0+xvbnx+=heard
his ^pp$+pp3+++=his
step ^nn++++=step
in ^in++++=in
the ^ati++++=the
passage ^nn+nom+++=passage.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
the ^ati++++=the
dinner ^nn++++=dinner
were ^vbd+bed+vrb++=were
late ^jj+pred+++=late,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
complained ^vbd+vpub++xvbnx+=complained;
; ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
it ^pp3+it+++=it
were ^vbd+bed+vrb++=were
early ^jj+pred+++=early,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
ready ^jj++++=ready.
. ^zz++++=EXTRAWORD
A ^at++++=A
small ^jj+atrb+++=small
account ^nn++++=account
from ^in++++=from
the ^ati++++=the
dress ^nn++++=dress-maker
- ^zz++++=EXTRAWORD
maker ^nn++++=EXTRAWORD
provoked ^vbd+++xvbn+=provoked
a ^at++++=a
lecture ^nn++++=lecture
upon ^in++++=upon
extravagance ^nn+nom+++=extravagance;
; ^zz++++=EXTRAWORD
a ^at++++=a
request ^nn++++=request
for ^in++++=for
a ^at++++=a
book ^nn++++=book
was ^vbd+bedz+aux++=was
answered ^vpsv++by+xvbnx+=answered
by ^in++++=by
a ^at++++=a
statement ^nn+nom+++=statement
of ^in++++=of
his ^pp$+pp3+++=his
recent ^jj+atrb+++=recent
losses ^nns++++=losses.
. ^zz++++=EXTRAWORD
One ^cd1++++=One
evening ^nn++++=evening
his ^pp$+pp3+++=his
little ^jj+atrb+++=little
daughter ^nn+nom+++=daughter
approached ^vbd+++xvbn+=approached
him ^pp3o+pp3+++=him
with ^in++++=with
a ^at++++=a
flower ^nn++++=flower
she ^pp3a+pp3+++=she
had ^vbd+hvd+aux++=had
cultivated ^vprf+++xvbnx+=cultivated
in ^in++++=in
a ^at++++=a
broken ^jj+atrb++xvbn+=broken
cup ^nn++++=cup.
. ^zz++++=EXTRAWORD
" ^zz++++="See,
see ^vb+vprv+++=EXTRAWORD
, ^zz++++=EXTRAWORD
father ^nn++++=father!
! ^zz++++=EXTRAWORD
It ^pp3+it+++=It
opened ^vbd+++xvbn+=opened
to ^to++++=to-day."
- ^zz++++=EXTRAWORD
day ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Take
take ^vb++++=EXTRAWORD
it ^pp3+it+++=it
away ^rp+pl+++=away,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="Do
do ^vb+do+vrb++=EXTRAWORD
not ^xnot++not++=not
trouble ^nn++++=trouble
me ^pp1o+pp1+++=me
with ^in++++=with
such ^abl++++=such
nonsense ^nn++++=nonsense."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
child ^nn++++=child's
's ^$++++=EXTRAWORD
lip ^nn++++=lip
quivered ^vbd+++xvbn+=quivered.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
carried ^vbd+++xvbnx+=carried
the ^ati++++=the
flower ^nn++++=flower
to ^in++++=to
her ^pp3o+pp3+++=her
mother ^npt++++=mother,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
kissed ^vbd+++xvbn+=kissed
her ^pp$+pp3+++=her
in ^in++++=in
silence ^nn+nom+++=silence.
. ^zz++++=EXTRAWORD
At ^rb++++=At
that ^dt+dem+++=that
very ^ql+amp+++=very
hour ^nn++++=hour,
, ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Smith ^np++++=Smith's
's ^$++++=EXTRAWORD
parlour ^nn++++=parlour
presented ^vwbn+++xvbn+=presented
a ^at++++=a
different ^jj+atrb+++=different
scene ^nn++++=scene.
. ^zz++++=EXTRAWORD
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Lloyd ^np++++=Lloyd
and ^cc++++=and
her ^pp$+pp3+++=her
daughters ^nns+nom+++=daughters
were ^vbd+bed+vrb++=were
there ^rn+pl+++=there.
. ^zz++++=EXTRAWORD
The ^ati++++=The
first ^od++++=first
quarter ^nn++++=quarter's
's ^$++++=EXTRAWORD
business ^nns+nom+++=business
had ^vbd+hvd+aux++=had
proved ^vprf+++xvbnx+=proved
better ^jjr++++=better
than ^in++++=than
expected ^vbd+vprv++xvbn+=expected,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
widow ^nn++++=widow
had ^vbd+hvd+aux++=had
brought ^vprf+++xvbnx+=brought
a ^at++++=a
small ^jj+atrb+++=small
sum ^nn++++=sum
toward ^in++++=toward
repaying ^xvbg+++xvbg+=repaying
an ^at++++=an
advance ^nn++++=advance
made ^vwbn+++xvbn+=made
by ^in++++=by
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Smith ^np++++=Smith
for ^in++++=for
the ^ati++++=the
fitting ^jj+++xvbg+=fitting
up ^rp++++=up
of ^in++++=of
the ^ati++++=the
store ^nn++++=store.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
must ^md+nec+++=must
keep ^vb++++=keep
it ^pp3+it+++=it,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="But
but ^cc++++=EXTRAWORD
the ^ati++++=the
money ^nn++++=money
is ^vbz+bez+vrb++=is
yours ^pp$$++++=yours."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
will ^md+prd+++=will
need ^vb++++=need
it ^pp3+it+++=it
to ^to++++=to
increase ^vbi++++=increase
your ^pp$+pp2+++=your
stock ^nn++++=stock."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="We
we ^pp1a+pp1+++=EXTRAWORD
can ^md+pos+++=can
spare ^vb++++=spare
it ^pp3+it+++=it."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Then
then ^rn+tm+++=EXTRAWORD
spend ^vb++++=spend
a ^at++++=a
part ^nn++++=part
in ^in++++=in
making ^xvbg+++xvbg+=making
the ^ati++++=the
chambers ^nns+nom+++=chambers
more ^rbr++++=more
comfortable ^jj++++=comfortable.
. ^zz++++=EXTRAWORD
Winter ^nn++++=Winter
is ^vbz+bez+vrb++=is
near ^in+strn+++=near."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Lloyd ^np++++=Lloyd's
's ^$++++=EXTRAWORD
eyes ^nns++++=eyes
became ^vbd+++xvbn+=became
humid ^jj++++=humid.
. ^zz++++=EXTRAWORD
" ^zz++++="How
how ^wrb+who+whq++=EXTRAWORD
shall ^md+prd+++=shall
we ^pp1a+pp1+++=we
ever ^rb++++=ever
repay ^vb++++=repay
you ^pp2+pp2+++=you?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
have ^vb+hv+aux++=have
repaid ^vprf+++xvbnx+=repaid
me ^pp1o+pp1+++=me
already ^rb++++=already."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
youngest ^jjt+atrb+++=youngest
girl ^nn++++=girl
looked ^vbd+++xvbn+=looked
up ^rp++++=up.
. ^zz++++=EXTRAWORD
" ^zz++++="How,
how ^wrb+who+++=EXTRAWORD
, ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Smith ^np++++=Smith?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="By
by ^in++++=EXTRAWORD
giving ^xvbg+++xvbg+=giving
us ^pp1o+pp1+++=us
three ^cd++++=three
new ^jj+atrb+++=new
friends ^nns++++=friends
and ^cc++++=and
their ^pp$+pp3+++=their
mother ^nn++++=mother."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
a ^at++++=a
warm ^jj+atrb+++=warm
smile ^nn++++=smile
upon ^in++++=upon
every ^at++++=every
face ^nn++++=face.
. ^zz++++=EXTRAWORD
The ^ati++++=The
children ^nns++++=children
gathered ^vbd+++xvbn+=gathered
around ^rp++++=around
Mary ^np++++=Mary;
; ^zz++++=EXTRAWORD
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Smith ^np++++=Smith
drew ^vbd+++xvbn+=drew
the ^ati++++=the
widow ^nn++++=widow
nearer ^in+cmpx+++=nearer
to ^in"++++=to
the ^ati++++=the
fire ^nn++++=fire;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
conversation ^nn+nom+++=conversation
flowed ^vbd+++xvbn+=flowed
with ^in++++=with
that ^dt+dem+++=that
easy ^jj+atrb+++=easy
confidence ^nn+nom+++=confidence
which ^whp+rel+obj++=which
springs ^nns++++=springs
from ^in++++=from
mutual ^jj+atrb+++=mutual
kindness ^nns+nom+++=kindness.
. ^zz++++=EXTRAWORD
No ^at++++=No
costly ^jj+atrb+++=costly
entertainment ^nn+nom+++=entertainment
graced ^vbd+++xvbn+=graced
the ^ati++++=the
table ^nn++++=table,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
contentment ^nn+nom+++=contentment
sat ^vbd+++xvbn+=sat
at ^in++++=at
the ^ati++++=the
board ^nn++++=board.
. ^zz++++=EXTRAWORD
No ^at++++=No
gain ^vb++++=gain
was ^vbd+bedz+aux++=was
entered ^vpsv++agls+xvbnx+=entered
in ^in++++=in
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Smith ^np++++=Smith's
's ^$++++=EXTRAWORD
ledger ^np++++=ledger,
, ^zz++++=EXTRAWORD
yet ^rb++++=yet
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
richer ^jjr+pred+++=richer
in ^in++++=in
affection ^nn+nom+++=affection,
, ^zz++++=EXTRAWORD
gratitude ^nn++++=gratitude,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
inward ^jjb+atrb+++=inward
peace ^nn++++=peace.
. ^zz++++=EXTRAWORD
Through ^in++++=Through
the ^ati++++=the
wall ^nn++++=wall
that ^tht+rel+++=that
divided ^jj+++xvbn+=divided
the ^ati++++=the
houses ^nns++++=houses,
, ^zz++++=EXTRAWORD
a ^at++++=a
faint ^jj++++=faint
sound ^jj++++=sound
of ^in++++=of
laughter ^nn+nom+++=laughter
reached ^vbd+++xvbn+=reached
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Jones ^np++++=Jones.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
sat ^vbd+++xvbnx+=sat
gloomy ^jj++++=gloomy
and ^cc+phrs+++=and
alone ^jj++++=alone,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
his ^pp$+pp3+++=his
family ^nn++++=family
was ^vbd+bedz+vrb++=was
around ^rp++++=around
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
wife ^nn++++=wife
attempted ^vbd+++xvbn+=attempted
a ^at++++=a
remark ^nn++++=remark,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
received ^vbd+++xvbn+=received
no ^at++++=no
answer ^nn++++=answer.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
son ^nn++++=son
bent ^vbd+++xvbn+=bent
over ^in++++=over
a ^at++++=a
book ^nn++++=book;
; ^zz++++=EXTRAWORD
the ^ati++++=the
little ^jj+atrb+++=little
girl ^nn++++=girl
guarded ^vbd+++xvbn+=guarded
her ^pp3o+pp3+++=her
flower ^nn++++=flower
from ^in++++=from
her ^pp3o+pp3+++=her
father ^npt++++=father's
's ^vbz+bez+vrb++0=EXTRAWORD
displeased ^jj+atrb+++=displeased
eye ^nn++++=eye.
. ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+whq++=EXTRAWORD
are ^vb+ber+aux++=are
those ^dt+dem+++=those
people ^nns++++=people
making ^vwbg+++xvbg+=making
such ^abl++++=such
a ^at++++=a
noise ^nn++++=noise
about ^in+strn+++=about?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
muttered ^vbd+++xvbnx+=muttered.
. ^zz++++=EXTRAWORD
" ^zz++++="They
they ^pp3a+pp3+++=EXTRAWORD
have ^vb+hv+vrb++=have
company ^nn++++=company,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Jones ^np++++=Jones.
. ^zz++++=EXTRAWORD
" ^zz++++="Smith
smith ^np++++=EXTRAWORD
is ^vbz+bez+aux++=is
always ^rb++splt++=always
wasting ^vbg+++xvbgx+=wasting
his ^pp$+pp3+++=his
time ^nn++++=time
upon ^in++++=upon
company ^nn++++=company."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="They
they ^pp3a+pp3+++=EXTRAWORD
seem ^vb+seem+++=seem
happy ^jj++++=happy."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Happy!"
happy ^jj++++=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
pushed ^vbd+++xvbnx+=pushed
back ^jjb++++=back
his ^pp$+pp3+++=his
chair ^nn++++=chair.
. ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+whq++=EXTRAWORD
does ^vbz+doz+aux++=does
happiness ^nns+nom+++=happiness
amount ^nn++++=amount
to ^to++++=to?
? ^zz++++=EXTRAWORD
Will ^md+prd+++=Will
it ^pp3+it+++=it
pay ^vb++++=pay?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
No ^at++++=No
one ^cd1++++=one
answered ^vbd+vpub++xvbn+=answered.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
are ^vb+ber+vrb++=are
questions ^nns+nom+++=questions
which ^whp+rel+subj++=which
answer ^vb++++=answer
themselves ^ppls+pp3+++=themselves.
. ^zz++++=EXTRAWORD
Let ^j+++xvbn+=Let
us ^pp1o+pp1+++=us
now ^rn+tm+++=now
strike ^vb++++=strike
the ^ati++++=the
balance ^nn+nom+++=balance.
. ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Jones ^np++++=Jones
refused ^vbd+++xvbn+=refused
two ^cd++++=two
hours ^nns++++=hours
to ^in++++=to
a ^at++++=a
widow ^nn++++=widow
because ^cs+cos+++=because
charity ^nn+nom+++=charity
would ^md+prd+++=would
not ^xnot++not++=not
pay ^vb++++=pay.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
employed ^vbd+++xvbnx+=employed
those ^dt+dem+++=those
hours ^nns++++=hours
in ^in++++=in
purchasing ^xvbg+++xvbg+=purchasing
doubtful ^jj+atrb+++=doubtful
stock ^nn++++=stock
and ^cc++++=and
taking ^jj+atrb++xvbg+=taking
advantage ^nn+nom+++=advantage
of ^in++++=of
a ^at++++=a
distressed ^jj+atrb++xvbn+=distressed
merchant ^nn+nom+++=merchant.
. ^zz++++=EXTRAWORD
The ^ati++++=The
stock ^nn++++=stock
became ^vbd+++xvbn+=became
worthless ^jj++++=worthless;
; ^zz++++=EXTRAWORD
the ^ati++++=the
cruel ^nn++++=cruel
bargain ^vb++++=bargain
injured ^vbd+++xvbn+=injured
his ^pp$+pp3+++=his
reputation ^nn+nom+++=reputation;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
profitable ^jj+atrb+++=profitable
consignment ^nn+nom+++=consignment
passed ^vbd+++xvbn+=passed
from ^in++++=from
his ^pp$+pp3+++=his
hands ^nns++++=hands.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vbd+hvd+aux++=had
gained ^vprf+++xvbnx+=gained
cloths ^nns++++=cloths
and ^cc++++=and
lost ^jj+atrb++xvbn+=lost
confidence ^nn+nom+++=confidence.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vbd+hvd+aux++=had
saved ^vprf+++xvbnx+=saved
time ^nn++++=time
and ^cc++++=and
thrown ^vwbn+++xvbn+=thrown
away ^rb+phrv+++=away
peace ^nn++++=peace.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vbd+hvd+aux++=had
preserved ^vprf+++xvbnx+=preserved
his ^pp$+pp3+++=his
money ^nn++++=money
from ^in++++=from
the ^ati++++=the
claims ^nns++++=claims
of ^in++++=of
humanity ^nn+nom+++=humanity,
, ^zz++++=EXTRAWORD
only ^rb+down+++=only
to ^in++++=to
surrender ^nn+nom+++=surrender
it ^pp3+it+++=it
to ^in++++=to
speculation ^nn+nom+++=speculation
and ^cc++++=and
distrust ^nn++++=distrust.
. ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Smith ^np++++=Smith
gave ^vbd+++xvbn+=gave
freely ^rb++++=freely
of ^in++++=of
his ^pp$+pp3+++=his
time ^nn++++=time
and ^cc++++=and
experience ^nn+nom+++=experience.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
saved ^vbd+++xvbnx+=saved
a ^at++++=a
widow ^nn++++=widow's
's ^$++++=EXTRAWORD
little ^ap++++=little
property ^nn++++=property,
, ^zz++++=EXTRAWORD
placed ^xvbn+++xvbn+=placed
a ^at++++=a
family ^nn++++=family
in ^in++++=in
the ^ati++++=the
way ^nn++++=way
of ^in++++=of
honest ^jj+atrb+++=honest
independence ^nn+nom+++=independence,
, ^zz++++=EXTRAWORD
strengthened ^xvbn+++xvbn+=strengthened
the ^ati++++=the
bond ^nn++++=bond
between ^in++++=between
his ^pp$+pp3+++=his
own ^ap++++=own
household ^nn++++=household
and ^cc++++=and
worthy ^jj+atrb+++=worthy
friends ^nns++++=friends,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
carried ^vpsv++agls+xvbn+=carried
into ^in++++=into
his ^pp$+pp3+++=his
home ^nr++++=home
the ^ati++++=the
sunshine ^nn++++=sunshine
of ^in++++=of
a ^at++++=a
benevolent ^jj+atrb+++=benevolent
spirit ^nn++++=spirit.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
wife ^nn++++=wife
loved ^vbd+++xvbn+=loved
him ^pp3o+pp3+++=him
more ^rbr++++=more
for ^in++++=for
his ^pp$+pp3+++=his
goodness ^nns+nom+++=goodness;
; ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
children ^nns++++=children
learned ^vbd+++xvbn+=learned
generosity ^nn+nom+++=generosity
from ^in++++=from
his ^pp$+pp3+++=his
example ^nn++++=example;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
those ^dt+pdem+++=those
whom ^whp+rel+obj++=whom
he ^pp3a+pp3+++=he
aided ^vbd+++xvbnx+=aided
blessed ^jj+++xvbn+=blessed
his ^pp$+pp3+++=his
name ^nn++++=name.
. ^zz++++=EXTRAWORD
Which ^whp+who+++=Which
transaction ^nn+nom+++=transaction
paid ^vbd+++xvbn+=paid?
? ^zz++++=EXTRAWORD
There ^ex+pex+++=There
are ^vb+ber+vrb++=are
men ^nns++++=men
like ^in++++=like
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Jones ^np++++=Jones
in ^in++++=in
every ^at++++=every
community ^nn+nom+++=community.
. ^zz++++=EXTRAWORD
Their ^pp$+pp3+++=Their
first ^od++++=first
inquiry ^nn++++=inquiry
is ^vbz+bez+vrb++=is
not ^xnot++not++=not,
, ^zz++++=EXTRAWORD
" ^zz++++="Is
is ^vbz+bez+vrb++=EXTRAWORD
this ^dt+dem+++=this
right ^nn++++=right?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
or ^cc++++=or,
, ^zz++++=EXTRAWORD
" ^zz++++="Will
will ^md+prd+++=EXTRAWORD
this ^dt+dem+++=this
relieve ^nn++++=relieve
suffering ^nvbg+++xvbg+=suffering?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
but ^cc++++=but,
, ^zz++++=EXTRAWORD
" ^zz++++="Will
will ^md+prd+++=EXTRAWORD
it ^pp3+it+++=it
pay ^vb++++=pay?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
weigh ^vb++++=weigh
friendship ^nn+nom+++=friendship
against ^in++++=against
interest ^nn++++=interest,
, ^zz++++=EXTRAWORD
duty ^nn++++=duty
against ^in++++=against
convenience ^nn+nom+++=convenience,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
human ^jj+atrb+++=human
tears ^nns++++=tears
against ^in++++=against
gold ^nn++++=gold.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
no ^at++++=no
money ^nn++++=money
can ^md+pos+++=can
be ^vb+be+aux++=be
seen ^vpsv++agls+xvbnx+=seen
at ^rb++++=at
the ^ati++++=the
end ^nn++++=end
of ^in++++=of
an ^at++++=an
action ^nn++++=action,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
pronounce ^vb++++=pronounce
it ^pp3+it+++=it
useless ^jj++++=useless.
. ^zz++++=EXTRAWORD
Yet ^rb++++=Yet
selfishness ^nns+nom+++=selfishness
is ^vbz+bez+vrb++=is
a ^at++++=a
monster ^nn+nom+++=monster
that ^tht+rel+obj++=that
consumes ^nns+++??+=consumes
the ^ati++++=the
very ^ql+amp+++=very
treasure ^vb++++=treasure
it ^pp3+it+++=it
promises ^vbz++++=promises
to ^to+vcmp+++=to
guard ^vbi++++=guard.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
casts ^vbz+++??+=casts
its ^pp$+it+++=its
gigantic ^jj+atrb+++=gigantic
shadow ^nn++++=shadow
over ^in++++=over
the ^ati++++=the
household ^nn++++=household,
, ^zz++++=EXTRAWORD
chills ^nns+++??+=chills
affection ^nn+nom+++=affection,
, ^zz++++=EXTRAWORD
narrows ^nps++++=narrows
sympathy ^nn++++=sympathy,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
often ^rb++++=often
destroys ^vbz++++=destroys
even ^rb++++=even
the ^ati++++=the
worldly ^jj+atrb+++=worldly
prosperity ^nn+nom+++=prosperity
for ^in++++=for
which ^whp+rel+pied++=which
honour ^nn++++=honour
and ^cc++++=and
humanity ^nn+nom+++=humanity
were ^vbd+bed+aux++=were
sacrificed ^vpsv++agls+xvbnx+=sacrificed.
. ^zz++++=EXTRAWORD
Reader ^nn++++=Reader,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
also ^rb++++=also
keep ^vb++++=keep
an ^at++++=an
account ^nn++++=account,
, ^zz++++=EXTRAWORD
whether ^cs+who+++=whether
it ^pp3+it+++=it
is ^vbz+bez+aux++=is
written ^vpsv++agls+xvbnx+=written
or ^cc++++=or
not ^xnot++not++=not.
. ^zz++++=EXTRAWORD
Every ^at++++=Every
day ^nn++++=day
brings ^vbz++++=brings
its ^pp$+it+++=its
gains ^nns++++=gains
and ^cc++++=and
losses ^nns++++=losses.
. ^zz++++=EXTRAWORD
A ^at++++=A
kind ^nn++++=kind
word ^nn++++=word
may ^md+pos+++=may
yield ^vb++++=yield
no ^at++++=no
interest ^nn++++=interest
at ^in++++=at
the ^ati++++=the
bank ^nn++++=bank,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
it ^pp3+it+++=it
may ^md+pos+++=may
return ^vb++++=return
to ^in++++=to
you ^pp2+pp2+++=you
after ^in++++=after
many ^ap++++=many
years ^nns++++=years
in ^in++++=in
love ^nn++++=love.
. ^zz++++=EXTRAWORD
An ^at++++=An
hour ^nn++++=hour
given ^vwbn+++xvbn+=given
to ^in++++=to
the ^ati++++=the
troubled ^jj+atrb++xvbn+=troubled
may ^md+pos+++=may
seem ^vb+seem+++=seem
taken ^vbd+++xvbn+=taken
from ^in++++=from
business ^nns+nom+++=business,
, ^zz++++=EXTRAWORD
yet ^rb++++=yet
it ^pp3+it+++=it
may ^md+pos+++=may
purchase ^vb++++=purchase
a ^at++++=a
memory ^nn++++=memory
more ^rbr++++=more
precious ^jj++++=precious
than ^in++++=than
gold ^nn++++=gold.
. ^zz++++=EXTRAWORD
A ^at++++=A
hard ^jj+atrb+++=hard
bargain ^nn++++=bargain
may ^md+pos+++=may
add ^vb+vpub+++=add
dollars ^nns++++=dollars
to ^in++++=to
your ^pp$+pp2+++=your
purse ^nn++++=purse
while ^cs+sub+++=while
subtracting ^vbg+++xvbg+=subtracting
confidence ^nn+nom+++=confidence
from ^in++++=from
your ^pp$+pp2+++=your
name ^nn++++=name.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When,
, ^zz++++=EXTRAWORD
therefore ^rb+cnj+++=therefore,
, ^zz++++=EXTRAWORD
some ^dti++++=some
claim ^nn++++=claim
of ^in++++=of
humanity ^nn+nom+++=humanity
is ^vbz+bez+aux++=is
presented ^vpsv++agls+xvbnx+=presented,
, ^zz++++=EXTRAWORD
do ^vb+do+aux++=do
not ^xnot++not++=not
ask ^vb++++=ask
only ^rb+cnj+++=only,
, ^zz++++=EXTRAWORD
with ^in++++=with
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Jones ^np++++=Jones,
