Until ^in++++=Until
. ^zz++++=EXTRAWORD
" ^zz++++="Yes.
yes ^uh++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Directly ^rb++++=Directly."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
walked ^vbd+++xvbnx+=walked
beside ^in+pl+++=beside
me ^pp1o+pp1+++=me
with ^in++++=with
perfect ^jj+atrb+++=perfect
composure ^nn++++=composure.
. ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+++=EXTRAWORD
happened ^vbd+++xvbn+=happened
when ^wrb+who+++=when
you ^pp2+pp2+++=you
disappeared ^vbd+seem++xvbn+=disappeared?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
asked ^vbd+vsua++xvbnx+=asked
after ^in+ppvb+++=after
a ^rb++++=a
little ^rb"++++=little
while ^cs+sub+++=while.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
did ^vbd+dod+aux++=didn't
n't ^xnot++not++0=EXTRAWORD
disappear ^vb+seem+++=disappear."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
were ^vbd+bed+vrb++=were
in ^in++++=in
the ^ati++++=the
cabinet ^nn++++=cabinet,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then
you ^pp2+pp2+++=you
were ^vbd+bed+vrb++=were
not ^xnot++not++=not."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
went ^vbd+++xvbnx+=went
through ^in++++=through
the ^ati++++=the
little ^jj+atrb+++=little
door ^nn++++=door."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="There
there ^ex+pex+++=EXTRAWORD
was ^vbd+bedz+vrb++=was
no ^at++++=no
little ^ap++++=little
door ^nn++++=door."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="There
there ^ex+pex+++=EXTRAWORD
was ^vbd+bedz+vrb++=was
for ^in++++=for
me ^pp1o+pp1+++=me."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc+cls+++=EXTRAWORD
where ^wrb+who+++=where
did ^vbd+dod+vrb++=did
it ^pp3+it+++=it
lead ^nn++++=lead?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Into
into ^in++++=EXTRAWORD
the ^ati++++=the
shop ^nn++++=shop."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="We
we ^pp1a+pp1+++=EXTRAWORD
were ^vbd+bed+vrb++=were
already ^rb++++=already
in ^in++++=in
the ^ati++++=the
shop ^nn++++=shop."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Gip ^np+++??+=Gip
gave ^vbd+++xvbn+=gave
me ^pp1o+pp1+++=me
a ^at++++=a
patient ^nn++++=patient
look ^vb++++=look.
. ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
other ^ap++++=other
shop ^nn++++=shop,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
That ^dt+pdem+++=That
was ^vbd+bedz+vrb++=was
all ^abn++++=all
I ^pp1a+pp1+++=I
could ^md+pos+++=could
get ^vb++++=get
from ^in++++=from
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
At ^rb++++=At
home ^nr++++=home,
, ^zz++++=EXTRAWORD
in ^in++++=in
the ^ati++++=the
sober ^jj+atrb+++=sober
light ^nn++++=light
of ^in++++=of
the ^ati++++=the
dining ^jj+++xvbg+=dining-room,
- ^zz++++=EXTRAWORD
room ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
with ^in++++=with
tea ^nn++++=tea
laid ^vbd+++xvbn+=laid
and ^cc++++=and
the ^ati++++=the
familiar ^jj+atrb+++=familiar
clock ^nn++++=clock
ticking ^vwbg+++xvbg+=ticking
upon ^in++++=upon
the ^ati++++=the
mantelpiece ^nn++++=mantelpiece,
, ^zz++++=EXTRAWORD
the ^ati++++=the
affair ^nn++++=affair
seemed ^vbd+seem++xvbn+=seemed
less ^rbr++++=less
alarming ^jj+++xvbg+=alarming
and ^cc++++=and
more ^rbr++++=more
absurd ^jj++++=absurd.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
locked ^vbd+++xvbnx+=locked
the ^ati++++=the
four ^cd++++=four
parcels ^nns++++=parcels
in ^in++++=in
a ^at++++=a
cupboard ^nn++++=cupboard
until ^cs+sub+++=until
after ^cs+sub+++=after
Gip ^np+++??+=Gip
had ^vbd+hvd+aux++=had
gone ^vprf+++xvbnx+=gone
to ^in++++=to
bed ^nn++++=bed.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
surrendered ^vbd+++xvbnx+=surrendered
them ^pp3o+pp3+++=them
reluctantly ^rb++++=reluctantly
but ^cc++++=but
without ^in++++=without
protest ^nn++++=protest.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
will ^md+prd+++=won't
n't ^xnot++not++0=EXTRAWORD
throw ^vb++++=throw
them ^pp3o+pp3+++=them
away ^rp+pl+++=away?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
asked ^vbd+vsua++xvbnx+=asked.
. ^zz++++=EXTRAWORD
" ^zz++++="Not
not ^xnot++not++=EXTRAWORD
until ^cs+sub+++=until
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
examined ^vprf+++xvbnx+=examined
them ^pp3o+pp3+++=them."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
soldiers ^nns+nom+++=soldiers
do ^vb+do+vrb++=don't
n't ^xnot++not++0=EXTRAWORD
like ^in++++=like
being ^nn+nn+aux++=being
thrown ^vwbn+++xvbn+=thrown
away ^rb+phrv+++=away."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Soldiers?"
soldiers ^nns+nom+++=EXTRAWORD
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Three
three ^cd++++=EXTRAWORD
boxes ^nns++++=boxes."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc++++=EXTRAWORD
the ^ati++++=the
fourth ^od++++=fourth?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="He
he ^pp3a+pp3+++=EXTRAWORD
said ^vbd+vpub+tht0+xvbnx+=said
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
a ^at++++=a
surprise ^nn++++=surprise."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Who
who ^whp+who+++=EXTRAWORD
said ^vbd+vpub++xvbn+=said?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
gentleman ^nn+nom+++=gentleman."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
did ^vbd+dod+aux++=did
not ^xnot++not++=not
correct ^vb++++=correct
this ^dt+dem+++=this
description ^nn+nom+++=description.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
Gip ^np+++??+=Gip
was ^vbd+bedz+vrb++=was
asleep ^jj+pred+++=asleep,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
took ^vbd+++xvbnx+=took
the ^ati++++=the
parcels ^nns++++=parcels
into ^in++++=into
my ^pp$+pp1+++=my
study ^nn++++=study.
. ^zz++++=EXTRAWORD
My ^pp$+pp1+++=My
wife ^nn++++=wife
was ^vbd+bedz+aux++=was
away ^rp+pl+splt++=away
visiting ^vbg+++xvbgx+=visiting
her ^pp3o+pp3+++=her
sister ^npt++++=sister,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
I ^pp1a+pp1+++=I
confess ^nns+nom+++=confess
I ^pp1a+pp1+++=I
was ^vbd+bedz+vrb++=was
glad ^jj+pred+++=glad
not ^xnot++not++=not
to ^to++++=to
be ^vbi+vbi+aux++=be
required ^vpsv++agls+xvbnx+=required
to ^to+vcmp+++=to
explain ^vbi+vpub+++=explain
matters ^nns+nom+++=matters
immediately ^rb+tm+++=immediately.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
placed ^vbd+++xvbnx+=placed
the ^ati++++=the
poker ^nn++++=poker
within ^in++++=within
reach ^nn++++=reach
an ^at++++=an
excessive ^jj+atrb+++=excessive
precaution ^nn+nom+++=precaution,
, ^zz++++=EXTRAWORD
no ^at++++=no
doubt ^nn++++=doubt
and ^cc++++=and
opened ^vbd+++xvbn+=opened
the ^ati++++=the
first ^od++++=first
parcel ^nn++++=parcel.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
contained ^vbd+++xvbn+=contained
a ^at++++=a
box ^nn++++=box
of ^in++++=of
toy ^nn++++=toy
soldiers ^nns+nom+++=soldiers.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
were ^vbd+bed+aux++=were
admirably ^rb++splt++=admirably
made ^vpsv++agls+xvbnx+=made:
: ^zz++++=EXTRAWORD
forty ^cd++++=forty
infantrymen ^jj+++xvbn+=infantrymen
in ^in++++=in
white ^jj+atrb+++=white
uniforms ^nns++++=uniforms,
, ^zz++++=EXTRAWORD
an ^at++++=an
officer ^nn++++=officer
with ^in++++=with
a ^at++++=a
drawn ^vbd+++xvbn+=drawn
sword ^nn++++=sword,
, ^zz++++=EXTRAWORD
a ^at++++=a
drummer ^nn++++=drummer,
, ^zz++++=EXTRAWORD
two ^cd++++=two
standard ^nn++++=standard-bearers
- ^zz++++=EXTRAWORD
bearers ^nns+nom+++=EXTRAWORD
and ^cc++++=and
a ^rb++++=a
little ^rb"++++=little
field ^nn++++=field-piece.
- ^zz++++=EXTRAWORD
piece ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
examined ^vbd+++xvbnx+=examined
each ^dt++++=each
figure ^nn++++=figure.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
were ^vbd+bed+vrb++=were
wood ^nn++++=wood
and ^cc++++=and
metal ^nn++++=metal,
, ^zz++++=EXTRAWORD
articulated ^j+++xvbn+=articulated
at ^rb++++=at
shoulder ^nn+nom+++=shoulder
and ^cc++++=and
hip ^nn++++=hip,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
otherwise ^rb+cnj+++=otherwise
perfectly ^rb+amp+++=perfectly
ordinary ^jj++++=ordinary.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
were ^vbd+bed+vrb++=were
no ^at++++=no
springs ^nns++++=springs,
, ^zz++++=EXTRAWORD
wires ^nns++++=wires
or ^cc++++=or
magnetic ^jj+atrb+++=magnetic
plates ^nns++++=plates.
. ^zz++++=EXTRAWORD
None ^pn++++=None
moved ^vbd+++xvbn+=moved.
. ^zz++++=EXTRAWORD
The ^ati++++=The
second ^od++++=second
and ^cc++++=and
third ^od++++=third
parcels ^nns++++=parcels
contained ^vbd+++xvbn+=contained
similar ^jj+atrb+++=similar
regiments ^nns+nom+++=regiments:
: ^zz++++=EXTRAWORD
cavalry ^nn++++=cavalry
in ^in++++=in
green ^nn++++=green,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
artillerymen ^vpsv++agls+xvbn+=artillerymen
in ^in++++=in
blue ^nn++++=blue.
. ^zz++++=EXTRAWORD
Fine ^jj+atrb+++=Fine
toys ^nns++++=toys,
, ^zz++++=EXTRAWORD
expensive ^jj+atrb+++=expensive
toys ^nns++++=toys,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
toys ^nns++++=toys.
. ^zz++++=EXTRAWORD
The ^ati++++=The
fourth ^od++++=fourth
parcel ^nn++++=parcel
moved ^vbd+++xvbn+=moved.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
stepped ^vbd+++xvbnx+=stepped
back ^jjb++++=back
and ^cc+phrs+++=and
seized ^jj+++xvbn+=seized
the ^ati++++=the
poker ^nn++++=poker.
. ^zz++++=EXTRAWORD
The ^ati++++=The
string ^nn++++=string
untied ^vbd+++xvbn+=untied
itself ^ppl++++=itself
or ^cc++++=or
loosened ^vbd+++xvbn+=loosened
because ^cs+cos+++=because
something ^pn++++=something
within ^in++++=within
had ^vbd+hvd+aux++=had
worried ^vprf+++xvbnx+=worried
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
A ^at++++=A
white ^jj+atrb+++=white
paw ^npt++++=paw
appeared ^vbd+seem++xvbn+=appeared
through ^in++++=through
the ^ati++++=the
paper ^nn++++=paper.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
a ^at++++=a
head ^nn++++=head.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
a ^at++++=a
kitten ^nn++++=kitten.
. ^zz++++=EXTRAWORD
A ^at++++=A
remarkably ^rb++++=remarkably
clean ^jj++++=clean,
, ^zz++++=EXTRAWORD
healthy ^jj+atrb+++=healthy
white ^jj+atrb+++=white
kitten ^nn++++=kitten,
, ^zz++++=EXTRAWORD
with ^in++++=with
yellow ^jj+atrb+++=yellow
eyes ^nns++++=eyes
and ^cc++++=and
a ^at++++=a
black ^jj+atrb+++=black
spot ^nn++++=spot
upon ^in++++=upon
its ^pp$+it+++=its
tail ^nn++++=tail,
, ^zz++++=EXTRAWORD
emerged ^j+++xvbn+=emerged
from ^in++++=from
the ^ati++++=the
wrapping ^nvbg+++xvbg+=wrapping,
, ^zz++++=EXTRAWORD
sneezed ^xvbn+++xvbn+=sneezed
once ^rb+cnj+++=once,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
began ^vbd+++xvbn+=began
to ^to++++=to
purr ^vbi++++=purr.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
no ^at++++=no
trick ^nn++++=trick
about ^in++++=about
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
took ^vbd+++xvbnx+=took
it ^pp3+it+++=it
to ^in++++=to
the ^ati++++=the
kitchen ^nn++++=kitchen
and ^cc++++=and
gave ^vbd+++xvbn+=gave
it ^pp3+it+++=it
milk ^nn++++=milk.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
drank ^vbd+++xvbn+=drank
sensibly ^rb++++=sensibly.
. ^zz++++=EXTRAWORD
The ^ati++++=The
next ^ap++++=next
morning ^nn++++=morning
Gip ^np+++??+=Gip
received ^vbd+++xvbn+=received
his ^pp$+pp3+++=his
presents ^vbz++++=presents
with ^in++++=with
quiet ^jj+atrb+++=quiet
satisfaction ^nn+nom+++=satisfaction.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
knew ^vbd+vprv++xvbnx+=knew
about ^in++++=about
the ^ati++++=the
kitten ^nn++++=kitten,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
called ^vbd+++xvbn+=called
it ^pp3+it+++=it
a ^at++++=a
surprise ^nn++++=surprise."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
was ^vbd+bedz+vrb++=was
a ^at++++=a
surprise ^nn++++=surprise
for ^in++++=for
you ^pp2+pp2+++=you."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
kept ^vbd+++xvbn+=kept
the ^ati++++=the
animal ^nn++++=animal.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
grew ^vbd+++xvbn+=grew
normally ^rb+cnj+++=normally,
, ^zz++++=EXTRAWORD
caught ^jj+atrb++xvbn+=caught
mice ^nns++++=mice
and ^cc++++=and
developed ^vprf+++xvbn+=developed
no ^at++++=no
magical ^jj+atrb+++=magical
faculty ^nn++++=faculty
whatever ^nn+nom+++=whatever,
, ^zz++++=EXTRAWORD
unless ^cs+cnd+++=unless
one ^cd1++++=one
counts ^nns++++=counts
its ^pp$+it+++=its
ability ^nn+nom+++=ability
to ^to+ncmp+++=to
appear ^vbi+seem+++=appear
in ^in++++=in
locked ^jj+atrb++xvbn+=locked
rooms ^nns++++=rooms
which ^whp+rel+obj++=which,
, ^zz++++=EXTRAWORD
after ^in++++=after
observation ^nn+nom+++=observation,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
attributed ^vbd+++xvbnx+=attributed
to ^in++++=to
a ^at++++=a
defective ^nn++++=defective
catch ^vb++++=catch
on ^in++++=on
the ^ati++++=the
scullery ^nn+nom+++=scullery
window ^nn++++=window.
. ^zz++++=EXTRAWORD
The ^ati++++=The
soldiers ^nns+nom+++=soldiers
also ^rb++++=also
remained ^vbd+++xvbn+=remained
ordinary ^jj++++=ordinary,
, ^zz++++=EXTRAWORD
so ^ql++++=so
far ^rb+pl+++=far
as ^ql++++=as
I ^pp1a+pp1+++=I
could ^md+pos+++=could
determine ^vb++++=determine.
. ^zz++++=EXTRAWORD
Several ^ap++++=Several
times ^nns++++=times
I ^pp1a+pp1+++=I
entered ^vbd+++xvbnx+=entered
Gip ^np++++=Gip's
's ^$++++=EXTRAWORD
nursery ^nn+nom+++=nursery
unexpectedly ^rb++++=unexpectedly
and ^cc++++=and
found ^vbd+vprv+tht0+xvbn+=found
them ^pp3o+pp3+++=them
scattered ^vbd+++xvbn+=scattered
upon ^in++++=upon
the ^ati++++=the
carpet ^nn++++=carpet,
, ^zz++++=EXTRAWORD
fallen ^vprf+++xvbn+=fallen
in ^in++++=in
attitudes ^nns++++=attitudes
which ^whp+rel+subj++=which
suggested ^vbd+vpub++xvbn+=suggested
merely ^rb+down+++=merely
that ^cs+sub+++=that
a ^at++++=a
boy ^nn++++=boy
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
playing ^vbg+++xvbgx+=playing
with ^in++++=with
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
Once ^rb+cnj+++=Once,
, ^zz++++=EXTRAWORD
late ^jj++++=late
in ^in++++=in
the ^ati++++=the
evening ^nn++++=evening,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
fancied ^vbd+++xvbnx+=fancied
I ^pp1a+pp1+++=I
heard ^vbd+vprv++xvbnx+=heard
a ^at++++=a
faint ^nn++++=faint
marching ^vwbg+++xvbg+=marching
overhead ^jjb++++=overhead.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
went ^vbd+++xvbnx+=went
upstairs ^jjb++++=upstairs
at ^rb++++=at
once ^rb"+tm+++=once.
. ^zz++++=EXTRAWORD
Gip ^np+++??+=Gip
was ^vbd+bedz+vrb++=was
in ^in++++=in
bed ^nn++++=bed,
, ^zz++++=EXTRAWORD
asleep ^jj++++=asleep,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
soldiers ^nns+nom+++=soldiers
stood ^vbd+++xvbn+=stood
in ^in++++=in
three ^cd++++=three
neat ^jj+atrb+++=neat
companies ^nns++++=companies
upon ^in++++=upon
the ^ati++++=the
floor ^nn++++=floor.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
arranged ^vbd+vsua++xvbn+=arranged
them ^pp3o+pp3+++=them
before ^cs+sub+++=before
you ^pp2+pp2+++=you
went ^vbd+++xvbn+=went
to ^to++++=to
sleep ^vbi++++=sleep,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
said ^vbd+vpub++xvbnx+=said
next ^ap++++=next
morning ^nn++++=morning.
. ^zz++++=EXTRAWORD
" ^zz++++="No,"
no ^at++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Gip ^np+++??+=Gip.
. ^zz++++=EXTRAWORD
" ^zz++++="They
they ^pp3a+pp3+++=EXTRAWORD
arranged ^vbd+vsua++xvbnx+=arranged
themselves ^ppls+pp3+++=themselves."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Toy
toy ^nn++++=EXTRAWORD
soldiers ^nns+nom+++=soldiers
cannot ^md+pos+not++=cannot
arrange ^vb++++=arrange
themselves ^ppls+pp3+++=themselves."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="They
they ^pp3a+pp3+++=EXTRAWORD
can ^md+pos+++=can
when ^wrb+who+++=when
I ^pp1a+pp1+++=I
say ^vb+vpub+++=say
the ^ati++++=the
word ^nn++++=word."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+++=EXTRAWORD
word ^nn++++=word?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
would ^md+prd+++=wouldn't
n't ^xnot++not++0=EXTRAWORD
hear ^vb+vprv+++=hear
it ^pp3+it+++=it."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
This ^dt+dem+++=This
answer ^nn++++=answer,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
admit ^vb+vpub+++=admit,
, ^zz++++=EXTRAWORD
irritated ^j+++xvbn+=irritated
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
" ^zz++++="Try."
try ^vb++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Gip ^np+++??+=Gip
looked ^vbd+++xvbn+=looked
towards ^in++++=towards
the ^ati++++=the
ranks ^nns++++=ranks.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
spoke ^vbd+++xvbnx+=spoke
or ^cc+phrs+++=or
seemed ^vbd+seem++xvbn+=seemed
to ^to+vcmp+++=to.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
lips ^nns++++=lips
moved ^vbd+++xvbn+=moved,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
I ^pp1a+pp1+++=I
heard ^vbd+vprv+tht0+xvbnx+=heard
nothing ^pn++++=nothing
except ^in++++=except
a ^at++++=a
small ^jj+atrb+++=small
click ^nn++++=click
from ^in++++=from
the ^ati++++=the
window ^nn++++=window,
, ^zz++++=EXTRAWORD
where ^wrb+who+++=where
the ^ati++++=the
kitten ^nn++++=kitten
sat ^vbd+++xvbn+=sat
watching ^vbg+++xvbg+=watching
a ^at++++=a
fly ^nn++++=fly.
. ^zz++++=EXTRAWORD
The ^ati++++=The
soldiers ^nns+nom+++=soldiers
did ^vbd+dod+aux++=did
not ^xnot++not++=not
stir ^vb++++=stir.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
see ^vb+vprv+++=see?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
perhaps ^rb++++=perhaps
too ^rb++++=too
triumphantly ^rb++++=triumphantly.
. ^zz++++=EXTRAWORD
" ^zz++++="They
they ^pp3a+pp3+++=EXTRAWORD
will ^md+prd+++=won't
n't ^xnot++not++0=EXTRAWORD
do ^vb+do+vrb++=do
it ^pp3+it+++=it
while ^cs+sub+++=while
you ^pp2+pp2+++=you're
're ^vb+ber+aux++0=EXTRAWORD
looking ^vbg+++xvbgx+=looking."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="That
that ^dt+pdem+++=EXTRAWORD
is ^vbz+bez+vrb++=is
very ^ql+amp+++=very
convenient ^jj++++=convenient."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Yes,"
yes ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Gip ^np+++??+=Gip.
. ^zz++++=EXTRAWORD
" ^zz++++="They
they ^pp3a+pp3+++=EXTRAWORD
think ^vb+vprv+++=think
so ^ql++++=so
too ^ql++++=too."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Months ^nns++++=Months
passed ^vbd+++xvbn+=passed.
. ^zz++++=EXTRAWORD
The ^ati++++=The
white ^jj+atrb+++=white
kitten ^nn++++=kitten
became ^vbd+++xvbn+=became
a ^at++++=a
white ^jj+atrb+++=white
cat ^nn++++=cat.
. ^zz++++=EXTRAWORD
The ^ati++++=The
soldiers ^nns+nom+++=soldiers
lost ^vbd+++xvbn+=lost
a ^rb++++=a
little ^rb"++++=little
paint ^nn++++=paint
at ^rb++++=at
the ^ati++++=the
elbows ^nns++++=elbows
and ^cc++++=and
knees ^nns++++=knees.
. ^zz++++=EXTRAWORD
Gip ^np+++??+=Gip
remained ^vbd+++xvbn+=remained
healthy ^jj++++=healthy,
, ^zz++++=EXTRAWORD
obedient ^jj++++=obedient
and ^cc+phrs+++=and
disinclined ^jj+++xvbn+=disinclined
to ^in++++=to
invention ^nn+nom+++=invention
in ^in++++=in
every ^at++++=every
other ^ap++++=other
matter ^nn++++=matter.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
never ^rb++++=never
boasted ^vbd+vpub++xvbn+=boasted
of ^in++++=of
the ^ati++++=the
shop ^nn++++=shop
to ^in++++=to
other ^ap++++=other
children ^nns++++=children.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
I ^pp1a+pp1+++=I
questioned ^vbd+vpub++xvbnx+=questioned
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
answered ^vbd+vpub++xvbnx+=answered
simply ^rb++++=simply
that ^cs+sub+++=that
the ^ati++++=the
captain ^nn++++=captain
knew ^vbd+vprv+tht0+xvbn+=knew
his ^pp$+pp3+++=his
name ^nn++++=name,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
the ^ati++++=the
artillery ^nn+nom+++=artillery
could ^md+pos+++=could
fire ^vb++++=fire
without ^in++++=without
damaging ^xvbg+++xvbg+=damaging
furniture ^nn++++=furniture,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
that ^tht+vcmp+++=that
the ^ati++++=the
cavalry ^nn++++=cavalry
disliked ^vbd+++xvbn+=disliked
Thursdays ^nrs++++=Thursdays.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
made ^vbd+++xvbnx+=made
several ^ap++++=several
searches ^nns++++=searches
for ^in++++=for
the ^ati++++=the
shop ^nn++++=shop.
. ^zz++++=EXTRAWORD
At ^rb++++=At
different ^jj+atrb+++=different
hours ^nns++++=hours
and ^cc++++=and
in ^in++++=in
different ^jj+atrb+++=different
weather ^nn++++=weather
I ^pp1a+pp1+++=I
walked ^vbd+++xvbnx+=walked
the ^ati++++=the
length ^nn++++=length
of ^in++++=of
Regent ^npt++++=Regent
Street ^nn++++=Street,
, ^zz++++=EXTRAWORD
examining ^vbg+++xvbg+=examining
every ^at++++=every
doorway ^nn++++=doorway.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
questioned ^vbd+vpub++xvbnx+=questioned
the ^ati++++=the
photographic ^jj+atrb+++=photographic
