# ^zz++++=###
# ^zz++++=EXTRAWORD
# ^zz++++=EXTRAWORD
September ^nr+nom+++=September
laughed ^vbd+++xvbnx+=laughed,
, ^zz++++=EXTRAWORD
believing ^vbg+vprv+tht0+xvbg+=believing
it ^pp3+it+++=it
a ^at++++=a
jest ^nn++++=jest.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
laughed ^vbd+++xvbnx+=laughed
also ^rb++++=also
too ^rb++++=too
loudly ^rb++++=loudly
and ^cc++++=and
wept ^vbd+++xvbn+=wept
the ^ati++++=the
whole ^jj+atrb+++=whole
night ^nn++++=night
afterward ^rb++++=afterward.
. ^zz++++=EXTRAWORD
Yet ^rb++++=Yet
her ^pp3o+pp3+++=her
love ^vb++++=love
endured ^vbd+++xvbn+=endured.
. ^zz++++=EXTRAWORD
So ^ql++++=So
did ^vbd+dod+vrb++=did
mine ^nn++++=mine,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
time ^nn++++=time
purified ^vprf+++xvbn+=purified
it ^pp3+it+++=it
of ^in++++=of
youthful ^jj+atrb+++=youthful
intoxication ^nn+nom+++=intoxication.
. ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
beauty ^nn++++=beauty
faded ^vbd+++xvbn+=faded;
; ^zz++++=EXTRAWORD
her ^pp$+pp3+++=her
spirit ^nn++++=spirit
remained ^vbd+++xvbn+=remained
ardent ^jj++++=ardent,
, ^zz++++=EXTRAWORD
imperious ^jj++++=imperious,
, ^zz++++=EXTRAWORD
affectionate ^jj++++=affectionate,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
easily ^rb++++=easily
wounded ^jj+++xvbn+=wounded.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
became ^vbd+++xvbnx+=became
her ^pp$+pp3+++=her
servant ^nn+nom+++=servant,
, ^zz++++=EXTRAWORD
companion ^nn++++=companion,
, ^zz++++=EXTRAWORD
physician ^nn++++=physician,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
child ^nn++++=child.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
she ^pp3a+pp3+++=she
envied ^vbd+++xvbnx+=envied
my ^pp$+pp1+++=my
youth ^nn++++=youth,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
also ^rb++++=also
guarded ^vbd+++xvbn+=guarded
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
reckless ^jj+atrb+++=reckless
despair ^nn++++=despair
tempted ^vwbn+++xvbn+=tempted
me ^pp1o+pp1+++=me
to ^in++++=to
dangerous ^jj+atrb+++=dangerous
feats ^nns++++=feats,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
rebuked ^vbd+++xvbnx+=rebuked
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
villagers ^nns+nom+++=villagers
stared ^vbd+++xvbn+=stared,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
devised ^vbd+++xvbnx+=devised
another ^dt++++=another
removal ^nn++++=removal.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
I ^pp1a+pp1+++=I
sat ^vbd+++xvbnx+=sat
silent ^jj++++=silent,
, ^zz++++=EXTRAWORD
pondering ^vbg+++xvbg+=pondering
the ^ati++++=the
abyss ^nn++++=abyss
of ^in++++=of
coming ^xvbg+++xvbg+=coming
solitude ^nn++++=solitude,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
forced ^vbd+++xvbnx+=forced
me ^pp1o+pp1+++=me
to ^to++++=to
speak ^vbi++++=speak
of ^in++++=of
ordinary ^jj+atrb+++=ordinary
things ^nns++++=things
the ^ati++++=the
garden ^nn++++=garden,
, ^zz++++=EXTRAWORD
the ^ati++++=the
weather ^nn++++=weather,
, ^zz++++=EXTRAWORD
the ^ati++++=the
price ^nn++++=price
of ^in++++=of
flour ^nn++++=flour
as ^cs+sub+++=as
though ^cs+sub+++=though
common ^jj++++=common
cares ^vbz++++=cares
might ^md+pos+++=might
tether ^jjr++++=tether
me ^pp1o+pp1+++=me
to ^in++++=to
human ^jj+atrb+++=human
life ^nn++++=life.
. ^zz++++=EXTRAWORD
Years ^nns++++=Years
passed ^vbd+++xvbn+=passed
away ^rp+pl+++=away.
. ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
hair ^nn++++=hair
became ^vbd+++xvbn+=became
white ^jj++++=white.
. ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
body ^nn++++=body,
, ^zz++++=EXTRAWORD
once ^rb+tm+++=once
so ^ql++++=so
swift ^np++++=swift,
, ^zz++++=EXTRAWORD
bent ^j+++xvbn+=bent
beneath ^in+pl+++=beneath
infirmity ^nn+nom+++=infirmity.
. ^zz++++=EXTRAWORD
A ^at++++=A
palsy ^nn++++=palsy
seized ^vbd+++xvbn+=seized
her ^pp$+pp3+++=her
left ^vbd+++xvbn+=left
side ^nn++++=side;
; ^zz++++=EXTRAWORD
thereafter ^nn+nom+++=thereafter
she ^pp3a+pp3+++=she
seldom ^rb++++=seldom
left ^jj+++xvbn+=left
her ^pp3o+pp3+++=her
chair ^nn++++=chair.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
carried ^vbd+++xvbnx+=carried
her ^pp$+pp3+++=her
to ^in++++=to
the ^ati++++=the
window ^nn++++=window
each ^dt++++=each
morning ^nn++++=morning,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
at ^in++++=at
evening ^nn++++=evening
bore ^vbd+++xvbn+=bore
her ^pp3o+pp3+++=her
back ^jjb++++=back
to ^in++++=to
bed ^nn++++=bed.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
grew ^vbd+++xvbnx+=grew
light ^nn++++=light
in ^in++++=in
my ^pp$+pp1+++=my
arms ^nns++++=arms
terribly ^rb++++=terribly
light ^jj++++=light,
, ^zz++++=EXTRAWORD
like ^in++++=like
a ^at++++=a
child ^nn++++=child
returning ^vwbg+++xvbg+=returning
in ^in++++=in
reverse ^nn++++=reverse
through ^in++++=through
the ^ati++++=the
gates ^nns++++=gates
of ^in++++=of
existence ^nn+nom+++=existence.
. ^zz++++=EXTRAWORD
One ^cd1++++=One
winter ^nn++++=winter
night ^nn++++=night
snow ^nn++++=snow
covered ^vbd+++xvbn+=covered
the ^ati++++=the
fields ^nns++++=fields.
. ^zz++++=EXTRAWORD
The ^ati++++=The
fire ^nn++++=fire
sank ^vbd+++xvbn+=sank
low ^jj++++=low,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
moonlight ^nn++++=moonlight
lay ^vbd+++xvbn+=lay
upon ^in++++=upon
the ^ati++++=the
floor ^nn++++=floor.
. ^zz++++=EXTRAWORD
Bertha ^np+++??+=Bertha
awoke ^vbd+++xvbn+=awoke
and ^cc+phrs+++=and
called ^vbd+++xvbn+=called
my ^pp$+pp1+++=my
name ^nn++++=name.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
am ^vb+bem+vrb++=am
here ^rn+pl+++=here."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
always ^rb++++=always
are ^vb+ber+vrb++=are,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
raised ^vbd+++xvbnx+=raised
her ^pp$+pp3+++=her,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
she ^pp3a+pp3+++=she
touched ^vbd+++xvbnx+=touched
my ^pp$+pp1+++=my
cheek ^nn++++=cheek
with ^in++++=with
her ^pp$+pp3+++=her
withered ^vbd+++xvbn+=withered
fingers ^nns+nom+++=fingers.
. ^zz++++=EXTRAWORD
" ^zz++++="Still
still ^rb+atrb+++=EXTRAWORD
smooth ^jj++++=smooth,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
murmured ^vbd+++xvbnx+=murmured.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
hated ^vbd+++xvbnx+=hated
you ^pp2+pp2+++=you
for ^in++++=for
it ^pp3+it+++=it
once ^rb+tm+++=once."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
know ^vb+vprv+++=know."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Forgive
forgive ^vb++++=EXTRAWORD
me ^pp1o+pp1+++=me."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="There
there ^ex+pex+++=EXTRAWORD
is ^vbz+bez+vrb++=is
nothing ^pn++++=nothing
to ^to++++=to
forgive ^vbi++++=forgive."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Oh,
oh ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
there ^ex+pex+++=there
is ^vbz+bez+vrb++=is
much ^ap++++=much.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
was ^vbd+bedz+vrb++=was
vain ^jj+pred+++=vain.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
wished ^vbd+vprv+tht0+xvbnx+=wished
you ^pp2+pp2+++=you
to ^to++++=to
grow ^vbi++++=grow
ugly ^jj++++=ugly
so ^ql++++=so
that ^cs+sub+++=that
I ^pp1a+pp1+++=I
might ^md+pos+++=might
not ^xnot++not++=not
grow ^vb++++=grow
old ^jj++++=old
alone ^jj++++=alone."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
pressed ^vbd+++xvbnx+=pressed
her ^pp3o+pp3+++=her
hand ^nn++++=hand
to ^in++++=to
my ^pp$+pp1+++=my
lips ^nns++++=lips.
. ^zz++++=EXTRAWORD
" ^zz++++="Winzy,
winzy ^nn+++??+=EXTRAWORD
, ^zz++++=EXTRAWORD
do ^vb+do+aux++=do
you ^pp2+pp2+++=you
remember ^nn+nom+++=remember
the ^ati++++=the
blue ^jj+atrb+++=blue
flower ^nn++++=flower?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
one ^pn++++=one
upon ^in++++=upon
the ^ati++++=the
crag ^npl++++=crag?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
nearly ^rb+down+++=nearly
broke ^vbd+++xvbn+=broke
your ^pp$+pp2+++=your
neck ^nn++++=neck
to ^to++++=to
gather ^vbi+vprv+++=gather
it ^pp3+it+++=it."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
scolded ^vbd+++xvbn+=scolded
me ^pp1o+pp1+++=me."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
wore ^vbd+++xvbnx+=wore
it ^pp3+it+++=it."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Until
until ^cs+sub+++=EXTRAWORD
it ^pp3+it+++=it
died ^vbd+++xvbn+=died."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
smiled ^vbd+++xvbnx+=smiled.
. ^zz++++=EXTRAWORD
" ^zz++++="Everything
everything ^pn++++=EXTRAWORD
dies ^vbz++++=dies."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
words ^nns++++=words
froze ^vbd+++xvbn+=froze
my ^pp$+pp1+++=my
blood ^nn++++=blood.
. ^zz++++=EXTRAWORD
" ^zz++++="Not
not ^xnot++not++=EXTRAWORD
love ^nn++++=love,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
answered ^vbd+vpub++xvbnx+=answered.
. ^zz++++=EXTRAWORD
" ^zz++++="Perhaps
perhaps ^rb++++=EXTRAWORD
love ^nn++++=love
too ^ql++++=too
only ^rb+down+++=only
it ^pp3+it+++=it
leaves ^vbz++++=leaves
a ^at++++=a
seed ^nn++++=seed."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Toward ^in++++=Toward
dawn ^nn++++=dawn
her ^pp3o+pp3+++=her
breathing ^xvbg+++xvbg+=breathing
became ^vbd+++xvbn+=became
faint ^jj++++=faint.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
called ^vbd+++xvbnx+=called
for ^in+ppvb+++=for
the ^ati++++=the
physician ^nn++++=physician,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
both ^abx++++=both
of ^in++++=of
us ^pp1o+pp1+++=us
knew ^vbd+vprv++xvbn+=knew
that ^tht+vcmp+++=that
no ^at++++=no
art ^nn++++=art
could ^md+pos+++=could
detain ^vb++++=detain
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
would ^md+prd+++=would
not ^xnot++not++=not
release ^vb++++=release
my ^pp$+pp1+++=my
hand ^nn++++=hand.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
will ^md+prd+++=will
not ^xnot++not++=not
follow ^vb+vprv+++=follow
me ^pp1o+pp1+++=me
yet ^rb+cnj+++=yet,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
shall ^md+prd+++=shall
try ^vb++++=try."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="No
no ^at++++=EXTRAWORD
violence ^nn+nom+++=violence.
. ^zz++++=EXTRAWORD
Promise ^nn++++=Promise."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
was ^vbd+bedz+vrb++=was
silent ^jj+pred+++=silent.
. ^zz++++=EXTRAWORD
" ^zz++++="Promise
promise ^nn++++=EXTRAWORD
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
Do ^vb+do+aux++=Do
not ^xnot++not++=not
murder ^vb++++=murder
the ^ati++++=the
life ^nn++++=life
God ^np++++=God
permitted ^vbd+++xvbn+=permitted,
, ^zz++++=EXTRAWORD
even ^cs+sub+++=even
if ^cs+cnd+++=if
He ^pp3a+pp3+++=He
permitted ^vbd+++xvbnx+=permitted
too ^ql++++=too
much ^ap++++=much."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
promise ^nn++++=promise."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
eyes ^nns++++=eyes
closed ^vbd+++xvbn+=closed,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then
opened ^vbd+++xvbn+=opened
once ^rb+tm+++=once
more ^rbr++++=more.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
were ^vbd+bed+aux++=were
never ^rb++splt++=never
cured ^vpsv++agls+xvbnx+=cured
of ^in++++=of
love ^nn++++=love,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
whispered ^vbd+vpub++xvbnx+=whispered.
. ^zz++++=EXTRAWORD
Those ^dt+pdem+++=Those
were ^vbd+bed+vrb++=were
her ^pp$+pp3+++=her
last ^rb++++=last
words ^nns++++=words.
. ^zz++++=EXTRAWORD
For ^in++++=For
three ^cd++++=three
days ^nns++++=days
I ^pp1a+pp1+++=I
sat ^vbd+++xvbnx+=sat
beside ^in+pl+++=beside
her ^pp$+pp3+++=her
body ^nn++++=body.
. ^zz++++=EXTRAWORD
Death ^nn++++=Death
restored ^vwbn+++xvbn+=restored
a ^at++++=a
solemn ^jj+atrb+++=solemn
beauty ^nn++++=beauty
to ^in++++=to
her ^pp$+pp3+++=her
face ^nn++++=face,
, ^zz++++=EXTRAWORD
smoothing ^nvbg+++xvbg+=smoothing
the ^ati++++=the
bitterness ^nns+nom+++=bitterness
of ^in++++=of
age ^nn++++=age
while ^cs+sub+++=while
leaving ^vbg+++xvbg+=leaving
its ^pp$+it+++=its
dignity ^nn+nom+++=dignity.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
waited ^vbd+++xvbnx+=waited
for ^in++++=for
some ^dti++++=some
sign ^nn++++=sign
that ^tht+ncmp+++=that
the ^ati++++=the
elixir ^nn+++??+=elixir
might ^md+pos+++=might
extend ^vb++++=extend
its ^pp$+it+++=its
protection ^nn+nom+++=protection
through ^in++++=through
my ^pp$+pp1+++=my
touch ^nn++++=touch,
, ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
breath ^nn++++=breath,
, ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
longing ^nvbg+++xvbg+=longing.
. ^zz++++=EXTRAWORD
None ^pn++++=None
came ^vbd+++xvbn+=came.
. ^zz++++=EXTRAWORD
The ^ati++++=The
beloved ^jj+atrb+++=beloved
clay ^nn++++=clay
grew ^vbd+++xvbn+=grew
cold ^nn++++=cold.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
buried ^vbd+++xvbnx+=buried
her ^pp$+pp3+++=her
in ^in++++=in
a ^at++++=a
small ^jj+atrb+++=small
churchyard ^nn++++=churchyard
near ^in+pl+++=near
Tours ^nns++++=Tours.
. ^zz++++=EXTRAWORD
Rain ^nn++++=Rain
fell ^vbd+++xvbn+=fell
while ^cs+sub+++=while
the ^ati++++=the
priest ^nn++++=priest
spoke ^vbd+++xvbn+=spoke;
; ^zz++++=EXTRAWORD
drops ^vbz++++=drops
gathered ^vbd+++xvbn+=gathered
upon ^in++++=upon
the ^ati++++=the
coffin ^nn++++=coffin,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
each ^dt++++=each
seemed ^jj+++xvbn+=seemed
a ^at++++=a
world ^nn++++=world
in ^in++++=in
which ^whp+rel+pied++=which
our ^pp$+pp1+++=our
whole ^jj+atrb+++=whole
life ^nn++++=life
was ^vbd+bedz+aux++=was
reflected ^vpsv++agls+xvbnx+=reflected
and ^cc+phrs+++=and
extinguished ^vbd+++xvbn+=extinguished.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
earth ^nn++++=earth
struck ^vbd+++xvbn+=struck
the ^ati++++=the
lid ^nn++++=lid,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
understood ^vbd+vprv++xvbnx+=understood
immortality ^nn+nom+++=immortality
not ^xnot++not++=not
as ^in++++=as
endless ^jj+atrb+++=endless
time ^nn++++=time,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
as ^in++++=as
endless ^jj+atrb+++=endless
bereavement ^nn+nom+++=bereavement.
. ^zz++++=EXTRAWORD
Since ^cs+sub+++=Since
then ^rn+tm+++=then
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
wandered ^vprf+++xvbnx+=wandered.
. ^zz++++=EXTRAWORD
Three ^cd++++=Three
centuries ^nns++++=centuries!
! ^zz++++=EXTRAWORD
Reader ^nn++++=Reader,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
reader ^nn++++=reader
I ^pp1a+pp1+++=I
obtain ^vb++++=obtain,
, ^zz++++=EXTRAWORD
pause ^nn++++=pause
before ^in++++=before
those ^dt+dem+++=those
words ^nns++++=words.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
count ^vb++++=count
a ^at++++=a
century ^nn++++=century
as ^in++++=as
history ^nn++++=history;
; ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
count ^vb++++=count
it ^pp3+it+++=it
as ^in++++=as
remembrance ^nn+nom+++=remembrance.
. ^zz++++=EXTRAWORD
Kings ^nns++++=Kings
rose ^vbd+++xvbn+=rose,
, ^zz++++=EXTRAWORD
quarrelled ^j+++xvbn+=quarrelled,
, ^zz++++=EXTRAWORD
conquered ^j+++xvbn+=conquered,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
became ^vbd+++xvbn+=became
names ^nns++++=names
in ^in++++=in
books ^nns++++=books.
. ^zz++++=EXTRAWORD
Tongues ^nns++++=Tongues
altered ^vwbn+++xvbn+=altered.
. ^zz++++=EXTRAWORD
Garments ^nns+nom+++=Garments,
, ^zz++++=EXTRAWORD
laws ^nns++++=laws,
, ^zz++++=EXTRAWORD
prayers ^nns+nom+++=prayers,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
weapons ^nns++++=weapons
changed ^vbd+++xvbn+=changed.
. ^zz++++=EXTRAWORD
Roads ^nns++++=Roads
crossed ^vbd+++xvbn+=crossed
forests ^nns++++=forests
where ^wrb+who+++=where
I ^pp1a+pp1+++=I
had ^vb+hv+aux++=had
once ^rb+tm+splt++=once
been ^vprf+ben+aux+xvbnx+=been
lost ^vpsv++agls+xvbnx+=lost;
; ^zz++++=EXTRAWORD
towns ^nns++++=towns
vanished ^vbd+++xvbn+=vanished
where ^wrb+who+++=where
I ^pp1a+pp1+++=I
had ^vb+hv+aux++=had
once ^rb+tm+splt++=once
begged ^vprf+++xvbnx+=begged
shelter ^nn++++=shelter.
. ^zz++++=EXTRAWORD
Men ^nns++++=Men
disputed ^vbd+++xvbn+=disputed
truths ^nns++++=truths
for ^in++++=for
which ^whp+rel+pied++=which
their ^pp$+pp3+++=their
grandfathers ^nns+nom+++=grandfathers
had ^vb+hv+vrb++=had
slain ^nn+++??+=slain
one ^cd1++++=one
another ^dt++++=another,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then
abandoned ^vbd+++xvbn+=abandoned
both ^abx++++=both
the ^ati++++=the
truths ^nns++++=truths
and ^cc++++=and
the ^ati++++=the
disputes ^nns++++=disputes.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
moved ^vbd+++xvbnx+=moved
among ^in++++=among
the ^ati++++=the
children ^nns++++=children
of ^in++++=of
Adam ^np++++=Adam
like ^in++++=like
one ^pn++++=one
of ^in++++=of
another ^dt++++=another
creation ^nn+nom+++=creation.
. ^zz++++=EXTRAWORD
At ^rb++++=At
first ^rb"++++=first
I ^pp1a+pp1+++=I
attempted ^vbd+++xvbnx+=attempted
friendship ^nn+nom+++=friendship.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
friendship ^nn+nom+++=friendship
demands ^nns++++=demands
equality ^nn+nom+++=equality,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
what ^wdt+who+++=what
equality ^nn+nom+++=equality
can ^md+pos+++=can
exist ^vb++++=exist
between ^in++++=between
one ^cd1++++=one
who ^whp+rel+obj++=who
changes ^nns++++=changes
and ^cc++++=and
one ^cd1++++=one
who ^whp+rel+subj++=who
does ^vbz+doz+vrb++=does
not ^xnot++not++=not?
? ^zz++++=EXTRAWORD
A ^at++++=A
boy ^nn++++=boy
became ^vbd+++xvbn+=became
my ^pp$+pp1+++=my
companion ^nn++++=companion;
; ^zz++++=EXTRAWORD
soon ^rb+tm+++=soon
he ^pp3a+pp3+++=he
appeared ^vbd+seem+tht0+xvbnx+=appeared
my ^pp$+pp1+++=my
elder ^jjr++++=elder,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then
my ^pp$+pp1+++=my
father ^nn++++=father,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then
a ^at++++=a
trembling ^jj+++xvbg+=trembling
ancient ^jj++++=ancient
who ^whp+who+++=who
blessed ^jj+++xvbn+=blessed
me ^pp1o+pp1+++=me
as ^cs+sub+++=as
though ^cs+sub+++=though
I ^pp1a+pp1+++=I
were ^vbd+bed+vrb++=were
his ^pp$+pp3+++=his
son ^nn++++=son.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
attended ^vbd+++xvbnx+=attended
his ^pp$+pp3+++=his
funeral ^nn++++=funeral
and ^cc++++=and
fled ^vbd+++xvbn+=fled
before ^cs+sub+++=before
his ^pp$+pp3+++=his
grandchildren ^nn++++=grandchildren
questioned ^vbd+vpub++xvbn+=questioned
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
altered ^vbd+++xvbnx+=altered
my ^pp$+pp1+++=my
name ^nn++++=name,
, ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
country ^nn++++=country,
, ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
occupation ^nn+nom+++=occupation.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
was ^vbd+bedz+vrb++=was
soldier ^nn++++=soldier,
, ^zz++++=EXTRAWORD
sailor ^nn++++=sailor,
, ^zz++++=EXTRAWORD
clerk ^nn++++=clerk,
, ^zz++++=EXTRAWORD
tutor ^nn++++=tutor,
, ^zz++++=EXTRAWORD
apothecary ^nn+nom+++=apothecary,
, ^zz++++=EXTRAWORD
gardener ^nn+nom+++=gardener.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
fought ^vbd+++xvbnx+=fought
in ^in++++=in
wars ^nns++++=wars
whose ^whp+rel+obj++=whose
causes ^nns++++=causes
I ^pp1a+pp1+++=I
scarcely ^rb+down+++=scarcely
understood ^vbd+vprv++xvbn+=understood
and ^cc++++=and
whose ^whp+rel+obj++=whose
victories ^nns++++=victories
are ^vb+ber+aux++=are
now ^rn+tm+splt++=now
forgotten ^vpsv++agls+xvbnx+=forgotten.
. ^zz++++=EXTRAWORD
Steel ^nn++++=Steel
entered ^vbd+++xvbn+=entered
my ^pp$+pp1+++=my
side ^nn++++=side;
; ^zz++++=EXTRAWORD
fever ^nn++++=fever
consumed ^vwbn+++xvbn+=consumed
entire ^jjb+atrb+++=entire
camps ^nns++++=camps
around ^rp++++=around
me ^pp1o+pp1+++=me;
; ^zz++++=EXTRAWORD
a ^at++++=a
ship ^nn++++=ship
sank ^vbd+++xvbn+=sank
beneath ^in+pl+++=beneath
me ^pp1o+pp1+++=me
in ^in++++=in
the ^ati++++=the
Atlantic ^np++++=Atlantic,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
for ^in++++=for
a ^at++++=a
night ^nn++++=night
I ^pp1a+pp1+++=I
clung ^vbd+++xvbnx+=clung
to ^in++++=to
wreckage ^nn+nom+++=wreckage
while ^cs+sub+++=while
black ^jj+atrb+++=black
water ^nn++++=water
promised ^vbd+++xvbn+=promised
peace ^nn++++=peace.
. ^zz++++=EXTRAWORD
Yet ^rb++++=Yet
dawn ^nn++++=dawn
found ^vbd+vprv++xvbn+=found
me ^pp1o+pp1+++=me
alive ^jj++++=alive.
. ^zz++++=EXTRAWORD
Water ^nn++++=Water
has ^vbz+hvz+aux++=has
ever ^rb++splt++=ever
tempted ^vprf+++xvbnx+=tempted
me ^pp1o+pp1+++=me.
. ^zz++++=EXTRAWORD
Its ^pp$+it+++=Its
depths ^nns++++=depths
appear ^vb+seem+++=appear
tranquil ^jj++++=tranquil,
, ^zz++++=EXTRAWORD
secret ^nn++++=secret,
, ^zz++++=EXTRAWORD
absolving ^jj+++xvbg+=absolving.
. ^zz++++=EXTRAWORD
To ^to++++=To
sink ^vbi++++=sink
below ^in+pl+++=below
the ^ati++++=the
last ^rb++++=last
ray ^np++++=ray,
, ^zz++++=EXTRAWORD
to ^to++++=to
feel ^vbi+vprv+++=feel
the ^ati++++=the
great ^jj++++=great
cold ^jj++++=cold
close ^jj++++=close
overhead ^jjb++++=overhead,
