# ^zz++++=##
# ^zz++++=EXTRAWORD
Indian ^jj+atrb+++=INDIAN
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Maine ^np++++=Maine
looked ^vbd+++xvbn+=looked
at ^rb++++=at
the ^ati++++=the
closed ^jj+++xvbn+=closed
infirmary ^npl+nom+++=infirmary
door ^nn++++=door.
. ^zz++++=EXTRAWORD
" ^zz++++="Yes,"
yes ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said
softly ^rb+cnj+++=softly,
, ^zz++++=EXTRAWORD
" ^zz++++="and
and ^cc++++=EXTRAWORD
pain ^nn++++=pain
is ^vbz+bez+vrb++=is
pain ^nn++++=pain."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
physician ^nn++++=physician
arrived ^vbd+++xvbn+=arrived
from ^in++++=from
town ^nn++++=town
within ^in++++=within
the ^ati++++=the
hour ^nn++++=hour.
. ^zz++++=EXTRAWORD
Chicago ^np++++=Chicago's
's ^$++++=EXTRAWORD
case ^nn++++=case,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+vrb++=was
severe ^jj+pred+++=severe
but ^cc++++=but
not ^xnot++not++=not
dangerous ^jj++++=dangerous.
. ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
eyes ^nns++++=eyes
were ^vbd+bed+aux++=were
almost ^rb+hdg+splt++=almost
closed ^vpsv++agls+xvbnx+=closed,
, ^zz++++=EXTRAWORD
her ^pp$+pp3+++=her
hands ^nns++++=hands
terribly ^rb++++=terribly
swollen ^jj++++=swollen,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
every ^at++++=every
patch ^nn++++=patch
of ^in++++=of
skin ^nn++++=skin
touched ^vwbn+++xvbn+=touched
by ^in++++=by
the ^ati++++=the
leaves ^nn++++=leaves
burned ^vbd+++xvbn+=burned
and ^cc+phrs+++=and
smarted ^vbd+++xvbn+=smarted.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
must ^md+nec+++=must
remain ^vb++++=remain
in ^in++++=in
a ^at++++=a
darkened ^jj+atrb++xvbn+=darkened
room ^nn++++=room,
, ^zz++++=EXTRAWORD
quiet ^nn++++=quiet
and ^cc++++=and
cool ^jj++++=cool,
, ^zz++++=EXTRAWORD
while ^cs+sub+++=while
lotions ^nns+nom+++=lotions
and ^cc++++=and
time ^nn++++=time
did ^vbd+dod+vrb++=did
their ^pp$+pp3+++=their
work ^nn++++=work.
. ^zz++++=EXTRAWORD
" ^zz++++="May
may ^md+pos+++=EXTRAWORD
I ^pp1a+pp1+++=I
see ^vb+vprv+tht0++=see
her ^pp$+pp3+++=her?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Maine ^np++++=Maine
asked ^vbd+vsua++xvbn+=asked
the ^ati++++=the
nurse ^nn++++=nurse.
. ^zz++++=EXTRAWORD
" ^zz++++="She
she ^pp3a+pp3+++=EXTRAWORD
does ^vbz+doz+aux++=does
not ^xnot++not++=not
wish ^vb+vprv+++=wish
to ^to+vcmp+++=to
see ^vbi+vprv+++=see
anyone ^pn++++=anyone."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Not
not ^xnot++not++=EXTRAWORD
even ^rb++++=even
me ^pp1o+pp1+++=me?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Particularly
particularly ^rb++++=EXTRAWORD
not ^xnot++not++=not
you ^pp2+pp2+++=you."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Maine ^np++++=Maine
went ^vbd+++xvbn+=went
downstairs ^jjb++++=downstairs.
. ^zz++++=EXTRAWORD
The ^ati++++=The
birthday ^nn++++=birthday
ceremony ^nn++++=ceremony
was ^vbd+bedz+vrb++=was
about ^md"++pmd"++=about
to ^md+prd+++=to
begin ^vb++++=begin.
. ^zz++++=EXTRAWORD
Founders ^nns+nom+++=Founders'
' ^zz++++=EXTRAWORD
Friday ^nr++++=Friday
always ^rb++++=always
ended ^vbd+++xvbn+=ended
with ^in++++=with
the ^ati++++=the
school ^npl++++=school's
's ^$++++=EXTRAWORD
birthday ^nn++++=birthday
cake ^nn++++=cake
seven ^cd++++=seven
tiers ^nns++++=tiers,
, ^zz++++=EXTRAWORD
one ^pn++++=one
for ^in++++=for
each ^dt++++=each
decade ^nn++++=decade
of ^in++++=of
its ^pp$+it+++=its
existence ^nn+nom+++=existence
and ^cc++++=and
the ^ati++++=the
lighting ^nn++++=lighting
of ^in++++=of
seventy ^cd++++=seventy
small ^jj+atrb+++=small
candles ^nns++++=candles.
. ^zz++++=EXTRAWORD
The ^ati++++=The
senior ^nn++++=senior
president ^npt++++=president
carried ^vbd+++xvbn+=carried
the ^ati++++=the
first ^od++++=first
taper ^vb++++=taper,
, ^zz++++=EXTRAWORD
spoke ^j+++xvbn+=spoke
the ^ati++++=the
traditional ^jj+atrb+++=traditional
words ^nns++++=words,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
cut ^vb+++xvbn+=cut
the ^ati++++=the
first ^od++++=first
slice ^vb++++=slice.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
the ^ati++++=the
proudest ^jjt+atrb+++=proudest
duty ^nn++++=duty
of ^in++++=of
the ^ati++++=the
year ^nn++++=year.
. ^zz++++=EXTRAWORD
Miss ^npt++++=Miss
Auden ^np++++=Auden
met ^vbd+++xvbn+=met
Maine ^np++++=Maine
at ^in++++=at
the ^ati++++=the
stair ^nn++++=stair.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
are ^vb+ber+aux++=are
needed ^vpsv++agls+xvbnx+=needed
in ^in++++=in
the ^ati++++=the
hall ^nn++++=hall,
, ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
dear ^nn++++=dear."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Could
could ^md+pos+++=EXTRAWORD
someone ^pn++++=someone
else ^rb+cnj+++=else
carry ^vb++++=carry
the ^ati++++=the
taper ^nn++++=taper?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Miss ^npt++++=Miss
Auden ^np++++=Auden
looked ^vbd+++xvbn+=looked
at ^rb++++=at
her ^pp$+pp3+++=her
attentively ^jj++++=attentively.
. ^zz++++=EXTRAWORD
" ^zz++++="Why?"
why ^wrb+who+++=EXTRAWORD
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Chicago
chicago ^np++++=EXTRAWORD
is ^vbz+bez+vrb++=is
alone ^rb++++=alone."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="She
she ^pp3a+pp3+++=EXTRAWORD
asked ^vbd+vsua++xvbnx+=asked
to ^to+vcmp+++=to
be ^vbi++vrb++=be
alone ^rb++++=alone."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
know ^vb+vprv+++=know.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
I ^pp1a+pp1+++=I
think ^vb+vprv+tht0++=think
that ^tht+vcmp+++=that
is ^vbz+bez+vrb++=is
because ^cs+cos+++=because
she ^pp3a+pp3+++=she
is ^vbz+bez+vrb++=is
ashamed ^jj+pred+++=ashamed.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
is ^vbz+bez+vrb++=is
worse ^jjr+pred+++=worse
to ^to+jcmp+++=to
be ^vbi++vrb++=be
ashamed ^jj+pred+++=ashamed
in ^in++++=in
the ^ati++++=the
dark ^nn++++=dark
than ^in++++=than
merely ^rb+down+++=merely
to ^to++++=to
be ^vbi++vrb++=be
ill ^jj+pred+++=ill
there ^rn+pl+++=there."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
For ^in++++=For
a ^at++++=a
moment ^nn++++=moment
Miss ^npt++++=Miss
Auden ^np++++=Auden
said ^vbd+vpub+tht0+xvbn+=said
nothing ^pn++++=nothing.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
she ^pp3a+pp3+++=she
handed ^vbd+++xvbnx+=handed
the ^ati++++=the
silver ^nn++++=silver
taper ^vb++++=taper
to ^in++++=to
Tennessee ^np+nom+++=Tennessee,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
had ^vbd+hvd+aux++=had
followed ^vprf+++xvbnx+=followed
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
may ^md+pos+++=may
take ^vb++++=take
Maine ^np++++=Maine's
's ^$++++=EXTRAWORD
place ^nn++++=place."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Tennessee ^np+nom+++=Tennessee
accepted ^vbd+vprv++xvbn+=accepted
it ^pp3+it+++=it
gravely ^rb++++=gravely.
. ^zz++++=EXTRAWORD
Massachusetts ^np+++??+=Massachusetts
seized ^vbd+++xvbn+=seized
Maine ^np++++=Maine's
's ^$++++=EXTRAWORD
arm ^vb++++=arm.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
cannot ^md+pos+not++=cannot
miss ^vb++++=miss
the ^ati++++=the
cake ^nn++++=cake,
, ^zz++++=EXTRAWORD
the ^ati++++=the
song ^nn++++=song,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
seventy ^cd++++=seventy
candles ^nns++++=candles
for ^in++++=for
a ^at++++=a
girl ^nn++++=girl
who ^whp+rel+subj++=who
stole ^vbd+++xvbn+=stole
your ^pp$+pp2+++=your
leaves ^nns++++=leaves!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="They
they ^pp3a+pp3+++=EXTRAWORD
were ^vbd+bed+vrb++=were
not ^xnot++not++=not
my ^pp$+pp1+++=my
leaves ^nns++++=leaves."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="They
they ^pp3a+pp3+++=EXTRAWORD
were ^vbd+bed+vrb++=were
morally ^rb++++=morally
your ^pp$+pp2+++=your
leaves ^nns++++=leaves."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc+cls+++=EXTRAWORD
if ^cs+cnd+++=if
she ^pp3a+pp3+++=she
had ^vb+hv+aux++=had
not ^xnot++not++=not
taken ^vwbn+++xvbn+=taken
them ^pp3o+pp3+++=them,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
should ^md+nec+++=should
have ^vb+hv+aux++=have
worn ^vprf+++xvbnx+=worn
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
might ^md+pos+++=might
be ^vb+be+vrb++=be
where ^wrb+who+++=where
she ^pp3a+pp3+++=she
is ^vbz+bez+vrb++=is
now ^rn+tm+++=now."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="But
but ^cc++++=EXTRAWORD
you ^pp2+pp2+++=you
would ^md+prd+++=would
have ^vb+hv+aux++=have
removed ^vprf+++xvbnx+=removed
them ^pp3o+pp3+++=them
when ^wrb+who+++=when
warned ^vbd+vpub++xvbn+=warned."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Maine ^np++++=Maine
smiled ^vbd+++xvbn+=smiled
faintly ^rb++++=faintly.
. ^zz++++=EXTRAWORD
" ^zz++++="Do
do ^vb+do+aux++=EXTRAWORD
carry ^vb++++=carry
my ^pp$+pp1+++=my
cake ^nn++++=cake
upstairs ^jjb++++=upstairs
afterward ^rb+cnj+++=afterward,
, ^zz++++=EXTRAWORD
old ^jj+atrb+++=old
codfish ^nn++++=codfish."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Massachusetts ^np+++??+=Massachusetts
made ^vbd+++xvbn+=made
an ^at++++=an
indignant ^jj+atrb+++=indignant
gobbling ^nn+nom+++=gobbling
sound ^nn++++=sound
her ^pp3o+pp3+++=her
codfish ^nn++++=codfish
identity ^nn+nom+++=identity
being ^vwbg+beg++xvbg+=being
somewhat ^rb+down+++=somewhat
compromised ^vpsv++by+xvbn+=compromised
by ^in++++=by
the ^ati++++=the
turkey ^nn++++=turkey
costume ^nn++++=costume
but ^cc++++=but
her ^pp$+pp3+++=her
eyes ^nns++++=eyes
were ^vbd+bed+vrb++=were
bright ^jj+pred+++=bright.
. ^zz++++=EXTRAWORD
Maine ^np++++=Maine
entered ^vbd+++xvbn+=entered
the ^ati++++=the
darkened ^jj+++xvbn+=darkened
infirmary ^npl+nom+++=infirmary
without ^in++++=without
knocking ^nn++++=knocking.
. ^zz++++=EXTRAWORD
Chicago ^np++++=Chicago
lay ^vbd+++xvbn+=lay
rigid ^jj++++=rigid
beneath ^in+pl+++=beneath
the ^ati++++=the
sheet ^nn++++=sheet,
, ^zz++++=EXTRAWORD
her ^pp$+pp3+++=her
bandaged ^vbd+++xvbn+=bandaged
hands ^nns++++=hands
resting ^vwbg+++xvbg+=resting
on ^in++++=on
top ^nn++++=top.
. ^zz++++=EXTRAWORD
Only ^rb+down+++=Only
one ^cd1++++=one
shaded ^vbd+++xvbn+=shaded
lamp ^nn++++=lamp
burned ^vbd+++xvbn+=burned.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
said ^vbd+vpub+tht0+xvbnx+=said
I ^pp1a+pp1+++=I
did ^vbd+dod+aux++=didn't
n't ^xnot++not++0=EXTRAWORD
want ^vb++++=want
anybody ^pn++++=anybody,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
muttered ^vbd+++xvbnx+=muttered.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
know ^vb+vprv+++=know."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Go
go ^vb++++=EXTRAWORD
away ^rp+pl+++=away."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="No."
no ^at++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Chicago ^np++++=Chicago
turned ^vbd+++xvbn+=turned
her ^pp$+pp3+++=her
swollen ^jj+atrb+++=swollen
face ^nn++++=face
toward ^in++++=toward
the ^ati++++=the
wall ^nn++++=wall.
. ^zz++++=EXTRAWORD
Below ^rb++++=Below
them ^pp3o+pp3+++=them
the ^ati++++=the
school ^nn++++=school
orchestra ^nn++++=orchestra
began ^vbd+++xvbn+=began
the ^ati++++=the
stately ^jj+atrb+++=stately
Founders ^nns+nom+++=Founders'
' ^zz++++=EXTRAWORD
March ^nr++++=March.
. ^zz++++=EXTRAWORD
The ^ati++++=The
sound ^jj+atrb+++=sound
rose ^nn+++xvbn+=rose
through ^in++++=through
the ^ati++++=the
floor ^nn++++=floor,
, ^zz++++=EXTRAWORD
softened ^xvbn+++xvbn+=softened
by ^in++++=by
distance ^nn+nom+++=distance.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
will ^md+prd+++=will
miss ^vb++++=miss
everything ^pn++++=everything,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Chicago ^np++++=Chicago
said ^vbd+vpub++xvbn+=said
after ^in++++=after
a ^at++++=a
moment ^nn++++=moment.
. ^zz++++=EXTRAWORD
" ^zz++++="Yes."
yes ^uh++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
candles ^nns++++=candles?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Yes."
yes ^uh++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="And
and ^cc++++=EXTRAWORD
cutting ^nvbg+++xvbg+=cutting
the ^ati++++=the
cake ^nn++++=cake?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Tennessee
tennessee ^np+nom+++=EXTRAWORD
will ^md+prd+++=will
do ^vb+do+vrb++=do
it ^pp3+it+++=it
beautifully ^rb+cnj+++=beautifully,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
she ^pp3a+pp3+++=she
may ^md+pos+++=may
compare ^vb++++=compare
education ^nn+nom+++=education
to ^in++++=to
a ^at++++=a
funeral ^nn++++=funeral."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Chicago ^np++++=Chicago
was ^vbd+bedz+vrb++=was
silent ^jj+pred+++=silent.
. ^zz++++=EXTRAWORD
Maine ^np++++=Maine
drew ^vbd+++xvbn+=drew
a ^at++++=a
chair ^nn++++=chair
near ^in+pl+++=near
the ^ati++++=the
bed ^nn++++=bed.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
am ^vb+bem+aux++=am
not ^xnot++not++=not
going ^md"++pmd"++=going
to ^md+prd+++=to
talk ^vb++++=talk
about ^in++++=about
the ^ati++++=the
leaves ^nns++++=leaves,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
am ^vb+bem+aux++=am
going ^md"++pmd"++=going
to ^md+prd+++=to
tell ^vb++++=tell
you ^pp2+pp2+++=you
what ^wdt+who+++=what
Massachusetts ^np+++??+=Massachusetts
looks ^nns++++=looks
like ^in++++=like
as ^ql++++=as
a ^at++++=a
Thanksgiving ^np+++??+=Thanksgiving
dinner ^nn++++=dinner."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
do ^vb+do+vrb++=don't
n't ^xnot++not++0=EXTRAWORD
care ^nn++++=care."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Her
her ^pp$+pp3+++=EXTRAWORD
turkey ^nn++++=turkey-tail
- ^zz++++=EXTRAWORD
tail ^nn++++=EXTRAWORD
is ^vbz+bez+vrb++=is
crooked ^jj+pred+++=crooked,
, ^zz++++=EXTRAWORD
the ^ati++++=the
platter ^nn++++=platter
has ^vbz+hvz+vrb++=has
a ^at++++=a
crack ^nn++++=crack
across ^in+pl+++=across
the ^ati++++=the
gravy ^nn++++=gravy
compartment ^nn+nom+++=compartment,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
she ^pp3a+pp3+++=she
has ^vbz+hvz+aux++=has
lost ^vprf+++xvbnx+=lost
eleven ^cd++++=eleven
cranberries ^nns++++=cranberries.
. ^zz++++=EXTRAWORD
Mademoiselle ^np+++??+=Mademoiselle
stepped ^vbd+++xvbn+=stepped
on ^in++++=on
three ^cd++++=three."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Against ^in++++=Against
her ^pp$+pp3+++=her
will ^md+prd+++=will,
, ^zz++++=EXTRAWORD
Chicago ^np++++=Chicago
made ^vbd+++xvbn+=made
a ^at++++=a
small ^jj++++=small
sound ^jj++++=sound
that ^dt+pdem+++=that
was ^vbd+bedz+vrb++=was
nearly ^rb+down+++=nearly
a ^at++++=a
laugh ^nn++++=laugh
and ^cc++++=and
immediately ^rb+tm+++=immediately
became ^vbd+++xvbn+=became
a ^at++++=a
sob ^nn++++=sob.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
hate ^vb++++=hate
you ^pp2+pp2+++=you,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
whispered ^vbd+vpub++xvbnx+=whispered.
. ^zz++++=EXTRAWORD
" ^zz++++="No,
no ^at++++=EXTRAWORD
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
do ^vb+do+vrb++=don't."
n't ^xnot++not++0=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
stole ^vbd+++xvbnx+=stole
the ^ati++++=the
branches ^nns++++=branches
because ^cs+cos+++=because
you ^pp2+pp2+++=you
called ^vbd+++xvbn+=called
me ^pp1o+pp1+++=me
a ^at++++=a
snake ^nn++++=snake."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
know ^vb+vprv+++=know.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
am ^vb+bem+vrb++=am
dreadfully ^rb++++=dreadfully
sorry ^uh++++=sorry
I ^pp1a+pp1+++=I
said ^vbd+vpub+tht0+xvbnx+=said
it ^pp3+it+++=it."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
did ^vbd+dod+aux++=didn't
n't ^xnot++not++0=EXTRAWORD
know ^vb+vprv+tht0++=know
I ^pp1a+pp1+++=I
heard ^vbd+vprv++xvbnx+=heard."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="That
that ^dt+pdem+++=EXTRAWORD
makes ^vbz++++=makes
it ^pp3+it+++=it
worse ^jjr++++=worse,
, ^zz++++=EXTRAWORD
not ^xnot++not++=not
better ^jjr++++=better.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
I ^pp1a+pp1+++=I
had ^vbd+hvd+aux++=had
said ^vprf+++xvbnx+=said
it ^pp3+it+++=it
to ^in++++=to
your ^pp$+pp2+++=your
face ^nn++++=face,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
could ^md+pos+++=could
have ^vb+hv+aux++=have
answered ^vprf+++xvbnx+=answered."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Chicago ^np++++=Chicago
shifted ^vbd+++xvbn+=shifted
miserably ^rb++++=miserably.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
wanted ^vbd+++xvbnx+=wanted
to ^to+vcmp+++=to
spoil ^vbi++++=spoil
your ^pp$+pp2+++=your
costume ^nn++++=costume."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
did ^vbd+dod+vrb++=did.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
the ^ati++++=the
class ^nn++++=class
made ^vbd+++xvbn+=made
me ^pp1o+pp1+++=me
another ^dt++++=another."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
wanted ^vbd+++xvbnx+=wanted
everyone ^pn++++=everyone
to ^to++++=to
think ^vbi+vprv+tht0++=think
I ^pp1a+pp1+++=I
looked ^vbd+++xvbnx+=looked
more ^rbr++++=more
beautiful ^jj++++=beautiful
than ^in++++=than
you ^pp2+pp2+++=you."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
did ^vbd+dod+aux++=did
look ^vb++++=look
more ^rbr++++=more
brilliant ^jj++++=brilliant."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="That
that ^dt+pdem+++=EXTRAWORD
is ^vbz+bez+vrb++=isn't
n't ^xnot++not++0=EXTRAWORD
the ^ati++++=the
same ^ap++++=same
thing ^nn++++=thing."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="No,"
no ^at++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Maine ^np++++=Maine
agreed ^vbd+vpub++xvbn+=agreed.
. ^zz++++=EXTRAWORD
From ^in++++=From
below ^in+pl+++=below
came ^vbd+++xvbn+=came
a ^at++++=a
roar ^nn++++=roar
of ^in++++=of
applause ^nn++++=applause.
. ^zz++++=EXTRAWORD
The ^ati++++=The
seventy ^cd++++=seventy
candles ^nns++++=candles
had ^vb+hv+aux++=had
probably ^rb++splt++=probably
been ^vprf+ben+aux+xvbnx+=been
lighted ^vpsv++agls+xvbnx+=lighted.
. ^zz++++=EXTRAWORD
Chicago ^np++++=Chicago's
's ^$++++=EXTRAWORD
mouth ^nn++++=mouth
trembled ^vbd+++xvbn+=trembled.
. ^zz++++=EXTRAWORD
" ^zz++++="Why
why ^wrb+who+whq++=EXTRAWORD
are ^vb+ber+aux++=are
you ^pp2+pp2+++=you
sitting ^vbg+++xvbg+=sitting
here ^rn+pl+++=here?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Because
because ^cs+cos+++=EXTRAWORD
you ^pp2+pp2+++=you
should ^md+nec+++=shouldn't
n't ^xnot++not++0=EXTRAWORD
be ^vb+be+vrb++=be
alone ^rb++++=alone."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
want ^vb++++=want
to ^to+vcmp+++=to
show ^vbi+vprv+++=show
how ^wrb+who+whcl++=how
good ^jj++++=good
you ^pp2+pp2+++=you
are ^vb+ber+vrb++=are."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Maine ^np++++=Maine
considered ^vwbn+vprv++xvbn+=considered
this ^dt+dem+++=this
with ^in++++=with
her ^pp$+pp3+++=her
usual ^jj+atrb+++=usual
conscientiousness ^nns+nom+++=conscientiousness.
. ^zz++++=EXTRAWORD
" ^zz++++="Perhaps
perhaps ^rb++++=EXTRAWORD
a ^rb++++=a
little ^rb"++++=little,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
admitted ^vbd+vpub++xvbnx+=admitted.
. ^zz++++=EXTRAWORD
" ^zz++++="One
one ^cd1++++=EXTRAWORD
cannot ^md+pos+not++=cannot
always ^rb++++=always
separate ^jj+atrb+++=separate
motives ^nns++++=motives
as ^in++++=as
neatly ^rb++++=neatly
as ^ql++++=as
ribbons ^nns++++=ribbons.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
chiefly ^rb++++=chiefly
I ^pp1a+pp1+++=I
came ^vbd+++xvbnx+=came
because ^cs+cos+++=because
I ^pp1a+pp1+++=I
thought ^vbd+++xvbnx+=thought
you ^pp2+pp2+++=you
might ^md+pos+++=might
like ^vb++++=like
company ^nn++++=company
after ^cs+sub+++=after
you ^pp2+pp2+++=you
had ^vbd+hvd+aux++=had
finished ^vprf+++xvbnx+=finished
telling ^jj+++xvbg+=telling
me ^pp1o+pp1+++=me
to ^to++++=to
go ^vbi++++=go
away ^rp+pl+++=away."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Chicago ^np++++=Chicago
gave ^vbd+++xvbn+=gave
another ^dt++++=another
strangled ^jj+atrb++xvbn+=strangled
laugh ^nn++++=laugh.
. ^zz++++=EXTRAWORD
Maine ^np++++=Maine
began ^vbd+++xvbn+=began
an ^at++++=an
account ^nn++++=account
of ^in++++=of
the ^ati++++=the
ball ^nn++++=ball:
: ^zz++++=EXTRAWORD
Kansas ^np++++=Kansas's
's ^$++++=EXTRAWORD
encounter ^nn+nom+++=encounter
with ^in++++=with
the ^ati++++=the
doorway ^nn++++=doorway,
, ^zz++++=EXTRAWORD
Vermont ^np++++=Vermont's
