# ^zz++++=#
Silverhorns ^np+++??+=Silverhorns
mile ^nn++++=mile,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
sent ^vbd+++xvbn+=sent
its ^pp$+it+++=its
long ^rb++++=long
cry ^nn++++=cry
ahead ^rb+pl+++=ahead
through ^in++++=through
sleeping ^xvbg+++xvbg+=sleeping
settlements ^nns+nom+++=settlements
and ^cc++++=and
black ^jj+atrb+++=black
forests ^nns++++=forests.
. ^zz++++=EXTRAWORD
Hemenway ^np+++??+=Hemenway
sat ^vbd+++xvbn+=sat
on ^in++++=on
the ^ati++++=the
fireman ^jj+atrb+++=fireman's
's ^vbz+bez+vrb++0=EXTRAWORD
box ^nn++++=box,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
pack ^nn++++=pack
under ^in++++=under
his ^pp$+pp3+++=his
feet ^nns++++=feet.
. ^zz++++=EXTRAWORD
Baptiste ^np+++??+=Baptiste
fed ^vbd+++xvbn+=fed
the ^ati++++=the
furnace ^nn++++=furnace.
. ^zz++++=EXTRAWORD
Each ^dt++++=Each
opening ^jj+++xvbg+=opening
of ^in++++=of
the ^ati++++=the
firebox ^nn+++??+=firebox
door ^nn++++=door
flung ^vbd+++xvbn+=flung
a ^at++++=a
red ^jj+atrb+++=red,
, ^zz++++=EXTRAWORD
infernal ^jj+atrb+++=infernal
brightness ^nns+nom+++=brightness
over ^in++++=over
the ^ati++++=the
cab ^nn++++=cab,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
each ^dt++++=each
closing ^xvbg+++xvbg+=closing
restored ^xvbn+++xvbn+=restored
the ^ati++++=the
cool ^jj+atrb+++=cool
moonlight ^nn++++=moonlight
and ^cc++++=and
the ^ati++++=the
green ^nn++++=green
glow ^nn++++=glow
of ^in++++=of
the ^ati++++=the
gauges ^nns++++=gauges.
. ^zz++++=EXTRAWORD
The ^ati++++=The
rain ^nn++++=rain
ceased ^vbd+++xvbn+=ceased.
. ^zz++++=EXTRAWORD
The ^ati++++=The
clouds ^nns++++=clouds
broke ^vbd+++xvbn+=broke
apart ^in+strn+++=apart,
, ^zz++++=EXTRAWORD
revealing ^vbg+nom++xvbg+=revealing
a ^at++++=a
late ^jj+atrb+++=late
moon ^np++++=moon
that ^tht+rel+++=that
silvered ^jj++++=silvered
the ^ati++++=the
marshes ^nns++++=marshes
and ^cc++++=and
laid ^xvbn+++xvbn+=laid
pale ^nn++++=pale
bars ^nns++++=bars
across ^in+pl+++=across
the ^ati++++=the
track ^nn++++=track.
. ^zz++++=EXTRAWORD
Here ^rn+pl+++=Here
and ^cc+phrs+++=and
there ^rn+pl+++=there
a ^at++++=a
pond ^nn++++=pond
flashed ^vbd+++xvbn+=flashed
between ^in++++=between
the ^ati++++=the
trees ^nns++++=trees.
. ^zz++++=EXTRAWORD
Telegraph ^nn++++=Telegraph
poles ^nn++++=poles
sprang ^vbd+++xvbn+=sprang
up ^rp++++=up
in ^in++++=in
the ^ati++++=the
headlight ^nn+++??+=headlight,
, ^zz++++=EXTRAWORD
bowed ^j+++xvbn+=bowed
past ^jjb++++=past,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
fled ^vpsv++agls+xvbn+=fled
into ^in++++=into
the ^ati++++=the
rearward ^rb++++=rearward
dark ^jj++++=dark.
. ^zz++++=EXTRAWORD
Mcleod ^np+++??+=McLeod
stood ^vbd+++xvbn+=stood
at ^rb++++=at
the ^ati++++=the
throttle ^nn++++=throttle
with ^in++++=with
one ^cd1++++=one
gloved ^jj+atrb+++=gloved
hand ^nn++++=hand
resting ^vwbg+++xvbg+=resting
lightly ^rb++++=lightly
upon ^in++++=upon
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
whole ^jj+atrb+++=whole
square ^nn++++=square
body ^nn++++=body
seemed ^vbd+seem++xvbn+=seemed
to ^to+vcmp+++=to
listen ^vbi++++=listen
to ^in++++=to
the ^ati++++=the
engine ^nn++++=engine.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
knew ^vbd+vprv++xvbnx+=knew
every ^at++++=every
rise ^nn++++=rise,
, ^zz++++=EXTRAWORD
curve ^nn++++=curve,
, ^zz++++=EXTRAWORD
culvert ^nn+++??+=culvert,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
treacherous ^jj+atrb+++=treacherous
rail ^nn++++=rail
along ^in++++=along
the ^ati++++=the
line ^nn++++=line;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
locomotive ^nn++++=locomotive,
, ^zz++++=EXTRAWORD
responsive ^jj++++=responsive
to ^in++++=to
the ^ati++++=the
smallest ^jjt+atrb+++=smallest
pressure ^nn++++=pressure
of ^in++++=of
his ^pp$+pp3+++=his
hand ^nn++++=hand,
, ^zz++++=EXTRAWORD
might ^md+pos+++=might
have ^vb+hv+aux++=have
been ^vprf+ben+vrb+xvbnx+=been
a ^at++++=a
powerful ^jj++++=powerful
animal ^jj++++=animal
whose ^whp+who+++=whose
temper ^nn++++=temper
he ^pp3a+pp3+++=he
understood ^vbd+vprv++xvbnx+=understood.
. ^zz++++=EXTRAWORD
" ^zz++++="This
this ^dt+pdem+++=EXTRAWORD
is ^vbz+bez+vrb++=is
better ^jjr+pred+++=better
than ^in++++=than
waiting ^xvbg+++xvbg+=waiting-room
- ^zz++++=EXTRAWORD
room ^nn++++=EXTRAWORD
theology ^nn++++=theology,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Hemenway ^np+++??+=Hemenway
said ^vbd+vpub++xvbn+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="Aye.
aye ^uh++++=EXTRAWORD
. ^zz++++=EXTRAWORD
A ^at++++=A
moving ^jj+atrb++xvbg+=moving
train ^nn++++=train
improves ^vbz++++=improves
most ^ql+emph+++=most
opinions ^nns++++=opinions."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
climbed ^vbd+++xvbnx+=climbed
steadily ^rb++++=steadily
through ^in++++=through
cuttings ^nns++++=cuttings
of ^in++++=of
granite ^nn++++=granite
and ^cc++++=and
long ^rb++++=long
aisles ^nns+++??+=aisles
of ^in++++=of
spruce ^nn++++=spruce.
. ^zz++++=EXTRAWORD
At ^rb++++=At
the ^ati++++=the
summit ^nn++++=summit
the ^ati++++=the
line ^nn++++=line
ran ^vbd+++xvbn+=ran
beside ^in+pl+++=beside
a ^at++++=a
chain ^nn++++=chain
of ^in++++=of
moonlit ^nn+++??+=moonlit
bogs ^nns++++=bogs.
. ^zz++++=EXTRAWORD
Frost ^np++++=Frost
had ^vb+hv+vrb++=had
whitened ^jj++++=whitened
the ^ati++++=the
sedges ^nns+++??+=sedges,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
pools ^nns++++=pools
shone ^vbd+++xvbn+=shone
like ^in++++=like
fragments ^nns+nom+++=fragments
of ^in++++=of
broken ^jj+atrb++xvbn+=broken
mirror ^nn++++=mirror.
. ^zz++++=EXTRAWORD
No ^at++++=No
house ^npl++++=house
stood ^vbd+++xvbn+=stood
within ^in++++=within
twenty ^cd++++=twenty
miles ^nns++++=miles.
. ^zz++++=EXTRAWORD
The ^ati++++=The
only ^ap+down+++=only
signs ^nns++++=signs
of ^in++++=of
man ^nn++++=man
were ^vbd+bed+vrb++=were
the ^ati++++=the
parallel ^jj+atrb+++=parallel
rails ^nns++++=rails
and ^cc++++=and
the ^ati++++=the
wires ^nns++++=wires,
, ^zz++++=EXTRAWORD
humming ^jj+++xvbg+=humming
faintly ^rb++++=faintly
in ^in++++=in
the ^ati++++=the
wind ^nn++++=wind.
. ^zz++++=EXTRAWORD
Hemenway ^np+++??+=Hemenway
thought ^vbd+++xvbn+=thought
of ^in++++=of
Silverhorns ^np+++??+=Silverhorns
upon ^in++++=upon
the ^ati++++=the
hardwood ^nn++++=hardwood
ridge ^nn++++=ridge.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
saw ^vbd+vprv++xvbnx+=saw
again ^rb+tm+++=again
the ^ati++++=the
scarred ^jj+atrb++xvbn+=scarred
flank ^nn++++=flank,
, ^zz++++=EXTRAWORD
the ^ati++++=the
high ^jj+atrb+++=high
dark ^jj+atrb+++=dark
shoulders ^nns+nom+++=shoulders,
, ^zz++++=EXTRAWORD
the ^ati++++=the
pale ^jj+atrb+++=pale
antlers ^nns+nom+++=antlers
among ^in++++=among
white ^jj+atrb+++=white
trees ^nns++++=trees.
. ^zz++++=EXTRAWORD
By ^in++++=By
this ^dt+dem+++=this
time ^nn++++=time
the ^ati++++=the
bull ^nn++++=bull
would ^md+prd+++=would
be ^vb+be+vrb++=be
far ^rb+pl+++=far
north ^np+pl+++=north
of ^in++++=of
the ^ati++++=the
abandoned ^jj+++xvbn+=abandoned
camp ^npl++++=camp,
, ^zz++++=EXTRAWORD
perhaps ^rb++++=perhaps
feeding ^nvbg+++xvbg+=feeding
in ^in++++=in
some ^dti++++=some
sheltered ^jj+++xvbn+=sheltered
valley ^npl++++=valley
where ^wrb+who+++=where
the ^ati++++=the
snow ^nn++++=snow
had ^vb+hv+aux++=had
not ^xnot++not++=not
yet ^rb++++=yet
covered ^vwbn+++xvbn+=covered
the ^ati++++=the
moss ^np++++=moss.
. ^zz++++=EXTRAWORD
Next ^ap++++=Next
year ^nn++++=year
calves ^nns++++=calves
would ^md+prd+++=would
follow ^vb+vprv+++=follow
cows ^nns++++=cows
through ^in++++=through
those ^dt+dem+++=those
forests ^nns++++=forests;
; ^zz++++=EXTRAWORD
young ^jj+atrb+++=young
bulls ^nns++++=bulls
would ^md+prd+++=would
challenge ^vb++++=challenge
one ^cd1++++=one
another ^dt++++=another
in ^in++++=in
the ^ati++++=the
autumn ^nn++++=autumn;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
somewhere ^rb++++=somewhere
beyond ^in++++=beyond
the ^ati++++=the
reach ^nn++++=reach
of ^in++++=of
Hemenway ^np++++=Hemenway's
's ^$++++=EXTRAWORD
rifle ^nn++++=rifle
the ^ati++++=the
old ^jj+atrb+++=old
monarch ^nn++++=monarch
might ^md+pos+++=might
survive ^vb++++=survive
another ^dt++++=another
winter ^nn++++=winter.
. ^zz++++=EXTRAWORD
The ^ati++++=The
reflection ^nn+nom+++=reflection
should ^md+nec+++=should
have ^vb+hv+aux++=have
comforted ^vprf+++xvbnx+=comforted
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
did ^vbd+dod+vrb++=did,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
he ^pp3a+pp3+++=he
would ^md+prd+++=would
not ^xnot++not++=not
have ^vb+hv+aux++=have
admitted ^vprf+++xvbnx+=admitted
as ^ql++++=as
much ^ap++++=much
to ^in++++=to
Mcleod ^np+++??+=McLeod.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
ran ^vbd+++xvbnx+=ran
down ^rb+phrv+++=down
a ^at++++=a
long ^rb++++=long
grade ^nn++++=grade.
. ^zz++++=EXTRAWORD
The ^ati++++=The
engine ^nn++++=engine's
's ^$++++=EXTRAWORD
beat ^vpsv++agls+xvbnx+=beat
quickened ^vprf+++xvbn+=quickened.
. ^zz++++=EXTRAWORD
Wind ^nn++++=Wind
poured ^vbd+++xvbn+=poured
through ^in++++=through
the ^ati++++=the
cab ^nn++++=cab
and ^cc++++=and
snatched ^vbd+++xvbn+=snatched
coal ^nn++++=coal
dust ^nn++++=dust
into ^in++++=into
glittering ^jj+atrb+++=glittering
spirals ^nns+nom+++=spirals.
. ^zz++++=EXTRAWORD
Mcleod ^np+++??+=McLeod
glanced ^vbd+++xvbn+=glanced
at ^in++++=at
the ^ati++++=the
steam ^nn++++=steam
gauge ^nn++++=gauge,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then
at ^in++++=at
his ^pp$+pp3+++=his
watch ^nn++++=watch.
. ^zz++++=EXTRAWORD
" ^zz++++="Eight
eight ^cd++++=EXTRAWORD
minutes ^nns++++=minutes
lost ^vbd+++xvbn+=lost,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="We'll
we ^pp1a+pp1+++=EXTRAWORD
'll ^md+prd+++0=EXTRAWORD
recover ^vb++++=recover
five ^cd++++=five
before ^in++++=before
the ^ati++++=the
river ^nn++++=river."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
thought ^vbd+++xvbnx+=thought
punctuality ^nn+nom+++=punctuality
did ^vbd+dod+aux++=did
not ^xnot++not++=not
enter ^vb++++=enter
railway ^nn++++=railway
arrangements ^nns+nom+++=arrangements."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
does ^vbz+doz+vrb++=does
when ^wrb+who+++=when
I ^pp1a+pp1+++=I'm
'm ^vb+bem+aux++0=EXTRAWORD
driving ^vbg+++xvbgx+=driving.
. ^zz++++=EXTRAWORD
Official ^jj+atrb+++=Official
philosophy ^nn++++=philosophy
is ^vbz+bez+vrb++=is
for ^in++++=for
officials ^nns+nom+++=officials."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Ahead ^rb+cnj+++=Ahead,
, ^zz++++=EXTRAWORD
the ^ati++++=the
track ^nn++++=track
bent ^vbd+++xvbn+=bent
around ^rp++++=around
the ^ati++++=the
shoulder ^nn+nom+++=shoulder
of ^in++++=of
a ^at++++=a
low ^jj+atrb+++=low
hill ^nn++++=hill,
, ^zz++++=EXTRAWORD
crossed ^j+++xvbn+=crossed
a ^at++++=a
marsh ^nn++++=marsh
upon ^in++++=upon
an ^at++++=an
embankment ^nn+nom+++=embankment,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
entered ^vbd+++xvbn+=entered
a ^at++++=a
narrow ^jj+atrb+++=narrow
rock ^npl++++=rock
cut ^vbd+++xvbn+=cut.
. ^zz++++=EXTRAWORD
The ^ati++++=The
headlight ^nn++++=headlight
travelled ^vbd+++xvbn+=travelled
before ^in++++=before
them ^pp3o+pp3+++=them,
, ^zz++++=EXTRAWORD
an ^at++++=an
enormous ^jj+atrb+++=enormous
white ^jj+atrb+++=white
eye ^nn++++=eye
searching ^vwbg+++xvbg+=searching
the ^ati++++=the
forest ^nn++++=forest.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
swept ^vbd+++xvbn+=swept
over ^in++++=over
wet ^jj+atrb+++=wet
stone ^nn++++=stone,
, ^zz++++=EXTRAWORD
pale ^nn++++=pale
grass ^nn++++=grass,
, ^zz++++=EXTRAWORD
signal ^nn++++=signal
boards ^nns++++=boards,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
ghostly ^jj+atrb+++=ghostly
trunks ^nns++++=trunks
of ^in++++=of
birch ^nn++++=birch.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
Baptiste ^np+++??+=Baptiste
shouted ^vbd+vpub++xvbn+=shouted.
. ^zz++++=EXTRAWORD
Something ^pn++++=Something
moved ^vbd+++xvbn+=moved
upon ^in++++=upon
the ^ati++++=the
track ^nn++++=track
at ^rb++++=at
the ^ati++++=the
far ^rb+pl+++=far
edge ^nn++++=edge
of ^in++++=of
the ^ati++++=the
light ^nn++++=light.
. ^zz++++=EXTRAWORD
At ^rb++++=At
first ^rb"++++=first
Hemenway ^np+++??+=Hemenway
saw ^vbd+vprv++xvbn+=saw
only ^rb+down+++=only
a ^at++++=a
black ^jj+atrb+++=black
bulk ^nn++++=bulk.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
thought ^vbd+++xvbnx+=thought
it ^pp3+it+++=it
a ^at++++=a
cow ^nn++++=cow
strayed ^vbd+++xvbn+=strayed
from ^in++++=from
some ^dti++++=some
distant ^jj+atrb+++=distant
farm ^nn++++=farm,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
no ^at++++=no
farm ^nn++++=farm.
. ^zz++++=EXTRAWORD
The ^ati++++=The
shape ^nn++++=shape
turned ^vbd+++xvbn+=turned.
. ^zz++++=EXTRAWORD
Antlers ^nns+nom++??+=Antlers
flashed ^vbd+++xvbn+=flashed.
. ^zz++++=EXTRAWORD
" ^zz++++="A
a ^at++++=EXTRAWORD
moose ^nn+++??+=moose!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
cried ^vbd+++xvbnx+=cried.
. ^zz++++=EXTRAWORD
Mcleod ^np++++=McLeod's
's ^$++++=EXTRAWORD
hand ^nn++++=hand
flew ^vbd+++xvbn+=flew
to ^in++++=to
the ^ati++++=the
whistle ^nn++++=whistle
cord ^nn++++=cord.
. ^zz++++=EXTRAWORD
The ^ati++++=The
locomotive ^nn++++=locomotive
screamed ^vbd+++xvbn+=screamed
a ^at++++=a
great ^jj++++=great,
, ^zz++++=EXTRAWORD
tearing ^vbg+++xvbg+=tearing
blast ^nn++++=blast
that ^tht+rel+++=that
rolled ^jj+++xvbn+=rolled
across ^in+pl+++=across
the ^ati++++=the
marsh ^nn++++=marsh
and ^cc++++=and
struck ^vprf+++xvbn+=struck
echoes ^nns++++=echoes
from ^in++++=from
the ^ati++++=the
cut ^nn+++xvbn+=cut.
. ^zz++++=EXTRAWORD
The ^ati++++=The
bull ^np++++=bull
stood ^vbd+++xvbn+=stood
between ^in++++=between
the ^ati++++=the
rails ^nns++++=rails.
. ^zz++++=EXTRAWORD
For ^in++++=For
an ^at++++=an
instant ^nn+nom+++=instant
the ^ati++++=the
rushing ^jj+++xvbg+=rushing
light ^jj++++=light
held ^vwbn+vprv++xvbn+=held
him ^pp3o+pp3+++=him
motionless ^jj++++=motionless.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+vrb++=was
a ^at++++=a
monstrous ^jj+atrb+++=monstrous
figure ^nn++++=figure,
, ^zz++++=EXTRAWORD
black ^jj++++=black
against ^in++++=against
the ^ati++++=the
white ^jj+atrb+++=white
gravel ^nn++++=gravel,
, ^zz++++=EXTRAWORD
steam ^nn++++=steam-like
- ^zz++++=EXTRAWORD
like ^in++++=EXTRAWORD
breath ^nn++++=breath
pouring ^vwbg+++xvbg+=pouring
from ^in++++=from
his ^pp$+pp3+++=his
nostrils ^nns++++=nostrils.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
antlers ^nns+nom+++=antlers
spread ^vbd+++xvbn+=spread
almost ^rb+hdg+++=almost
from ^in++++=from
rail ^nn++++=rail
to ^in++++=to
rail ^nn++++=rail.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
might ^md+pos+++=might
easily ^rb++++=easily
have ^vb+hv+aux++=have
stepped ^vprf+++xvbnx+=stepped
aside ^rp++++=aside.
. ^zz++++=EXTRAWORD
The ^ati++++=The
embankment ^nn+nom+++=embankment
was ^vbd+bedz+vrb++=was
low ^jj+pred+++=low;
; ^zz++++=EXTRAWORD
the ^ati++++=the
marsh ^nn++++=marsh
lay ^vbd+++xvbn+=lay
open ^jj++++=open
on ^in++++=on
either ^dtx++++=either
hand ^nn++++=hand.
. ^zz++++=EXTRAWORD
Mcleod ^np+++??+=McLeod
whistled ^vbd+++xvbn+=whistled
again ^rb+tm+++=again
and ^cc++++=and
closed ^vbd+++xvbn+=closed
the ^ati++++=the
throttle ^nn++++=throttle.
. ^zz++++=EXTRAWORD
Baptiste ^np+++??+=Baptiste
seized ^vbd+++xvbn+=seized
the ^ati++++=the
brake ^nn++++=brake.
. ^zz++++=EXTRAWORD
Steel ^nn++++=Steel
shrieked ^vbd+++xvbn+=shrieked
beneath ^in+pl+++=beneath
the ^ati++++=the
wheels ^nns++++=wheels.
. ^zz++++=EXTRAWORD
" ^zz++++="Off,
off ^in+strn+++=EXTRAWORD
, ^zz++++=EXTRAWORD
ye ^pp2+pp2+++=ye
fool ^jjb++++=fool!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Mcleod ^np+++??+=McLeod
roared ^vbd+++xvbn+=roared,
, ^zz++++=EXTRAWORD
as ^cs+sub+++=as
if ^cs+cnd+++=if
the ^ati++++=the
animal ^nn++++=animal
could ^md+pos+++=could
understand ^vb+vprv+++=understand
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
" ^zz++++="Off
off ^in+pl+++=EXTRAWORD
the ^ati++++=the
line ^nn++++=line!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
bull ^nn++++=bull
did ^vbd+dod+aux++=did
not ^xnot++not++=not
move ^vb++++=move.
. ^zz++++=EXTRAWORD
What ^wdt+who+++=What
passed ^vbd+++xvbn+=passed
in ^cs+sub+++=in
that ^cs"++++=that
wild ^jj+atrb+++=wild
brain ^nn++++=brain
no ^at++++=no
man ^nn++++=man
could ^md+pos+++=could
know ^vb+vprv+++=know.
. ^zz++++=EXTRAWORD
Perhaps ^rb++++=Perhaps
the ^ati++++=the
headlight ^nn+++??+=headlight
seemed ^vbd+seem++xvbn+=seemed
another ^ppls++++=another
moon ^np++++=moon
fallen ^vprf+++xvbn+=fallen
to ^in++++=to
earth ^nn++++=earth;
; ^zz++++=EXTRAWORD
perhaps ^rb++++=perhaps
the ^ati++++=the
whistle ^nn++++=whistle
was ^vbd+bedz+vrb++=was
the ^ati++++=the
challenge ^nn++++=challenge
of ^in++++=of
some ^dti++++=some
beast ^nn++++=beast
vaster ^nn++++=vaster
than ^in++++=than
any ^dti++++=any
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
fought ^vprf+++xvbnx+=fought;
; ^zz++++=EXTRAWORD
perhaps ^rb++++=perhaps
pain ^nn++++=pain,
, ^zz++++=EXTRAWORD
age ^nn++++=age,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
seven ^cd++++=seven
hunted ^jj+atrb++xvbn+=hunted
autumns ^nns++++=autumns
had ^vbd+hvd+aux++=had
filled ^vprf+++xvbnx+=filled
him ^pp3o+pp3+++=him
with ^in++++=with
that ^dt+dem+++=that
ultimate ^jj+atrb+++=ultimate
defiance ^nn+nom+++=defiance
in ^in++++=in
which ^whp+rel+pied++=which
fear ^vb++++=fear
itself ^ppl++++=itself
becomes ^vbz++++=becomes
anger ^nn++++=anger.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vbd+hvd+aux++=had
known ^vprf+++xvbnx+=known
wolves ^nps++++=wolves
slipping ^vwbg+++xvbg+=slipping
grey ^nn++++=grey
between ^in++++=between
the ^ati++++=the
spruces ^nns+++??+=spruces.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vbd+hvd+aux++=had
known ^vprf+++xvbnx+=known
the ^ati++++=the
thin ^jj++++=thin
crack ^jjb++++=crack
of ^in++++=of
rifles ^nns++++=rifles
and ^cc++++=and
the ^ati++++=the
bitter ^jj+atrb+++=bitter
sting ^nn++++=sting
of ^in++++=of
branches ^nns++++=branches
cut ^vwbn+++xvbn+=cut
by ^in++++=by
bullets ^nns+nom+++=bullets.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vbd+hvd+aux++=had
battled ^vprf+++xvbnx+=battled
bulls ^nns++++=bulls
beside ^in+pl+++=beside
northern ^jj+atrb+++=northern
lakes ^nns++++=lakes
until ^cs+sub+++=until
the ^ati++++=the
water ^nn++++=water
reddened ^vbd+++xvbn+=reddened
about ^in++++=about
their ^pp$+pp3+++=their
knees ^nns++++=knees.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vbd+hvd+aux++=had
broken ^vprf+++xvbnx+=broken
ice ^nn++++=ice
with ^in++++=with
his ^pp$+pp3+++=his
breast ^nn++++=breast,
, ^zz++++=EXTRAWORD
crossed ^jj+atrb++xvbn+=crossed
rivers ^nns++++=rivers
in ^in++++=in
flood ^nn++++=flood,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
stood ^vpsv++agls+xvbn+=stood
beneath ^in+pl+++=beneath
winter ^nn++++=winter
storms ^nns++++=storms
while ^cs+sub+++=while
snow ^nn++++=snow
gathered ^vbd+++xvbn+=gathered
upon ^in++++=upon
his ^pp$+pp3+++=his
back ^nn++++=back.
. ^zz++++=EXTRAWORD
Always ^rb++++=Always
danger ^nn++++=danger
had ^vbd+hvd+aux++=had
yielded ^vprf+++xvbnx+=yielded,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
escaped ^vprf+++xvbnx+=escaped
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
Now ^rn+dspt+++=Now
an ^at++++=an
intolerable ^jj+atrb+++=intolerable
eye ^nn++++=eye
came ^vbd+++xvbn+=came
blazing ^jj++++=blazing
through ^in++++=through
his ^pp$+pp3+++=his
forest ^nn++++=forest,
, ^zz++++=EXTRAWORD
shaking ^jj+++xvbg+=shaking
the ^ati++++=the
earth ^nn++++=earth,
, ^zz++++=EXTRAWORD
crying ^nvbg+++xvbg+=crying
aloud ^rb++++=aloud.
. ^zz++++=EXTRAWORD
The ^ati++++=The
bull ^np++++=bull
lowered ^vbd+++xvbn+=lowered
his ^pp$+pp3+++=his
head ^nn++++=head.
. ^zz++++=EXTRAWORD
" ^zz++++="No!"
no ^at++++=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Hemenway ^np+++??+=Hemenway
shouted ^vbd+vpub++xvbn+=shouted.
. ^zz++++=EXTRAWORD
The ^ati++++=The
moose ^nn++++=moose
charged ^vbd+vpub++xvbn+=charged.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
came ^vbd+++xvbnx+=came
down ^in++++=down
the ^ati++++=the
track ^nn++++=track
with ^in++++=with
a ^at++++=a
short ^jj+atrb+++=short,
, ^zz++++=EXTRAWORD
furious ^jj+atrb+++=furious
rush ^nn++++=rush,
, ^zz++++=EXTRAWORD
antlers ^nns+nom+++=antlers
thrust ^vbd+++xvbn+=thrust
forward ^rb+cnj+++=forward,
, ^zz++++=EXTRAWORD
hooves ^nns+++??+=hooves
striking ^vwbg+++xvbg+=striking
sparks ^np++++=sparks
from ^in++++=from
the ^ati++++=the
rail ^nn++++=rail.
. ^zz++++=EXTRAWORD
For ^in++++=For
two ^cd++++=two
seconds ^nns++++=seconds
the ^ati++++=the
engine ^nn++++=engine
and ^cc++++=and
the ^ati++++=the
animal ^nn++++=animal
rushed ^vbd+++xvbn+=rushed
upon ^in++++=upon
one ^cd1++++=one
another ^dt++++=another
two ^cd++++=two
beasts ^nns++++=beasts,
, ^zz++++=EXTRAWORD
the ^ati++++=the
one ^pn++++=one
of ^in++++=of
flesh ^nn++++=flesh
and ^cc++++=and
ancient ^jj+atrb+++=ancient
rage ^nn++++=rage,
, ^zz++++=EXTRAWORD
the ^ati++++=the
other ^ap++++=other
of ^in++++=of
iron ^nn++++=iron,
, ^zz++++=EXTRAWORD
fire ^nn++++=fire,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
gathered ^nn++++=gathered
will ^md+prd+++=will
of ^in++++=of
men ^nns++++=men.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
a ^at++++=a
terrific ^jj+atrb+++=terrific
crash ^nn++++=crash.
. ^zz++++=EXTRAWORD
The ^ati++++=The
locomotive ^nn++++=locomotive
lurched ^vbd+++xvbn+=lurched.
. ^zz++++=EXTRAWORD
Glass ^nn++++=Glass
