Well ^rb+cnj+++=Well,
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
stepped ^vbd+++xvbnx+=stepped
close ^jj++++=close
with ^in++++=with
my ^pp$+pp1+++=my
arms ^nns++++=arms
ready ^jj++++=ready,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
if ^cs+cnd+++=if
he ^pp3a+pp3+++=he
fell ^vbd+++xvbnx+=fell
from ^in++++=from
that ^dt+dem+++=that
corner ^npl++++=corner
he ^pp3a+pp3+++0=he'd
'd ^md+prd+vrb++=EXTRAWORD
strike ^nn++++=strike
the ^ati++++=the
cucumber ^jjr+atrb+++=cucumber
frame ^nn++++=frame
first ^rb++++=first.
. ^zz++++=EXTRAWORD
The ^ati++++=The
rector ^npt++++=rector
whispered ^vbd+vpub++xvbn+=whispered,
, ^zz++++=EXTRAWORD
" ^zz++++="Can
can ^md+pos+++=EXTRAWORD
we ^pp1a+pp1+++=we
seize ^vb++++=seize
the ^ati++++=the
structure ^nn++++=structure
and ^cc++++=and
lower ^jjr++++=lower
it ^pp3+it+++=it?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="It'll
it ^pp3+it+++=EXTRAWORD
'll ^md+prd+++0=EXTRAWORD
fold ^vb++++=fold,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
says ^vbz+vpub+tht0++=says
I ^pp1a+pp1+++=I.
. ^zz++++=EXTRAWORD
" ^zz++++="Can
can ^md+pos+++=EXTRAWORD
the ^ati++++=the
vines ^nns++++=vines
be ^vb+be+aux++=be
cut ^vpsv++agls+xvbnx+=cut?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="He'll
he ^pp3a+pp3+++=EXTRAWORD
'll ^md+prd+++0=EXTRAWORD
jump ^vb++++=jump."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Is
is ^vbz+bez+vrb++=EXTRAWORD
there ^rn+pl+++=there
no ^at++++=no
person ^nn++++=person
he ^pp3a+pp3+++=he
obeys ^vbz++++=obeys?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Marthy,
marthy ^nn+++??+=EXTRAWORD
, ^zz++++=EXTRAWORD
mostly ^rb+cnj+++=mostly,
, ^zz++++=EXTRAWORD
unless ^cs+cnd+++=unless
he ^pp3a+pp3+++=he
differs ^nns+nom+++=differs."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
rain ^nn++++=rain
come ^vb++++=come
in ^in++++=in
big ^nn++++=big
separate ^nn+nom+++=separate
drops ^nns++++=drops,
, ^zz++++=EXTRAWORD
each ^dt++++=each
one ^cd1++++=one
makin ^nn+++??+=makin'
' ^zz++++=EXTRAWORD
a ^at++++=a
dark ^jj+atrb+++=dark
spot ^nn++++=spot
in ^in++++=in
the ^ati++++=the
dust ^nn++++=dust.
. ^zz++++=EXTRAWORD
Sonny ^nn++++=Sonny
blinked ^vbd+++xvbn+=blinked
when ^wrb+who+++=when
one ^cd1++++=one
hit ^nn+++xvbn+=hit
his ^pp$+pp3+++=his
nose ^nn++++=nose.
. ^zz++++=EXTRAWORD
Reverend ^npt++++=Reverend
Vale ^npl++++=Vale
looked ^vbd+++xvbn+=looked
at ^rb++++=at
the ^ati++++=the
sky ^nn++++=sky,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then
at ^in++++=at
the ^ati++++=the
washbowl ^nn+++??+=washbowl,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then
at ^in++++=at
Sonny ^nn++++=Sonny.
. ^zz++++=EXTRAWORD
All ^abn++++=All
at ^rb++++=at
once ^rb"+tm+++=once
his ^pp$+pp3+++=his
face ^vb++++=face
changed ^vbd+++xvbn+=changed.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+vrb++=wasn't
n't ^xnot++not++0=EXTRAWORD
pompous ^jj++++=pompous
any ^dti++++=any
more ^rbr++++=more,
, ^zz++++=EXTRAWORD
nor ^cc+cls+neg++=nor
worried ^vbd+vprv++xvbn+=worried
about ^in++++=about
rules ^nns++++=rules.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
looked ^vbd+++xvbnx+=looked
like ^in++++=like
a ^at++++=a
man ^nn++++=man
that ^tht+rel+subj++=that
had ^vbd+hvd+aux++=had
found ^vprf+++xvbnx+=found
a ^at++++=a
gate ^nn++++=gate
in ^in++++=in
a ^at++++=a
fence ^nn++++=fence.
. ^zz++++=EXTRAWORD
" ^zz++++="Mr.
mr ^npt++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Jones ^np++++=Jones,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
says ^vbz+vpub+tht0++=says
he ^pp3a+pp3+++=he,
, ^zz++++=EXTRAWORD
" ^zz++++="does
does ^vbz+doz+vrb++=EXTRAWORD
that ^dt+dem+++=that
porch ^nn++++=porch
roof ^nn++++=roof
extend ^vb++++=extend
sufficiently ^rb++++=sufficiently?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="For
for ^in++++=EXTRAWORD
what ^wdt+who+++=what?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="For
for ^in++++=EXTRAWORD
me ^pp1o+pp1+++=me
to ^to++++=to
stand ^vbi++++=stand
under ^in+strn+++=under."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
took ^vbd+++xvbnx+=took
the ^ati++++=the
book ^nn++++=book,
, ^zz++++=EXTRAWORD
the ^ati++++=the
little ^ap++++=little
silver ^nn++++=silver
cross ^nn++++=cross
and ^cc++++0=an'
the ^ati++++=the
bowl ^nn++++=bowl
onto ^in++++=onto
the ^ati++++=the
porch ^nn++++=porch.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
he ^pp3a+pp3+++=he
called ^vbd+++xvbnx+=called
to ^in++++=to
Sonny ^nn++++=Sonny:
: ^zz++++=EXTRAWORD
" ^zz++++="My
my ^pp$+pp1+++=EXTRAWORD
son ^nn++++=son,
, ^zz++++=EXTRAWORD
will ^md+prd+++=will
you ^pp2+pp2+++=you
consent ^nn++++=consent
to ^in++++=to
baptism ^nn+nom+++=baptism
if ^cs+cnd+++=if
no ^at++++=no
one ^cd1++++=one
approaches ^nns++++=approaches
the ^ati++++=the
arbor ^&fw++++=arbor?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Sonny ^nn++++=Sonny
narrowed ^vbd+++xvbn+=narrowed
his ^pp$+pp3+++=his
eyes ^nns++++=eyes.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
stay ^vb++++=stay
there ^rn+pl+++=there?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
shall ^md+prd+++=shall
stay ^vb++++=stay
here ^rn+pl+++=here."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="No
no ^at++++=EXTRAWORD
needles ^nps++++=needles?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="No
no ^at++++=EXTRAWORD
needles ^nps++++=needles."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="No
no ^at++++=EXTRAWORD
climbin ^nn+++??+=climbin'?"
'?" ^nn+++??+=EXTRAWORD
" ^zz++++="No
no ^at++++=EXTRAWORD
climbing ^nvbg+++xvbg+=climbing."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="An'
and ^cc++++0=EXTRAWORD
I ^pp1a+pp1+++=I
stay ^vb++++=stay
here ^rn+pl+++=here?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="If
if ^cs+cnd+++=EXTRAWORD
you ^pp2+pp2+++=you
insist ^vb+vpub+++=insist."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Sonny ^nn++++=Sonny
considered ^vwbn+vprv++xvbn+=considered
the ^ati++++=the
bargain ^nn++++=bargain
while ^cs+sub+++=while
the ^ati++++=the
rain ^nn++++=rain
thickened ^vprf+++xvbn+=thickened.
. ^zz++++=EXTRAWORD
" ^zz++++="How
how ^wrb+who+whq++=EXTRAWORD
can ^md+pos+++=can
you ^pp2+pp2+++=you
reach ^nn++++=reach
me ^pp1o+pp1+++=me?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
need ^nn++++=need
not ^xnot++not++=not
touch ^vb++++=touch
you ^pp2+pp2+++=you,
, ^zz++++=EXTRAWORD
provided ^jj+atrb++xvbn+=provided
water ^nn++++=water
is ^vbz+bez+aux++=is
applied ^vpsv++agls+xvbnx+=applied
and ^cc++++=and
the ^ati++++=the
words ^nns++++=words
are ^vb+ber+aux++=are
spoken ^vpsv++agls+xvbnx+=spoken
with ^in++++=with
proper ^jj+atrb+++=proper
intent ^nn++++=intent."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Sonny ^nn++++=Sonny
held ^vbd+vprv++xvbn+=held
out ^rp+pl+++=out
one ^cd1++++=one
hand ^nn++++=hand.
. ^zz++++=EXTRAWORD
Rain ^nn++++=Rain
was ^vbd+bedz+vrb++=was
runnin ^nn+++??+=runnin'
' ^zz++++=EXTRAWORD
off ^in+pl+++=off
his ^pp$+pp3+++=his
fingers ^nns+nom+++=fingers
now ^rn+tm+++=now.
. ^zz++++=EXTRAWORD
" ^zz++++="This
this ^dt+pdem+++=EXTRAWORD
is ^vbz+bez+vrb++=is
water ^nn++++=water."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Yes."
yes ^uh++++=EXTRAWORD
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Is
is ^vbz+bez+vrb++=EXTRAWORD
it ^pp3+it+++=it
proper ^jj++++=proper?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
rector ^npt++++=rector
looked ^vbd+++xvbn+=looked
at ^rb++++=at
the ^ati++++=the
black ^jj+atrb+++=black
cloud ^nn++++=cloud,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then
upward ^jjb++++=upward
beyond ^in++++=beyond
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
comes ^vbz++++=comes
from ^in+ppvb+++=from
a ^at++++=a
sufficient ^jj+atrb+++=sufficient
authority ^nn+nom+++=authority,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
says ^vbz+vpub+tht0++=says
he ^pp3a+pp3+++=he.
. ^zz++++=EXTRAWORD
Well ^rb+cnj+++=Well,
, ^zz++++=EXTRAWORD
sir ^npt++++=sir,
, ^zz++++=EXTRAWORD
the ^ati++++=the
rain ^nn++++=rain
broke ^vbd+++xvbn+=broke
loose ^jj++++=loose.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
rattled ^vbd+++xvbn+=rattled
the ^ati++++=the
porch ^nn++++=porch
roof ^nn++++=roof,
, ^zz++++=EXTRAWORD
flattened ^xvbn+++xvbn+=flattened
the ^ati++++=the
dust ^nn++++=dust
and ^cc++++0=an'
bowed ^vbd+++xvbn+=bowed
the ^ati++++=the
bean ^nn++++=bean
vines ^nns++++=vines.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
all ^abn++++=all
crowded ^jj+++xvbn+=crowded
under ^in++++=under
the ^ati++++=the
eaves ^nns++++=eaves
except ^in++++=except
Sonny ^nn++++=Sonny,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
set ^vbd+++xvbn+=set
aloft ^rb++++=aloft
soaked ^xvbn+++xvbn+=soaked
through ^in+strn+++=through,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
hair ^nn++++=hair
pasted ^vbd+++xvbn+=pasted
over ^in++++=over
his ^pp$+pp3+++=his
forehead ^nn++++=forehead
and ^cc++++0=an'
his ^pp$+pp3+++=his
nightshirt ^nn+++??+=nightshirt-colored
- ^zz++++=EXTRAWORD
colored ^jj+atrb++xvbn+=EXTRAWORD
blouse ^nn++++=blouse
clingin ^nn+++??+=clingin'
' ^zz++++=EXTRAWORD
to ^in++++=to
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
looked ^vbd+++xvbnx+=looked
solemn ^jj++++=solemn,
, ^zz++++=EXTRAWORD
too ^rb++++=too.
. ^zz++++=EXTRAWORD
Whether ^cs+who+++=Whether
from ^in++++=from
religion ^nn++++=religion
or ^cc++++=or
chill ^nn++++=chill
I ^pp1a+pp1+++=I
could ^md+pos+++=couldn't
n't ^xnot++not++0=EXTRAWORD
say ^vb+vpub+++=say.
. ^zz++++=EXTRAWORD
Reverend ^npt++++=Reverend
Vale ^npl++++=Vale
opened ^vbd+++xvbn+=opened
his ^pp$+pp3+++=his
book ^nn++++=book.
. ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+++=EXTRAWORD
name ^nn++++=name
is ^vbz+bez+aux++=is
given ^vpsv++agls+xvbnx+=given
this ^dt+dem+++=this
child ^nn++++=child?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Marthy ^np+++??+=Marthy
whispered ^vbd+++xvbn+=whispered,
, ^zz++++=EXTRAWORD
" ^zz++++="We
we ^pp1a+pp1+++=EXTRAWORD
never ^rb++++=never
settled ^vbd+++xvbn+=settled
his ^pp$+pp3+++=his
church ^nn++++=church
name ^nn++++=name."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
everyday ^jjb+atrb+++=everyday
name ^nn++++=name
was ^vbd+bedz+vrb++=was
Sonny ^nn++++=Sonny.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
had ^vbd+hvd+aux++=had
called ^vprf+++xvbnx+=called
him ^pp3o+pp3+++=him
that ^cs+sub+++=that
from ^in++++=from
the ^ati++++=the
start ^nn++++=start,
, ^zz++++=EXTRAWORD
and ^cc+cls+++0=an'
somehow ^rb++++=somehow
the ^ati++++=the
matter ^nn++++=matter
of ^in++++=of
a ^at++++=a
formal ^jj+atrb+++=formal
name ^nn++++=name
had ^vbd+hvd+aux++=had
drifted ^vprf+++xvbnx+=drifted.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
birth ^nn++++=birth
paper ^nn++++=paper
said ^vbd+vpub++xvbn+=said
" ^zz++++="Male
male ^jj+atrb+++=EXTRAWORD
Jones ^np++++=Jones,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
because ^cs+cos+++=because
I ^pp1a+pp1+++0=I'd
'd ^vbd+hvd+aux++=EXTRAWORD
gone ^vprf+++xvbnx+=gone
to ^to++++=to
fetch ^vbi++++=fetch
the ^ati++++=the
registrar ^nn++++=registrar
and ^cc++++0=an'
got ^vbd+++xvbn+=got
delayed ^vpsv++by+xvbn+=delayed
by ^in++++=by
a ^at++++=a
washout ^nn+++??+=washout.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
called ^vbd+++xvbnx+=called,
, ^zz++++=EXTRAWORD
" ^zz++++="Sonny,
sonny ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
what ^wdt+who+++=what
name ^nn++++=name
do ^vb+do+aux++=do
you ^pp2+pp2+++=you
want ^vb++++=want?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
answered ^vbd+vpub++xvbnx+=answered
prompt ^jj++++=prompt:
: ^zz++++=EXTRAWORD
" ^zz++++="Deuteronomy
deuteronomy ^np++++=EXTRAWORD
Jones ^np++++=Jones."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
felt ^vbd+vprv++xvbnx+=felt
proud ^jj++++=proud.
. ^zz++++=EXTRAWORD
A ^at++++=A
man ^nn++++=man
can ^md+pos+++=can't
n't ^xnot++not++0=EXTRAWORD
help ^vb++++=help
it ^pp3+it+++=it
when ^wrb+who+++=when
his ^pp$+pp3+++=his
son ^nn++++=son
chooses ^vbz++++=chooses
his ^pp$+pp3+++=his
full ^jj+atrb+++=full
name ^nn++++=name.
. ^zz++++=EXTRAWORD
Marthy ^np+++??+=Marthy
says ^vbz+vpub+++=says,
, ^zz++++=EXTRAWORD
" ^zz++++="We'll
we ^pp1a+pp1+++=EXTRAWORD
'll ^md+prd+++0=EXTRAWORD
call ^vb++++=call
him ^pp3o+pp3+++=him
Deuteronomy ^np+++??+=Deuteronomy
Jones ^np++++=Jones
Junior ^nn++++=Junior."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
From ^in++++=From
the ^ati++++=the
arbor ^&fw++++=arbor
come ^vprf+++xvbn+=come
a ^at++++=a
sharp ^jj+atrb+++=sharp
voice ^nn++++=voice:
: ^zz++++=EXTRAWORD
" ^zz++++="No!
no ^at++++=EXTRAWORD
! ^zz++++=EXTRAWORD
Senior ^nn++++=Senior."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
says ^vbz+vpub+++=says,
, ^zz++++=EXTRAWORD
" ^zz++++="Son,
son ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
can ^md+pos+++=can't
n't ^xnot++not++0=EXTRAWORD
be ^vb+be+vrb++=be
Senior ^nn++++=Senior.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I'm
'm ^vb+bem+vrb++0=EXTRAWORD
Senior ^nn++++=Senior."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
want ^vb++++=want
all ^abn++++=all
your ^pp$+pp2+++=your
name ^nn++++=name."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Junior
junior ^jj++++=EXTRAWORD
would ^md+prd+++=would
be ^vb+be+vrb++=be
all ^abn++++=all
of ^in++++=of
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
with ^in++++=with
a ^at++++=a
Junior ^nn++++=Junior."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
want ^vb++++=want
Junior ^jj++++=Junior."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Reverend ^npt++++=Reverend
Vale ^nn++++=Vale
says ^vbz+vpub+++=says,
, ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
suffix ^nn++++=suffix
is ^vbz+bez+vrb++=is
not ^xnot++not++=not
essential ^jj++++=essential
to ^to+jcmp+++=to
the ^ati++++=the
baptismal ^jj+atrb+++=baptismal
name ^nn++++=name."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Sonny ^nn++++=Sonny
shouted ^vbd+vpub++xvbn+=shouted
through ^in++++=through
the ^ati++++=the
rain ^nn++++=rain,
, ^zz++++=EXTRAWORD
" ^zz++++="Put
put ^vbd+++xvbn+=EXTRAWORD
Senior ^nn++++=Senior!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
arbor ^&fw++++=arbor
give ^vb++++=give
another ^dt++++=another
creak ^vb++++=creak.
. ^zz++++=EXTRAWORD
" ^zz++++="Put
put ^vbd+++xvbn+=EXTRAWORD
it ^pp3+it+++=it,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
says ^vbz+vpub+++=says
Marthy ^np+++??+=Marthy.
. ^zz++++=EXTRAWORD
So ^ql++++=So
Reverend ^npt++++=Reverend
Vale ^nn++++=Vale,
, ^zz++++=EXTRAWORD
standing ^vbg+++xvbg+=standing
dry ^jj++++=dry
on ^in++++=on
the ^ati++++=the
porch ^nn++++=porch,
, ^zz++++=EXTRAWORD
while ^cs+sub+++=while
heaven ^nn++++=heaven
supplied ^vbd+++xvbn+=supplied
the ^ati++++=the
water ^nn++++=water,
, ^zz++++=EXTRAWORD
raised ^j+++xvbn+=raised
his ^pp$+pp3+++=his
hand ^nn++++=hand
and ^cc++++0=an'
says ^vbz+vpub+++=says
in ^in++++=in
a ^at++++=a
voice ^nn++++=voice
that ^tht+rel+subj++=that
carried ^vwbn+++xvbn+=carried
above ^jjb++++=above
the ^ati++++=the
storm ^nn++++=storm:
: ^zz++++=EXTRAWORD
" ^zz++++="Deuteronomy
deuteronomy ^np++++=EXTRAWORD
Jones ^np++++=Jones
Senior ^nn++++=Senior,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
baptize ^vb++++=baptize
thee ^pp2+pp2+++=thee
in ^in++++=in
the ^ati++++=the
name ^nn++++=name
of ^in++++=of
the ^ati++++=the
Father ^nn++++=Father,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
of ^in++++=of
the ^ati++++=the
Son ^nn++++=Son,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
of ^in++++=of
the ^ati++++=the
Holy ^jj+atrb+++=Holy
Ghost ^nn++++=Ghost.
. ^zz++++=EXTRAWORD
Amen ^uh++++=Amen."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
At ^rb++++=At
that ^dt+dem+++=that
exact ^jj+atrb+++=exact
instant ^nn+nom+++=instant
a ^at++++=a
stream ^nn++++=stream
poured ^vbd+++xvbn+=poured
off ^in+pl+++=off
a ^at++++=a
bean ^nn++++=bean
leaf ^nn++++=leaf
square ^nn++++=square
onto ^in++++=onto
Sonny ^np++++=Sonny's
's ^$++++=EXTRAWORD
forehead ^nn++++=forehead.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
never ^rb++++=never
seen ^vprf+++xvbn+=seen
timing ^nn++++=timing
more ^rbr++++=more
complete ^jj++++=complete.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
shut ^vbd+++xvbnx+=shut
his ^pp$+pp3+++=his
eyes ^nns++++=eyes,
, ^zz++++=EXTRAWORD
spluttered ^j+++xvbn+=spluttered
once ^rb+cnj+++=once,
, ^zz++++=EXTRAWORD
and ^cc+cls+++0=an'
wiped ^vbd+++xvbn+=wiped
his ^pp$+pp3+++=his
face ^nn++++=face.
. ^zz++++=EXTRAWORD
" ^zz++++="Is
is ^vbz+bez+vrb++=EXTRAWORD
that ^tht+vcmp+++=that
all ^abn++++=all?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
says ^vbz+vpub+tht0++=says
he ^pp3a+pp3+++=he.
. ^zz++++=EXTRAWORD
" ^zz++++="That
that ^dt+pdem+++=EXTRAWORD
is ^vbz+bez+vrb++=is
all ^abn++++=all,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
says ^vbz+vpub+++=says
Reverend ^npt++++=Reverend
Vale ^nn++++=Vale.
. ^zz++++=EXTRAWORD
" ^zz++++="Did
did ^vbd+dod+aux++=EXTRAWORD
it ^pp3+it+++=it
take ^vb++++=take?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="We
we ^pp1a+pp1+++=EXTRAWORD
shall ^md+prd+++=shall
trust ^vb+vprv+++=trust
so ^ql++++=so."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Sonny ^nn++++=Sonny
remained ^vbd+++xvbn+=remained
on ^in++++=on
the ^ati++++=the
arbor ^&fw++++=arbor.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
thought ^vbd+++xvbn+=thought
maybe ^rb+hdg+++=maybe
he ^pp3a+pp3+++0=he'd
'd ^md+prd+aux++=EXTRAWORD
come ^vprf+++xvbn+=come
down ^rp++++=down
as ^ql++++=as
a ^at++++=a
natural ^jj+atrb+++=natural
result ^nn++++=result
of ^in++++=of
grace ^nn++++=grace,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
natural ^jj+atrb+++=natural
results ^nns++++=results
do ^vb+do+vrb++=don't
n't ^xnot++not++0=EXTRAWORD
hurry ^nn++++=hurry
Sonny ^nn++++=Sonny.
. ^zz++++=EXTRAWORD
Reverend ^npt++++=Reverend
Vale ^npl++++=Vale
finished ^vbd+++xvbn+=finished
the ^ati++++=the
prayers ^nns+nom+++=prayers,
, ^zz++++=EXTRAWORD
packed ^j+++xvbn+=packed
his ^pp$+pp3+++=his
surplice ^nn++++=surplice
and ^cc++++0=an'
book ^nn++++=book,
, ^zz++++=EXTRAWORD
shook ^jj+atrb++xvbn+=shook
hands ^nns++++=hands
with ^in++++=with
me ^pp1o+pp1+++=me
and ^cc++++0=an'
Marthy ^np+++??+=Marthy,
, ^zz++++=EXTRAWORD
and ^cc+cls+++0=an'
said ^vbd+vpub+tht0+xvbn+=said
he ^pp3a+pp3+++=he
would ^md+prd+++=would
call ^vb++++=call
again ^rb+tm+++=again
when ^wrb+who+++=when
the ^ati++++=the
household ^nn++++=household
was ^vbd+bedz+vrb++=was
calmer ^jjr+pred+++=calmer.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
advised ^vbd+vpub++xvbnx+=advised
us ^pp1o+pp1+++=us
to ^to++++=to
get ^vbi++++=get
the ^ati++++=the
boy ^nn++++=boy
dry ^jj++++=dry,
, ^zz++++=EXTRAWORD
have ^vb+hv+vrb++=have
the ^ati++++=the
foot ^nn++++=foot
examined ^vwbn+++xvbn+=examined
and ^cc+phrs+++0=an'
discourage ^nn+nom+++=discourage
any ^dti++++=any
further ^jjb+atrb+++=further
theological ^jj+atrb+++=theological
negotiations ^nns+nom+++=negotiations
from ^in++++=from
elevated ^jj+atrb++xvbn+=elevated
positions ^nns+nom+++=positions.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
his ^pp$+pp3+++=his
buggy ^jj+++??+=buggy
passed ^jj+++xvbn+=passed
through ^in++++=through
the ^ati++++=the
gate ^nn++++=gate,
, ^zz++++=EXTRAWORD
Sonny ^nn++++=Sonny
swung ^vbd+++xvbn+=swung
one ^cd1++++=one
leg ^nn++++=leg
over ^in++++=over
the ^ati++++=the
pole ^nn++++=pole.
. ^zz++++=EXTRAWORD
" ^zz++++="Don't
do ^vb+do+aux++=EXTRAWORD
n't ^xnot++not++0=EXTRAWORD
move ^vb++++=move!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Marthy ^np+++??+=Marthy
cried ^vbd+++xvbn+=cried.
. ^zz++++=EXTRAWORD
" ^zz++++="I'm
i ^pp1a+pp1+++=EXTRAWORD
'm ^vb+bem+vrb++0=EXTRAWORD
comin ^nn+++??+=comin'
' ^zz++++=EXTRAWORD
down ^rp++++=down."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
come ^vprf+++xvbn+=come
down ^rp++++=down
easy ^jj++++=easy
as ^in++++=as
a ^at++++=a
cat ^nn++++=cat,
, ^zz++++=EXTRAWORD
steppin ^nn+++??+=steppin'
' ^zz++++=EXTRAWORD
from ^in++++=from
crosspiece ^nn+++??+=crosspiece
to ^in++++=to
crosspiece ^nn+++??+=crosspiece,
, ^zz++++=EXTRAWORD
and ^cc+cls+++0=an'
landed ^vpsv++agls+xvbn+=landed
in ^in++++=in
my ^pp$+pp1+++=my
arms ^nns++++=arms.
. ^zz++++=EXTRAWORD
Marthy ^np+++??+=Marthy
wrapped ^vbd+++xvbn+=wrapped
him ^pp3o+pp3+++=him
in ^in++++=in
